Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,56.392876,[477  62] ; [85 53],[447.44165436  91.55834564] ; [114.55834564  23.44165436],1
p9,1,0.0,34.504616,[481  55] ; [96 41],[459.5423477  76.4576523] ; [117.4576523  19.5423477],1
p2,1,0.0,28.652156,[480  58] ; [103  41],[459.90322581  78.09677419] ; [123.09677419  20.90322581],1
n4,1,0.0,26.123757,[450  91] ; [91 52],[427.89619883 113.10380117] ; [113.10380117  29.89619883],1
p8,1,8e-06,19.989036,[308 223] ; [52 89],[284.46428571 246.53571429] ; [75.53571429 65.46428571],1
n5,1,1.2e-05,19.110139,[427 112] ; [88 55],[407.01612903 131.98387097] ; [107.98387097  35.01612903],1
p7,1,3.9e-05,16.912409,[366 160] ; [72 69],[345.40929535 180.59070465] ; [92.59070465 48.40929535],1
n6,1,0.000143,14.46314,[475  64] ; [108  35],[460.75806452  78.24193548] ; [122.24193548  20.75806452],1
b1,1,0.001108,10.638089,[182 360] ; [70 75],[198.81222707 343.18777293] ; [53.18777293 91.81222707],0
s4,1,0.001773,9.770816,[ 78 454] ; [ 37 107],[ 90.50295858 441.49704142] ; [ 24.49704142 119.50295858],0
p4,1,0.002915,8.860181,[352 187] ; [74 69],[336.67741935 202.32258065] ; [89.32258065 53.67741935],0
r3,1,0.010075,6.621528,[537   4] ; [138   5],[533.88157895   7.11842105] ; [141.11842105   1.88157895],0
v1,1,0.016731,5.724334,[306 218] ; [68 76],[293.37724551 230.62275449] ; [80.62275449 63.37724551],0
v4,1,0.023191,5.154169,[530  11] ; [137   8],[526.01603499  14.98396501] ; [140.98396501   4.01603499],0
s1,1,0.034274,4.480983,[ 12 522] ; [  8 134],[ 15.79881657 518.20118343] ; [  4.20118343 137.79881657],0
p3,1,0.036173,4.38895,[293 247] ; [64 80],[281.84210526 258.15789474] ; [75.15789474 68.84210526],0
p12,1,0.036678,4.365309,[ 47 489] ; [  5 137],[ 41.10914454 494.89085546] ; [ 10.89085546 131.10914454],0
a5,1,0.044555,4.035412,[431 111] ; [104  41],[422.08151383 119.91848617] ; [112.91848617  32.08151383],0
