Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,5.7e-05,16.18985,[246  43] ; [25 17],[236.61329305  52.38670695] ; [34.38670695  7.61329305],1
p11,1,0.000428,12.405562,[237  55] ; [24 18],[228.17964072  63.82035928] ; [32.82035928  9.17964072],1
r1,1,0.000818,11.198861,[232  57] ; [24 18],[223.51661631  65.48338369] ; [32.48338369  9.51661631],1
s1,1,0.000898,11.026028,[  6 283] ; [ 5 37],[  9.60422961 279.39577039] ; [ 1.39577039 40.60422961],1
a2,1,0.001384,10.226716,[ 70 222] ; [ 1 41],[ 62.07185629 229.92814371] ; [ 8.92814371 33.07185629],0
p10,1,0.002058,9.497421,[238  51] ; [26 16],[230.50151057  58.49848943] ; [33.49848943  8.50151057],0
d3,1,0.00394,8.311035,[197  93] ; [19 23],[188.6746988 101.3253012] ; [27.3253012 14.6746988],0
v4,1,0.011092,6.450496,[275  13] ; [36  6],[271.41818182  16.58181818] ; [39.58181818  2.41818182],0
u1,1,0.011696,6.356314,[ 51 241] ; [ 1 41],[ 45.46107784 246.53892216] ; [ 6.53892216 35.46107784],0
s6,1,0.012022,6.307692,[203  84] ; [21 20],[196.  91.] ; [28. 13.],0
p4,1,0.017463,5.649252,[194  98] ; [20 22],[187.08982036 104.91017964] ; [26.91017964 15.08982036],0
p8,1,0.018654,5.533641,[190 101] ; [19 22],[183.18975904 107.81024096] ; [25.81024096 15.18975904],0
s7,1,0.037817,4.313235,[132 146] ; [12 28],[125.88679245 152.11320755] ; [18.11320755 21.88679245],0
n4,1,0.042229,4.125999,[216  74] ; [25 17],[210.51204819  79.48795181] ; [30.48795181 11.51204819],0
a6,1,0.048658,3.88713,[198  94] ; [22 20],[192.33532934  99.66467066] ; [27.66467066 14.33532934],0
b1,1,0.060566,3.521806,[122 170] ; [24 18],[127.64071856 164.35928144] ; [18.35928144 23.64071856],0
a5,1,0.063771,3.436479,[208  84] ; [24 18],[202.82634731  89.17365269] ; [29.17365269 12.82634731],0
n6,1,0.064673,3.413298,[240  50] ; [29 12],[235.67975831  54.32024169] ; [33.32024169  7.67975831],0
r4,1,0.07667,3.134118,[258  34] ; [33  9],[254.40718563  37.59281437] ; [36.59281437  5.40718563],0
a7,1,0.083389,2.997589,[211  80] ; [25 17],[206.23423423  84.76576577] ; [29.76576577 12.23423423],0
r3,1,0.086561,2.937203,[275  15] ; [37  5],[272.53012048  17.46987952] ; [39.46987952  2.53012048],0
v2,1,0.110521,2.546754,[115 169] ; [22 19],[119.71692308 164.28307692] ; [17.28307692 23.71692308],0
p5,1,0.113016,2.511532,[ 30 262] ; [ 1 39],[ 27.26506024 264.73493976] ; [ 3.73493976 36.26506024],0
b5,1,0.168275,1.898241,[169 123] ; [29 13],[173.10179641 118.89820359] ; [24.89820359 17.10179641],0
b3,1,0.188512,1.729207,[ 62 112] ; [ 7 23],[ 58.85294118 115.14705882] ; [10.14705882 19.85294118],0
b2,1,0.188512,1.729207,[ 62 112] ; [ 7 23],[ 58.85294118 115.14705882] ; [10.14705882 19.85294118],0
d1,1,0.214979,1.537579,[155 137] ; [18 24],[151.24550898 140.75449102] ; [21.75449102 20.24550898],0
n2,1,0.239251,1.385003,[45 19] ; [12  2],[46.76923077 17.23076923] ; [10.23076923  3.76923077],0
u2,1,0.241504,1.371792,[49 38] ; [6 9],[46.91176471 40.08823529] ; [8.08823529 6.91176471],0
r2,1,0.282782,1.153673,[265  21] ; [36  5],[263.25993884  22.74006116] ; [37.74006116  3.25993884],0
d4,1,0.289708,1.120976,[229  62] ; [30 12],[226.33333333  64.66666667] ; [32.66666667  9.33333333],0
s5,1,0.290223,1.118584,[103 183] ; [11 29],[100.01226994 185.98773006] ; [13.98773006 26.01226994],0
a3,1,0.304512,1.054328,[203  88] ; [26 16],[200.11711712  90.88288288] ; [28.88288288 13.11711712],0
d5,1,0.315438,1.007771,[228  63] ; [30 12],[225.45945946  65.54054054] ; [32.54054054  9.45945946],0
b4,1,0.317933,0.99743,[163 129] ; [20 22],[159.98802395 132.01197605] ; [23.01197605 18.98802395],0
p12,1,0.320361,0.987472,[ 18 273] ; [ 1 41],[ 16.6036036 274.3963964] ; [ 2.3963964 39.6036036],0
a4,1,0.328842,0.953451,[120 171] ; [14 28],[117.0990991 173.9009009] ; [16.9009009 25.0990991],0
n5,1,0.353508,0.860824,[206  83] ; [27 15],[203.43504532  85.56495468] ; [29.56495468 12.43504532],0
p6,1,0.355233,0.854676,[139 150] ; [17 25],[136.20543807 152.79456193] ; [19.79456193 22.20543807],0
d2,1,0.363615,0.82537,[133 159] ; [16 26],[130.26347305 161.73652695] ; [18.73652695 23.26347305],0
s2,1,0.4326,0.615832,[141 151] ; [23 19],[143.37724551 148.62275449] ; [20.62275449 21.37724551],0
s8,1,0.489424,0.477793,[123 168] ; [15 26],[120.95783133 170.04216867] ; [17.04216867 23.95783133],0
v1,1,0.688811,0.160375,[132 154] ; [18 24],[130.79268293 155.20731707] ; [19.20731707 22.79268293],0
p3,1,0.739577,0.110499,[154 138] ; [21 21],[152.99401198 139.00598802] ; [22.00598802 19.99401198],0
p1,1,0.777877,0.079573,[ 17 274] ; [ 2 40],[ 16.6036036 274.3963964] ; [ 2.3963964 39.6036036],0
u3,1,0.801589,0.063147,[47 41] ; [8 8],[46.53846154 41.46153846] ; [8.46153846 7.53846154],0
s4,1,0.812658,0.056168,[ 57 230] ; [ 9 33],[ 57.57446809 229.42553191] ; [ 8.42553191 33.57446809],0
a8,1,0.835166,0.043297,[ 41 225] ; [ 7 35],[ 41.45454545 224.54545455] ; [ 6.54545455 35.45454545],0
a1,1,0.843635,0.038906,[ 12 280] ; [ 2 40],[ 12.23952096 279.76047904] ; [ 1.76047904 40.23952096],0
s3,1,0.860035,0.031092,[163 127] ; [23 19],[162.46987952 127.53012048] ; [23.53012048 18.46987952],0
n1,1,0.863064,0.029748,[23 41] ; [5 8],[23.27272727 40.72727273] ; [4.72727273 8.27272727],0
n3,1,0.947215,0.004383,[50 13] ; [11  3],[49.90909091 13.09090909] ; [11.09090909  2.90909091],0
