Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,38.249133,[30 44] ; [43  1],[45.77966102 28.22033898] ; [27.22033898 16.77966102],1
d3,1,0.0,37.648357,[22 51] ; [39  5],[38.05982906 34.94017094] ; [22.94017094 21.05982906],1
d2,1,0.0,36.724941,[14 60] ; [32 10],[29.34482759 44.65517241] ; [16.65517241 25.34482759],1
d4,1,0.0,33.299248,[33 41] ; [42  1],[47.43589744 26.56410256] ; [27.56410256 15.43589744],1
a4,1,0.000216,13.684375,[15 59] ; [23 20],[24.03418803 49.96581197] ; [13.96581197 29.03418803],1
a3,1,0.000315,12.979198,[31 41] ; [34 10],[40.34482759 31.65517241] ; [24.65517241 19.34482759],1
v2,1,0.000804,11.23096,[16 55] ; [22 19],[24.08928571 46.91071429] ; [13.91071429 27.08928571],1
a5,1,0.001019,10.792298,[29 45] ; [31 13],[37.62711864 36.37288136] ; [22.37288136 21.62711864],0
a2,1,0.001731,9.814589,[ 3 71] ; [10 34],[ 8.15254237 65.84745763] ; [ 4.84745763 39.15254237],0
v3,1,0.004666,8.004375,[ 8 64] ; [14 29],[13.77391304 58.22608696] ; [ 8.22608696 34.77391304],0
p7,1,0.016922,5.704466,[31 40] ; [ 9 33],[25.13274336 45.86725664] ; [14.86725664 27.13274336],0
p5,1,0.022654,5.194878,[ 2 70] ; [ 6 37],[ 5.00869565 66.99130435] ; [ 2.99130435 40.00869565],0
a7,1,0.048568,3.890216,[32 41] ; [27 16],[37.12931034 35.87068966] ; [21.87068966 21.12931034],0
u1,1,0.057914,3.59615,[ 3 71] ; [ 6 38],[ 5.6440678 68.3559322] ; [ 3.3559322 40.6440678],0
p3,1,0.068394,3.321153,[14 60] ; [14 27],[18.0173913 55.9826087] ; [ 9.9826087 31.0173913],0
p2,1,0.073491,3.203274,[43 30] ; [17 24],[38.42105263 34.57894737] ; [21.57894737 19.42105263],0
a6,1,0.078072,3.104586,[33 41] ; [27 17],[37.62711864 36.37288136] ; [22.37288136 21.62711864],0
r2,1,0.078557,3.094505,[37 33] ; [28 12],[41.36363636 28.63636364] ; [23.63636364 16.36363636],0
p8,1,0.109235,2.565248,[22 51] ; [ 7 35],[18.40869565 54.59130435] ; [10.59130435 31.40869565],0
p1,1,0.117669,2.448081,[ 5 68] ; [ 7 37],[ 7.48717949 65.51282051] ; [ 4.51282051 39.48717949],0
n1,1,0.179482,1.801911,[12 20] ; [ 5 19],[ 9.71428571 22.28571429] ; [ 7.28571429 16.71428571],0
r3,1,0.18001,1.797543,[33 38] ; [25 17],[36.44247788 34.55752212] ; [21.55752212 20.44247788],0
n2,1,0.18938,1.722435,[19 13] ; [10 14],[16.57142857 15.42857143] ; [12.42857143 11.57142857],0
a8,1,0.275861,1.187371,[ 5 63] ; [ 1 40],[ 3.74311927 64.25688073] ; [ 2.25688073 38.74311927],0
n6,1,0.310505,1.028527,[36 35] ; [26 17],[38.61403509 32.38596491] ; [23.38596491 19.61403509],0
