Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,331.965305,[ 98 300] ; [367  51],[226.80147059 171.19852941] ; [238.19852941 179.80147059],1
s6,1,0.0,151.367256,[187 207] ; [362  50],[268.36972705 125.63027295] ; [280.63027295 131.36972705],1
s7,1,0.0,148.529876,[103 280] ; [283 119],[188.32866242 194.67133758] ; [197.67133758 204.32866242],1
s8,1,0.0,113.267436,[104 296] ; [264 155],[179.73137973 220.26862027] ; [188.26862027 230.73137973],1
s5,1,0.0,75.032153,[ 76 314] ; [195 205],[133.78481013 256.21518987] ; [137.21518987 262.78481013],1
s4,1,0.0,28.424004,[ 37 361] ; [ 96 319],[ 65.10947109 332.89052891] ; [ 67.89052891 347.10947109],1
u1,1,8.9e-05,15.365356,[ 52 350] ; [ 99 322],[ 73.75698663 328.24301337] ; [ 77.24301337 343.75698663],1
p10,1,0.000124,14.732774,[301  95] ; [359  56],[322.26880395  73.73119605] ; [337.73119605  77.26880395],1
p12,1,0.000137,14.541036,[ 17 380] ; [ 48 368],[ 31.7404674 365.2595326] ; [ 33.2595326 382.7404674],1
p6,1,0.000244,13.460123,[121 274] ; [178 235],[146.16955446 248.83044554] ; [152.83044554 260.16955446],1
d1,1,0.000317,12.964382,[212 190] ; [274 147],[237.39003645 164.60996355] ; [248.60996355 172.39003645],1
p9,1,0.00055,11.938242,[319  78] ; [367  45],[336.64029666  60.35970334] ; [349.35970334  62.64029666],1
p4,1,0.000731,11.408963,[215 183] ; [273 143],[238.6044226 159.3955774] ; [249.3955774 166.6044226],1
d4,1,0.00093,10.961168,[314  87] ; [363  54],[331.87897311  69.12102689] ; [345.12102689  71.87897311],1
a2,1,0.001763,9.781108,[ 78 324] ; [121 300],[ 97.20291616 304.79708384] ; [101.79708384 319.20291616],0
v1,1,0.003711,8.420285,[193 202] ; [241 167],[213.48692403 181.51307597] ; [220.51307597 187.48692403],0
d2,1,0.004411,8.106262,[175 226] ; [224 194],[195.35897436 205.64102564] ; [203.64102564 214.35897436],0
v4,1,0.00661,7.376084,[383  17] ; [416   5],[389.28136419  10.71863581] ; [409.71863581  11.28136419],0
n5,1,0.0068,7.325027,[278 121] ; [326  92],[294.97674419 104.02325581] ; [309.02325581 108.97674419],0
u4,1,0.008984,6.82602,[  4 398] ; [ 16 405],[  9.7691373 392.2308627] ; [ 10.2308627 410.7691373],0
a3,1,0.013088,6.157208,[269 132] ; [314 105],[285.10121951 115.89878049] ; [297.89878049 121.10121951],0
a6,1,0.01501,5.915317,[292 110] ; [270 147],[275.85347985 126.14652015] ; [286.14652015 130.85347985],0
a4,1,0.017183,5.677574,[164 236] ; [207 213],[180.97560976 219.02439024] ; [190.02439024 229.97560976],0
r2,1,0.017277,5.668018,[384  15] ; [415   5],[389.25641026   9.74358974] ; [409.74358974  10.25641026],0
v3,1,0.017631,5.632456,[141 247] ; [179 222],[157.36375158 230.63624842] ; [162.63624842 238.36375158],0
s1,1,0.023119,5.159507,[  7 390] ; [ 19 397],[ 12.69618696 384.30381304] ; [ 13.30381304 402.69618696],0
n6,1,0.031844,4.606864,[329  73] ; [363  53],[340.07823961  61.92176039] ; [351.92176039  64.07823961],0
u3,1,0.041921,4.138384,[74 59] ; [72 33],[81.58823529 51.41176471] ; [64.41176471 40.58823529],0
