Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,118.873675,[310  60] ; [53 97],[258.28846154 111.71153846] ; [104.71153846  45.28846154],1
b4,1,0.374851,0.787519,[214 158] ; [81 71],[209.42748092 162.57251908] ; [85.57251908 66.42748092],0
b5,1,0.378384,0.775947,[222 150] ; [97 55],[226.46564885 145.53435115] ; [92.53435115 59.46564885],0
r3,1,0.387595,0.746474,[347  24] ; [138  13],[344.70306513  26.29693487] ; [140.29693487  10.70306513],0
u2,1,0.398717,0.712192,[57 51] ; [30 35],[54.31213873 53.68786127] ; [32.68786127 32.31213873],0
s5,1,0.514828,0.424242,[115 242] ; [ 43 104],[111.91666667 245.08333333] ; [ 46.08333333 100.91666667],0
b1,1,0.560742,0.338421,[144 228] ; [63 89],[146.95419847 225.04580153] ; [60.04580153 91.95419847],0
v2,1,0.586878,0.295247,[145 215] ; [55 91],[142.29249012 217.70750988] ; [57.70750988 88.29249012],0
s1,1,0.607489,0.263847,[ 13 355] ; [  4 147],[ 12.0539499 355.9460501] ; [  4.9460501 146.0539499],0
s2,1,0.678871,0.1714,[174 196] ; [68 83],[171.86180422 198.13819578] ; [70.13819578 80.86180422],0
n2,1,0.912848,0.011979,[61 24] ; [39 16],[60.71428571 24.28571429] ; [39.28571429 15.71428571],0
n3,1,0.921477,0.009717,[58 25] ; [38 17],[57.73913043 25.26086957] ; [38.26086957 16.73913043],0
a1,1,0.970223,0.001393,[ 12 360] ; [  5 147],[ 12.06870229 359.93129771] ; [  4.93129771 147.06870229],0
