Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,28.798681,[36 53] ; [119  40],[55.625 33.375] ; [99.375 59.625],1
a4,1,1e-06,23.168002,[15 75] ; [75 84],[32.53012048 57.46987952] ; [ 57.46987952 101.53012048],1
d1,1,7e-06,20.12566,[30 60] ; [100  59],[46.98795181 43.01204819] ; [83.01204819 75.98795181],1
d2,1,4.5e-05,16.638198,[22 68] ; [81 78],[37.22891566 52.77108434] ; [65.77108434 93.22891566],1
a6,1,5.6e-05,16.243424,[42 48] ; [115  44],[56.74698795 33.25301205] ; [100.25301205  58.74698795],1
r1,1,0.000116,14.863621,[54 36] ; [130  28],[66.77419355 23.22580645] ; [117.22580645  40.77419355],1
d5,1,0.000138,14.52352,[56 33] ; [134  25],[68.18548387 20.81451613] ; [121.81451613  37.18548387],1
u1,1,0.00014,14.502527,[ 1 89] ; [ 27 132],[10.12048193 79.87951807] ; [ 17.87951807 141.12048193],1
s6,1,0.000575,11.854624,[36 52] ; [100  57],[48.84897959 39.15102041] ; [87.15102041 69.84897959],1
p3,1,0.00118,10.52115,[22 68] ; [71 86],[33.88663968 56.11336032] ; [59.11336032 97.88663968],0
r4,1,0.005283,7.780009,[70 20] ; [144  15],[77.34939759 12.65060241] ; [136.65060241  22.34939759],0
n4,1,0.006339,7.451439,[26 64] ; [74 85],[36.14457831 53.85542169] ; [63.85542169 95.14457831],0
p4,1,0.0077,7.10201,[29 61] ; [78 79],[38.98785425 51.01214575] ; [68.01214575 88.98785425],0
p10,1,0.013285,6.130757,[45 40] ; [109  49],[53.86831276 31.13168724] ; [100.13168724  57.86831276],0
v2,1,0.016585,5.739793,[36 49] ; [89 63],[44.83122363 40.16877637] ; [80.16877637 71.83122363],0
d4,1,0.020953,5.330687,[67 23] ; [137  22],[73.73493976 16.26506024] ; [130.26506024  28.73493976],0
d3,1,0.026522,4.921682,[54 35] ; [118  41],[61.72580645 27.27419355] ; [110.27419355  48.72580645],0
s7,1,0.038159,4.297905,[23 64] ; [60 91],[30.34033613 56.65966387] ; [52.65966387 98.34033613],0
p7,1,0.054481,3.697914,[40 49] ; [90 66],[47.2244898 41.7755102] ; [82.7755102 73.2244898],0
p9,1,0.055478,3.667667,[54 32] ; [117  40],[60.51851852 25.48148148] ; [110.48148148  46.51851852],0
s2,1,0.071181,3.255583,[31 59] ; [73 85],[37.74193548 52.25806452] ; [66.25806452 91.74193548],0
v1,1,0.072596,3.22332,[26 60] ; [65 90],[32.47302905 53.52697095] ; [58.52697095 96.47302905],0
p12,1,0.078587,3.093892,[ 1 88] ; [  9 148],[ 3.61788618 85.38211382] ; [  6.38211382 150.61788618],0
s8,1,0.088353,2.90413,[23 67] ; [ 57 101],[29.03225806 60.96774194] ; [ 50.96774194 107.03225806],0
r2,1,0.109638,2.559436,[78 11] ; [146  10],[81.37142857  7.62857143] ; [142.62857143  13.37142857],0
p2,1,0.113426,2.505833,[61 28] ; [122  35],[66.20731707 22.79268293] ; [116.79268293  40.20731707],0
p8,1,0.115503,2.477263,[30 59] ; [69 88],[35.81707317 53.18292683] ; [63.18292683 93.81707317],0
v3,1,0.12832,2.312716,[18 66] ; [ 46 104],[22.97435897 61.02564103] ; [ 41.02564103 108.97435897],0
