Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,65.343259,[285  86] ; [53 84],[246.84645669 124.15354331] ; [91.15354331 45.84645669],1
a6,1,0.0,40.644618,[284  88] ; [64 73],[254.33398821 117.66601179] ; [93.66601179 43.33398821],1
a2,1,5e-06,20.658454,[ 92 281] ; [  9 128],[ 73.86862745 299.13137255] ; [ 27.13137255 109.86862745],1
d4,1,1.2e-05,19.238933,[309  63] ; [89 48],[290.8762279  81.1237721] ; [107.1237721  29.8762279],1
r4,1,5e-05,16.451094,[339  34] ; [106  31],[325.46078431  47.53921569] ; [119.53921569  17.46078431],1
r1,1,6e-05,16.104462,[297  74] ; [86 51],[279.71062992  91.28937008] ; [103.28937008  33.71062992],1
d1,1,0.000122,14.764815,[205 168] ; [49 88],[185.76862745 187.23137255] ; [68.23137255 68.76862745],1
u1,1,0.000596,11.7879,[ 59 314] ; [  6 131],[ 47.53921569 325.46078431] ; [ 17.46078431 119.53921569],1
d5,1,0.000704,11.479924,[298  74] ; [90 47],[283.56777996  88.43222004] ; [104.43222004  32.56777996],1
r3,1,0.001017,10.796957,[355  16] ; [120  17],[346.8996063  24.1003937] ; [128.1003937   8.8996063],0
p10,1,0.001943,9.602475,[285  81] ; [86 48],[271.572  94.428] ; [99.428 34.572],0
r2,1,0.005262,7.786995,[354  18] ; [119  16],[347.05325444  24.94674556] ; [125.94674556   9.05325444],0
s2,1,0.00528,7.781006,[137 234] ; [ 32 103],[123.91106719 247.08893281] ; [45.08893281 89.91106719],0
b5,1,0.007839,7.069785,[239 134] ; [70 67],[225.99411765 147.00588235] ; [83.00588235 53.99411765],0
p4,1,0.007853,7.066588,[204 166] ; [55 77],[190.89641434 179.10358566] ; [68.10358566 63.89641434],0
a5,1,0.009791,6.672525,[258 115] ; [78 59],[245.74117647 127.25882353] ; [90.25882353 46.74117647],0
u3,1,0.01367,6.080315,[76 51] ; [22 33],[68.38461538 58.61538462] ; [29.61538462 25.38461538],0
s5,1,0.016951,5.701464,[ 78 286] ; [42 90],[ 88.06451613 275.93548387] ; [ 31.93548387 100.06451613],0
s6,1,0.017902,5.605729,[202 164] ; [57 75],[190.34939759 175.65060241] ; [68.65060241 63.34939759],0
p3,1,0.030571,4.676899,[164 206] ; [45 89],[153.43253968 216.56746032] ; [55.56746032 78.43253968],0
p8,1,0.043488,4.07635,[182 184] ; [53 81],[172.02 193.98] ; [62.98 71.02],0
v2,1,0.05115,3.80337,[190 165] ; [58 75],[180.40983607 174.59016393] ; [67.59016393 65.40983607],0
n6,1,0.080531,3.054152,[305  67] ; [102  34],[298.03937008  73.96062992] ; [108.96062992  27.03937008],0
p12,1,0.08587,2.950134,[ 22 346] ; [  3 132],[ 18.29025845 349.70974155] ; [  6.70974155 128.29025845],0
p2,1,0.102014,2.67377,[304  67] ; [101  33],[297.53465347  73.46534653] ; [107.46534653  26.53465347],0
v3,1,0.118678,2.434677,[125 235] ; [36 96],[117.80487805 242.19512195] ; [43.19512195 88.80487805],0
p9,1,0.122537,2.38459,[289  74] ; [98 36],[282.65794769  80.34205231] ; [104.34205231  29.65794769],0
b1,1,0.160679,1.967825,[130 243] ; [57 80],[136.76666667 236.23333333] ; [50.23333333 86.76666667],0
n2,1,0.233429,1.419842,[60 24] ; [38  9],[62.83969466 21.16030534] ; [35.16030534 11.83969466],0
a3,1,0.2791,1.171466,[243 128] ; [82 54],[237.82051282 133.17948718] ; [87.17948718 48.82051282],0
p6,1,0.29279,1.106746,[107 259] ; [32 99],[102.36217304 263.63782696] ; [36.63782696 94.36217304],0
v1,1,0.302644,1.062508,[173 192] ; [57 78],[167.9 197.1] ; [62.1 72.9],0
a1,1,0.304046,1.056362,[ 14 359] ; [  8 129],[ 16.09019608 356.90980392] ; [  5.90980392 131.09019608],0
p1,1,0.332287,0.939965,[ 28 342] ; [  7 130],[ 25.54240631 344.45759369] ; [  9.45759369 127.54240631],0
n4,1,0.340406,0.908903,[266 106] ; [92 45],[261.64243615 110.35756385] ; [96.35756385 40.64243615],0
s7,1,0.357832,0.845489,[ 94 262] ; [ 29 101],[ 90.09876543 265.90123457] ; [32.90123457 97.09876543],0
n3,1,0.411135,0.675517,[64 20] ; [32 14],[62.03076923 21.96923077] ; [33.96923077 12.03076923],0
u2,1,0.419545,0.651591,[70 58] ; [26 28],[67.51648352 60.48351648] ; [28.48351648 25.51648352],0
s3,1,0.464202,0.535743,[153 214] ; [51 83],[149.43712575 217.56287425] ; [54.56287425 79.43712575],0
a4,1,0.485864,0.485674,[155 217] ; [52 84],[151.58267717 220.41732283] ; [55.41732283 80.58267717],0
p11,1,0.505208,0.44398,[283  90] ; [100  37],[280.11568627  92.88431373] ; [102.88431373  34.11568627],0
p5,1,0.547813,0.36125,[ 27 344] ; [ 12 123],[ 28.59486166 342.40513834] ; [ 10.40513834 124.59486166],0
b4,1,0.549986,0.357342,[215 158] ; [83 54],[217.94901961 155.05098039] ; [80.05098039 56.94901961],0
n1,1,0.563212,0.334174,[27 56] ; [13 34],[25.53846154 57.46153846] ; [14.46153846 32.53846154],0
a8,1,0.604118,0.268829,[ 37 301] ; [ 12 117],[ 35.46466809 302.53533191] ; [ 13.53533191 115.46466809],0
p7,1,0.65757,0.196488,[211 151] ; [74 58],[208.84615385 153.15384615] ; [76.15384615 55.84615385],0
n5,1,0.668638,0.183199,[253 117] ; [95 40],[254.97029703 115.02970297] ; [93.02970297 41.97029703],0
s1,1,0.675382,0.175371,[ 11 357] ; [  5 129],[ 11.72908367 356.27091633] ; [  4.27091633 129.72908367],0
s4,1,0.724894,0.123851,[ 54 311] ; [ 22 115],[ 55.25896414 309.74103586] ; [ 20.74103586 116.25896414],0
b2,1,0.87713,0.023904,[ 58 131] ; [25 54],[ 58.53358209 130.46641791] ; [24.46641791 54.53358209],0
b3,1,0.87713,0.023904,[ 58 131] ; [25 54],[ 58.53358209 130.46641791] ; [24.46641791 54.53358209],0
d2,1,0.954665,0.003232,[149 222] ; [55 81],[149.27810651 221.72189349] ; [54.72189349 81.27810651],0
