Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,93.782132,[ 44 212] ; [198 155],[101.727422 154.272578] ; [140.272578 212.727422],1
v1,1,0.0,37.940928,[101 155] ; [230 126],[138.45751634 117.54248366] ; [192.54248366 163.45751634],1
r1,1,0.000272,13.255585,[197  62] ; [316  46],[213.95652174  45.04347826] ; [299.04347826  62.95652174],1
a5,1,0.000539,11.97734,[175  86] ; [288  75],[193.65865385  67.34134615] ; [269.34134615  93.65865385],1
d1,1,0.001729,9.81714,[144 117] ; [245 118],[162.70673077  98.29326923] ; [226.29326923 136.70673077],0
r3,1,0.002089,9.469962,[241  19] ; [354   8],[248.71382637  11.28617363] ; [346.28617363  15.71382637],0
p12,1,0.003044,8.780905,[ 12 247] ; [ 41 319],[ 22.17609047 236.82390953] ; [ 30.82390953 329.17609047],0
a3,1,0.004275,8.163052,[168  91] ; [273  89],[183.92753623  75.07246377] ; [257.07246377 104.92753623],0
p11,1,0.006864,7.308239,[189  72] ; [296  67],[202.86057692  58.13942308] ; [282.13942308  80.86057692],0
d3,1,0.006886,7.302337,[189  70] ; [297  65],[202.69565217  56.30434783] ; [283.30434783  78.69565217],0
u1,1,0.007294,7.199006,[ 44 217] ; [ 94 269],[ 57.72115385 203.27884615] ; [ 80.27884615 282.72115385],0
p3,1,0.007304,7.196669,[115 145] ; [198 161],[131.47011309 128.52988691] ; [181.52988691 177.47011309],0
s7,1,0.007587,7.128423,[104 144] ; [183 162],[120.02698145 127.97301855] ; [166.97301855 178.02698145],0
p10,1,0.009772,6.675923,[198  59] ; [305  53],[210.19674797  46.80325203] ; [292.80325203  65.19674797],0
s8,1,0.009917,6.649683,[ 95 165] ; [168 190],[110.64724919 149.35275081] ; [152.35275081 205.64724919],0
p9,1,0.010369,6.570422,[205  51] ; [313  44],[216.32626427  39.67373573] ; [301.67373573  55.32626427],0
a6,1,0.01509,5.905886,[188  72] ; [291  70],[200.54750403  59.45249597] ; [278.45249597  82.54750403],0
p7,1,0.018853,5.515094,[146 107] ; [236 116],[159.74545455  93.25454545] ; [222.25454545 129.74545455],0
d2,1,0.029744,4.724043,[111 149] ; [186 175],[124.34782609 135.65217391] ; [172.65217391 188.34782609],0
n6,1,0.054055,3.710995,[213  48] ; [314  46],[221.49275362  39.50724638] ; [305.50724638  54.49275362],0
a2,1,0.060306,3.528939,[ 64 197] ; [114 249],[ 74.45192308 186.54807692] ; [103.54807692 259.45192308],0
a1,1,0.064749,3.411362,[  7 254] ; [ 21 342],[ 11.71153846 249.28846154] ; [ 16.28846154 346.71153846],0
n5,1,0.067447,3.344091,[180  80] ; [273  87],[189.96774194  70.03225806] ; [263.03225806  96.96774194],0
d4,1,0.080234,3.06015,[213  47] ; [315  47],[220.7073955  39.2926045] ; [307.2926045  54.7073955],0
p6,1,0.092182,2.835843,[ 87 173] ; [142 212],[ 96.97068404 163.02931596] ; [132.02931596 221.97068404],0
a4,1,0.103319,2.653552,[105 155] ; [170 192],[114.95176849 145.04823151] ; [160.04823151 201.95176849],0
r4,1,0.104277,2.638884,[237  24] ; [342  21],[242.17788462  18.82211538] ; [336.82211538  26.17788462],0
b1,1,0.109994,2.554314,[101 160] ; [118 245],[ 91.60096154 169.39903846] ; [127.39903846 235.60096154],0
s4,1,0.116444,2.464505,[ 51 205] ; [ 54 304],[ 43.77850163 212.22149837] ; [ 61.22149837 296.77850163],0
s6,1,0.128127,2.315055,[165  92] ; [250 107],[173.70521173  83.29478827] ; [241.29478827 115.70521173],0
n1,1,0.134065,2.244794,[27 35] ; [22 49],[22.84210526 39.15789474] ; [26.15789474 44.84210526],0
d5,1,0.134766,2.236729,[207  53] ; [305  57],[214.0192926  45.9807074] ; [297.9807074  64.0192926],0
s1,1,0.152319,2.048873,[ 12 245] ; [  9 346],[  8.81862745 248.18137255] ; [ 12.18137255 342.81862745],0
b4,1,0.160799,1.966692,[145 116] ; [222 141],[153.50480769 107.49519231] ; [213.49519231 149.50480769],0
s5,1,0.20834,1.582925,[ 74 179] ; [119 230],[ 81.11129568 171.88870432] ; [111.88870432 237.11129568],0
n4,1,0.231298,1.432861,[191  69] ; [281  81],[197.29903537  62.70096463] ; [274.70096463  87.29903537],0
p8,1,0.237848,1.393303,[132 127] ; [198 157],[139.2019544 119.7980456] ; [190.7980456 164.2019544],0
a8,1,0.244897,1.352184,[ 28 214] ; [ 47 267],[ 32.64388489 209.35611511] ; [ 42.35611511 271.64388489],0
p4,1,0.260299,1.267168,[154 106] ; [228 130],[160.71197411  99.28802589] ; [221.28802589 136.71197411],0
p5,1,0.404181,0.695851,[ 26 233] ; [ 44 317],[ 29.24193548 229.75806452] ; [ 40.75806452 320.24193548],0
s3,1,0.433905,0.612348,[136 122] ; [199 157],[140.76547231 117.23452769] ; [194.23452769 161.76547231],0
n2,1,0.451112,0.567857,[45 19] ; [54 17],[46.93333333 17.06666667] ; [52.06666667 18.93333333],0
b2,1,0.486368,0.484551,[ 50 102] ; [ 79 138],[53.13821138 98.86178862] ; [ 75.86178862 141.13821138],0
b3,1,0.486368,0.484551,[ 50 102] ; [ 79 138],[53.13821138 98.86178862] ; [ 75.86178862 141.13821138],0
s2,1,0.490177,0.476138,[128 131] ; [187 171],[132.22852512 126.77147488] ; [182.77147488 175.22852512],0
u3,1,0.498483,0.458164,[61 30] ; [56 34],[58.82320442 32.17679558] ; [58.17679558 31.82320442],0
r2,1,0.542352,0.371198,[247  11] ; [349  12],[248.41357027   9.58642973] ; [347.58642973  13.41357027],0
b5,1,0.61707,0.250007,[174  87] ; [235 128],[171.07211538  89.92788462] ; [237.92788462 125.07211538],0
p1,1,0.652746,0.202455,[ 21 238] ; [ 33 328],[ 22.55806452 236.44193548] ; [ 31.44193548 329.55806452],0
u4,1,0.710924,0.137356,[  4 257] ; [  7 356],[  4.60096154 256.39903846] ; [  6.39903846 356.60096154],0
p2,1,0.771391,0.084423,[219  42] ; [306  55],[220.29742765  40.70257235] ; [304.70257235  56.29742765],0
u2,1,0.91121,0.012435,[53 39] ; [52 37],[53.37016575 38.62983425] ; [51.62983425 37.37016575],0
n3,1,0.937809,0.006088,[46 17] ; [53 19],[46.2 16.8] ; [52.8 19.2],0
