Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.03693,4.353658,[ 1 14] ; [11 20],[ 3.91304348 11.08695652] ; [ 8.08695652 22.91304348],0
p8,1,0.25493,1.296083,[ 3 12] ; [11 19],[ 4.66666667 10.33333333] ; [ 9.33333333 20.66666667],0
p1,1,0.329801,0.949677,[ 3 12] ; [ 3 28],[ 1.95652174 13.04347826] ; [ 4.04347826 26.95652174],0
p4,1,0.421436,0.646308,[ 4 11] ; [12 19],[5.2173913 9.7826087] ; [10.7826087 20.2173913],0
p11,1,0.575207,0.314047,[10  5] ; [18 13],[9.13043478 5.86956522] ; [18.86956522 12.13043478],0
b1,1,0.761554,0.092076,[8 7] ; [18 13],[8.47826087 6.52173913] ; [17.52173913 13.47826087],0
