Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.003832,8.361677,[3 4] ; [58  9],[5.77027027 1.22972973] ; [55.22972973 11.77027027],0
s2,1,0.006053,7.53436,[1 6] ; [45 22],[4.35135135 2.64864865] ; [41.64864865 25.35135135],0
a7,1,0.016429,5.756341,[3 4] ; [55 12],[5.48648649 1.51351351] ; [52.51351351 14.48648649],0
p2,1,0.023908,5.101309,[3 4] ; [54 13],[5.39189189 1.60810811] ; [51.60810811 15.39189189],0
a6,1,0.034526,4.468482,[2 5] ; [46 21],[4.54054054 2.45945946] ; [43.45945946 23.54054054],0
p10,1,0.068484,3.318992,[4 3] ; [56 10],[5.75342466 1.24657534] ; [54.24657534 11.75342466],0
p9,1,0.072582,3.223634,[4 3] ; [55 10],[5.73611111 1.26388889] ; [53.26388889 11.73611111],0
r3,1,0.072834,3.217973,[5 2] ; [61  5],[6.32876712 0.67123288] ; [59.67123288  6.32876712],0
p8,1,0.088082,2.909091,[1 5] ; [35 31],[3. 3.] ; [33. 33.],0
r1,1,0.095385,2.781055,[3 4] ; [49 18],[4.91891892 2.08108108] ; [47.08108108 19.91891892],0
b1,1,0.095996,2.770841,[5 2] ; [26 41],[2.93243243 4.06756757] ; [28.06756757 38.93243243],0
s6,1,0.118235,2.440548,[4 3] ; [55 12],[5.58108108 1.41891892] ; [53.41891892 13.58108108],0
n5,1,0.12946,2.298965,[1 6] ; [29 37],[2.87671233 4.12328767] ; [27.12328767 38.87671233],0
d2,1,0.133342,2.253153,[5 2] ; [28 39],[3.12162162 3.87837838] ; [29.87837838 37.12162162],0
d1,1,0.178975,1.806119,[5 2] ; [30 37],[3.31081081 3.68918919] ; [31.68918919 35.31081081],0
p7,1,0.179285,1.803543,[3 4] ; [43 20],[4.6 2.4] ; [41.4 21.6],0
b4,1,0.19973,1.644345,[6 1] ; [41 26],[4.44594595 2.55405405] ; [42.55405405 24.44594595],0
a4,1,0.199906,1.643062,[4 3] ; [22 45],[2.45945946 4.54054054] ; [23.54054054 43.45945946],0
s3,1,0.199906,1.643062,[3 4] ; [45 22],[4.54054054 2.45945946] ; [43.45945946 23.54054054],0
p6,1,0.231968,1.428755,[1 6] ; [24 41],[2.43055556 4.56944444] ; [22.56944444 42.43055556],0
s4,1,0.306496,1.045717,[4 3] ; [25 42],[2.74324324 4.25675676] ; [26.25675676 40.74324324],0
n2,1,0.375728,0.784632,[1 1] ; [21  6],[1.51724138 0.48275862] ; [20.48275862  6.51724138],0
p4,1,0.39007,0.738725,[3 4] ; [40 27],[4.06756757 2.93243243] ; [38.93243243 28.06756757],0
v3,1,0.429926,0.623024,[1 5] ; [20 42],[1.85294118 4.14705882] ; [19.14705882 42.85294118],0
b5,1,0.482723,0.492706,[3 4] ; [38 29],[3.87837838 3.12162162] ; [37.12162162 29.87837838],0
r2,1,0.529161,0.396003,[6 1] ; [62  5],[6.43243243 0.56756757] ; [61.56756757  5.43243243],0
n6,1,0.554411,0.349473,[4 3] ; [45 21],[4.69863014 2.30136986] ; [44.30136986 21.69863014],0
v1,1,0.555545,0.347476,[3 4] ; [36 30],[3.73972603 3.26027397] ; [35.26027397 30.73972603],0
a5,1,0.595234,0.282245,[5 2] ; [41 26],[4.35135135 2.64864865] ; [41.64864865 25.35135135],0
d4,1,0.620251,0.245515,[6 1] ; [52 15],[5.48648649 1.51351351] ; [52.51351351 14.48648649],0
a2,1,0.620251,0.245515,[1 6] ; [15 52],[1.51351351 5.48648649] ; [14.48648649 52.51351351],0
p1,1,0.766972,0.087816,[1 6] ; [ 7 59],[0.76712329 6.23287671] ; [ 7.23287671 58.76712329],0
b3,1,0.809855,0.057895,[3 3] ; [17 21],[2.72727273 3.27272727] ; [17.27272727 20.72727273],0
b2,1,0.809855,0.057895,[3 3] ; [17 21],[2.72727273 3.27272727] ; [17.27272727 20.72727273],0
v2,1,0.814093,0.055295,[4 3] ; [32 29],[3.70588235 3.29411765] ; [32.29411765 28.70588235],0
p11,1,0.818609,0.052594,[5 2] ; [45 22],[4.72972973 2.27027027] ; [45.27027027 21.72972973],0
d3,1,0.880155,0.022733,[5 2] ; [46 21],[4.82432432 2.17567568] ; [46.17567568 20.82432432],0
p3,1,0.922575,0.009446,[3 4] ; [30 37],[3.12162162 3.87837838] ; [29.87837838 37.12162162],0
s5,1,0.972835,0.00116,[3 4] ; [27 37],[2.95774648 4.04225352] ; [27.04225352 36.95774648],0
