Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.892317,[29  8] ; [26 53],[17.54310345 19.45689655] ; [37.45689655 41.54310345],1
p2,1,0.000325,12.922179,[32  7] ; [38 42],[22.94117647 16.05882353] ; [47.05882353 32.94117647],1
d3,1,0.000906,11.011192,[31  8] ; [38 42],[22.61344538 16.38655462] ; [46.38655462 33.61344538],1
p4,1,0.004725,7.981879,[24 14] ; [28 51],[16.88888889 21.11111111] ; [35.11111111 43.88888889],0
p6,1,0.014893,5.929047,[13 24] ; [12 67],[ 7.97413793 29.02586207] ; [17.02586207 61.97413793],0
a5,1,0.025419,4.995105,[27 12] ; [38 42],[21.30252101 17.69747899] ; [43.69747899 36.30252101],0
p10,1,0.029326,4.748377,[16 23] ; [17 61],[11. 28.] ; [22. 56.],0
s7,1,0.036265,4.384615,[18 20] ; [21 55],[13. 25.] ; [26. 50.],0
v4,1,0.041223,4.166838,[38  1] ; [68 12],[34.7394958  4.2605042] ; [71.2605042  8.7394958],0
p3,1,0.044624,4.032807,[17 21] ; [21 59],[12.23728814 25.76271186] ; [25.76271186 54.23728814],0
b3,1,0.060699,3.518195,[ 3 19] ; [18 33],[ 6.32876712 15.67123288] ; [14.67123288 36.32876712],0
b2,1,0.060699,3.518195,[ 3 19] ; [18 33],[ 6.32876712 15.67123288] ; [14.67123288 36.32876712],0
a4,1,0.073194,3.209903,[ 9 30] ; [31 47],[13.33333333 25.66666667] ; [26.66666667 51.33333333],0
s2,1,0.080832,3.048098,[18 20] ; [24 54],[13.75862069 24.24137931] ; [28.24137931 49.75862069],0
d1,1,0.091297,2.85136,[23 16] ; [34 46],[18.68067227 20.31932773] ; [38.31932773 41.68067227],0
a7,1,0.112635,2.516856,[29 10] ; [47 32],[25.11864407 13.88135593] ; [50.88135593 28.11864407],0
s3,1,0.13074,2.283694,[20 19] ; [29 50],[16.19491525 22.80508475] ; [32.80508475 46.19491525],0
r2,1,0.168881,1.892846,[36  2] ; [69 11],[33.81355932  4.18644068] ; [71.18644068  8.81355932],0
a6,1,0.231015,1.434602,[25 14] ; [42 38],[21.95798319 17.04201681] ; [45.04201681 34.95798319],0
u2,1,0.260561,1.265773,[9 8] ; [12 21],[7.14 9.86] ; [13.86 19.14],0
s8,1,0.307649,1.040741,[12 26] ; [18 61],[ 9.74358974 28.25641026] ; [20.25641026 58.74358974],0
n1,1,0.321494,0.982859,[6 5] ; [10 17],[4.63157895 6.36842105] ; [11.36842105 15.63157895],0
n2,1,0.350303,0.87236,[9 2] ; [18  9],[7.81578947 3.18421053] ; [19.18421053  7.81578947],0
n4,1,0.35425,0.858173,[30  9] ; [55 25],[27.85714286 11.14285714] ; [57.14285714 22.85714286],0
p5,1,0.356246,0.851085,[ 3 36] ; [ 3 77],[ 1.96638655 37.03361345] ; [ 4.03361345 75.96638655],0
d2,1,0.359643,0.839139,[21 18] ; [35 43],[18.66666667 20.33333333] ; [37.33333333 40.66666667],0
b5,1,0.405161,0.692956,[26 13] ; [47 33],[23.92436975 15.07563025] ; [49.07563025 30.92436975],0
v2,1,0.428949,0.625668,[19 20] ; [32 46],[17. 22.] ; [34. 44.],0
v1,1,0.438045,0.601398,[16 23] ; [27 53],[14.09243697 24.90756303] ; [28.90756303 51.09243697],0
n5,1,0.458552,0.549426,[28 11] ; [52 28],[26.21848739 12.78151261] ; [53.78151261 26.21848739],0
n3,1,0.482367,0.493506,[6 5] ; [18  9],[6.94736842 4.05263158] ; [17.05263158  9.94736842],0
d4,1,0.487758,0.481468,[30  9] ; [56 23],[28.42372881 10.57627119] ; [57.57627119 21.42372881],0
b1,1,0.50549,0.443392,[23 16] ; [42 38],[21.30252101 17.69747899] ; [43.69747899 36.30252101],0
a8,1,0.524519,0.404999,[ 4 29] ; [ 6 67],[ 3.11320755 29.88679245] ; [ 6.88679245 66.11320755],0
s6,1,0.550165,0.357023,[21 17] ; [39 40],[19.48717949 18.51282051] ; [40.51282051 38.48717949],0
r4,1,0.588055,0.293393,[31  8] ; [60 20],[29.82352941  9.17647059] ; [61.17647059 18.82352941],0
p1,1,0.610946,0.258799,[ 4 35] ; [ 6 74],[ 3.27731092 35.72268908] ; [ 6.72268908 73.27731092],0
b4,1,0.614074,0.254285,[23 16] ; [51 29],[24.25210084 14.74789916] ; [49.74789916 30.25210084],0
s5,1,0.636958,0.222743,[ 7 30] ; [18 61],[ 7.97413793 29.02586207] ; [17.02586207 61.97413793],0
u1,1,0.680193,0.169908,[ 7 32] ; [12 68],[ 6.22689076 32.77310924] ; [12.77310924 67.22689076],0
a2,1,0.772067,0.08391,[ 6 33] ; [14 66],[ 6.55462185 32.44537815] ; [13.44537815 66.55462185],0
a1,1,0.807137,0.059595,[ 2 37] ; [ 5 75],[ 2.29411765 36.70588235] ; [ 4.70588235 75.29411765],0
v3,1,0.820892,0.051256,[13 26] ; [28 51],[13.55084746 25.44915254] ; [27.44915254 51.55084746],0
r1,1,0.830018,0.046087,[29 10] ; [58 22],[28.51260504 10.48739496] ; [58.48739496 21.51260504],0
d5,1,0.84015,0.040684,[28 11] ; [56 24],[27.52941176 11.47058824] ; [56.47058824 23.52941176],0
r3,1,0.869174,0.027129,[34  5] ; [68 11],[33.71186441  5.28813559] ; [68.28813559 10.71186441],0
p11,1,0.884481,0.021109,[22 17] ; [44 36],[21.6302521 17.3697479] ; [44.3697479 35.6302521],0
s4,1,0.886848,0.020248,[ 6 31] ; [12 67],[ 5.74137931 31.25862069] ; [12.25862069 66.74137931],0
u3,1,0.918433,0.010487,[8 9] ; [17 18],[8.17307692 8.82692308] ; [16.82692308 18.17307692],0
a3,1,0.986801,0.000274,[22 17] ; [45 35],[21.95798319 17.04201681] ; [45.04201681 34.95798319],0
