Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,49.217793,[135  24] ; [44 57],[109.46538462  49.53461538] ; [69.53461538 31.46538462],1
p8,1,3e-06,22.08245,[117  42] ; [44 55],[99.22093023 59.77906977] ; [61.77906977 37.22093023],1
p6,1,6.7e-05,15.903453,[95 62] ; [35 65],[79.41634241 77.58365759] ; [50.58365759 49.41634241],1
p5,1,0.000164,14.207681,[ 47 112] ; [10 92],[ 34.72413793 124.27586207] ; [22.27586207 79.72413793],1
p7,1,0.000356,12.750677,[130  27] ; [61 36],[118.05905512  38.94094488] ; [72.94094488 24.05905512],1
p2,1,0.006939,7.288696,[147  12] ; [83 19],[140.11494253  18.88505747] ; [89.88505747 12.11494253],0
d1,1,0.01126,6.42382,[116  43] ; [59 43],[106.6091954  52.3908046] ; [68.3908046 33.6091954],0
v3,1,0.01386,6.055883,[79 79] ; [34 65],[69.47081712 88.52918288] ; [43.52918288 55.47081712],0
u1,1,0.014535,5.97198,[ 44 115] ; [15 87],[ 35.94252874 123.05747126] ; [23.05747126 78.94252874],0
a3,1,0.023056,5.164271,[133  25] ; [74 28],[125.79230769  32.20769231] ; [81.20769231 20.79230769],0
d3,1,0.028614,4.790685,[124  35] ; [67 35],[116.35632184  42.64367816] ; [74.64367816 27.35632184],0
n4,1,0.030789,4.664704,[133  26] ; [74 28],[126.10344828  32.89655172] ; [80.89655172 21.10344828],0
v2,1,0.036201,4.387614,[103  56] ; [50 47],[95.02734375 63.97265625] ; [57.97265625 39.02734375],0
a5,1,0.040976,4.177001,[136  23] ; [77 25],[129.75862069  29.24137931] ; [83.24137931 18.75862069],0
n5,1,0.042886,4.0999,[134  25] ; [74 26],[127.69111969  31.30888031] ; [80.30888031 19.69111969],0
p9,1,0.042913,4.098844,[155   4] ; [93  8],[151.66153846   7.33846154] ; [96.33846154  4.66153846],0
p1,1,0.044305,4.044899,[ 26 132] ; [ 8 94],[ 20.66153846 137.33846154] ; [13.33846154 88.66153846],0
p11,1,0.086104,2.945741,[135  24] ; [78 24],[129.75862069  29.24137931] ; [83.24137931 18.75862069],0
r1,1,0.087855,2.913249,[139  19] ; [81 20],[134.20849421  23.79150579] ; [85.79150579 15.20849421],0
d4,1,0.132455,2.263497,[143  15] ; [86 16],[139.16153846  18.83846154] ; [89.83846154 12.16153846],0
a6,1,0.14387,2.136067,[107  51] ; [60 42],[101.48461538  56.51538462] ; [65.51538462 36.48461538],0
