Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.002054,9.500752,[52 13] ; [5 8],[47.5 17.5] ; [9.5 3.5],0
r4,1,0.005176,7.816985,[60  6] ; [8 5],[56.81012658  9.18987342] ; [11.18987342  1.81012658],0
s5,1,0.016175,5.783756,[29 35] ; [ 1 11],[25.26315789 38.73684211] ; [4.73684211 7.26315789],0
s8,1,0.019681,5.439947,[38 27] ; [ 3 10],[34.16666667 30.83333333] ; [6.83333333 6.16666667],0
s7,1,0.036945,4.352964,[40 21] ; [4 8],[36.76712329 24.23287671] ; [7.23287671 4.76712329],0
v2,1,0.037238,4.339496,[38 23] ; [4 9],[34.62162162 26.37837838] ; [7.37837838 5.62162162],0
a5,1,0.044136,4.051352,[49 17] ; [6 7],[45.94936709 20.05063291] ; [9.05063291 3.94936709],0
p6,1,0.048286,3.9,[23 42] ; [ 1 12],[20. 45.] ; [4. 9.],0
d5,1,0.068752,3.312572,[50 14] ; [7 6],[47.37662338 16.62337662] ; [9.62337662 3.37662338],0
v3,1,0.237181,1.397273,[26 34] ; [3 9],[24.16666667 35.83333333] ; [4.83333333 7.16666667],0
a1,1,0.246087,1.345382,[ 4 62] ; [ 2 11],[ 5.01265823 60.98734177] ; [ 0.98734177 12.01265823],0
a2,1,0.255941,1.290579,[14 52] ; [ 1 12],[12.53164557 53.46835443] ; [ 2.46835443 10.53164557],0
u1,1,0.255941,1.290579,[14 52] ; [ 1 12],[12.53164557 53.46835443] ; [ 2.46835443 10.53164557],0
p11,1,0.307829,1.039966,[41 25] ; [10  3],[42.60759494 23.39240506] ; [8.39240506 4.60759494],0
s4,1,0.317373,0.999743,[19 47] ; [ 2 11],[17.5443038 48.4556962] ; [3.4556962 9.5443038],0
v4,1,0.365155,0.820085,[61  5] ; [11  2],[60.15189873  5.84810127] ; [11.84810127  1.15189873],0
b2,1,0.435866,0.607143,[15 27] ; [2 7],[14. 28.] ; [3. 6.],0
b3,1,0.435866,0.607143,[15 27] ; [2 7],[14. 28.] ; [3. 6.],0
u2,1,0.458902,0.548571,[11  9] ; [3 1],[11.66666667  8.33333333] ; [2.33333333 1.66666667],0
p10,1,0.467378,0.528167,[44 22] ; [10  3],[45.11392405 20.88607595] ; [8.88607595 4.11392405],0
p7,1,0.468139,0.526364,[27 36] ; [7 6],[28.18421053 34.81578947] ; [5.81578947 7.18421053],0
b1,1,0.507986,0.438213,[32 34] ; [5 8],[30.91139241 35.08860759] ; [6.08860759 6.91139241],0
a4,1,0.507986,0.438213,[32 34] ; [5 8],[30.91139241 35.08860759] ; [6.08860759 6.91139241],0
d1,1,0.512116,0.429741,[37 29] ; [6 7],[35.92405063 30.07594937] ; [7.07594937 5.92405063],0
d4,1,0.523342,0.407302,[49 15] ; [11  2],[49.87012987 14.12987013] ; [10.12987013  2.87012987],0
r1,1,0.620832,0.2447,[50 16] ; [9 4],[49.29113924 16.70886076] ; [9.70886076 3.29113924],0
