Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.6e-05,18.616042,[62 39] ; [15 43],[48.91194969 52.08805031] ; [28.08805031 29.91194969],1
d5,1,2e-05,18.184277,[69 33] ; [19 39],[56.1 45.9] ; [31.9 26.1],1
d4,1,6.7e-05,15.907815,[77 25] ; [25 32],[65.43396226 36.56603774] ; [36.56603774 20.43396226],1
r3,1,0.000348,12.791458,[92  9] ; [40 18],[83.8490566 17.1509434] ; [48.1509434  9.8490566],1
a6,1,0.000842,11.147035,[56 46] ; [16 42],[45.9 56.1] ; [26.1 31.9],1
v4,1,0.001398,10.208281,[91 10] ; [40 17],[83.74050633 17.25949367] ; [47.25949367  9.74050633],0
p10,1,0.001953,9.593581,[67 31] ; [24 32],[57.90909091 40.09090909] ; [33.09090909 22.90909091],0
r1,1,0.002845,8.904011,[68 33] ; [25 33],[59.0754717 41.9245283] ; [33.9245283 24.0754717],0
r4,1,0.003293,8.637809,[79 23] ; [32 26],[70.7625 31.2375] ; [40.2375 17.7625],0
v3,1,0.007659,7.111439,[31 68] ; [ 7 50],[24.11538462 74.88461538] ; [13.88461538 43.11538462],0
r2,1,0.0086,6.904158,[92  9] ; [44 14],[86.38993711 14.61006289] ; [49.61006289  8.38993711],0
p9,1,0.017692,5.626378,[71 27] ; [30 26],[64.27272727 33.72727273] ; [36.72727273 19.27272727],0
u3,1,0.018198,5.576961,[30 23] ; [12 26],[24.46153846 28.53846154] ; [17.53846154 20.46153846],0
d1,1,0.019981,5.413513,[33 69] ; [ 9 49],[26.775 75.225] ; [15.225 42.775],0
s6,1,0.026209,4.94221,[54 47] ; [20 37],[47.30379747 53.69620253] ; [26.69620253 30.30379747],0
n3,1,0.030115,4.702706,[23  6] ; [14 13],[19.16071429  9.83928571] ; [17.83928571  9.16071429],0
s8,1,0.034763,4.456776,[29 73] ; [ 8 50],[23.5875 78.4125] ; [13.4125 44.5875],0
a4,1,0.050738,3.816896,[11 90] ; [13 45],[15.24528302 85.75471698] ; [ 8.75471698 49.24528302],0
d2,1,0.051243,3.800301,[18 84] ; [18 40],[22.95 79.05] ; [13.05 44.95],0
p2,1,0.073611,3.200615,[70 31] ; [32 26],[64.79245283 36.20754717] ; [37.20754717 20.79245283],0
v2,1,0.074758,3.17533,[44 52] ; [16 36],[38.91891892 57.08108108] ; [21.08108108 30.91891892],0
s7,1,0.100238,2.701754,[30 69] ; [10 45],[25.71428571 73.28571429] ; [14.28571429 40.71428571],0
a3,1,0.102229,2.670427,[49 52] ; [20 37],[44.10759494 56.89240506] ; [24.89240506 32.10759494],0
u2,1,0.104592,2.634091,[29 22] ; [15 23],[25.21348315 25.78651685] ; [18.78651685 19.21348315],0
