Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.6e-05,18.616042,[62 39] ; [15 43],[48.91194969 52.08805031] ; [28.08805031 29.91194969],1
a1,1,0.11416,2.495661,[  2 100] ; [ 4 54],[ 3.825 98.175] ; [ 2.175 55.825],0
s2,1,0.12626,2.337897,[41 61] ; [16 41],[36.56603774 65.43396226] ; [20.43396226 36.56603774],0
p3,1,0.165414,1.924023,[19 83] ; [ 6 52],[15.9375 86.0625] ; [ 9.0625 48.9375],0
p8,1,0.19813,1.656104,[32 68] ; [13 45],[28.48101266 71.51898734] ; [16.51898734 41.48101266],0
p12,1,0.252524,1.309284,[  2 100] ; [ 3 54],[ 3.20754717 98.79245283] ; [ 1.79245283 55.20754717],0
n5,1,0.263207,1.251811,[54 48] ; [36 22],[57.375 44.625] ; [32.625 25.375],0
p11,1,0.308799,1.035804,[68 34] ; [34 24],[65.025 36.975] ; [36.975 21.025],0
b1,1,0.328223,0.955896,[36 66] ; [25 33],[38.8875 63.1125] ; [22.1125 35.8875],0
n6,1,0.330065,0.948641,[71 31] ; [36 22],[68.2125 33.7875] ; [38.7875 19.2125],0
p6,1,0.423137,0.641586,[19 79] ; [ 8 48],[17.18181818 80.81818182] ; [ 9.81818182 46.18181818],0
a8,1,0.438702,0.599675,[11 86] ; [ 4 50],[ 9.63576159 87.36423841] ; [ 5.36423841 48.63576159],0
s3,1,0.467917,0.526891,[53 48] ; [26 30],[50.82165605 50.17834395] ; [28.17834395 27.82165605],0
b5,1,0.488195,0.480503,[62 40] ; [32 26],[59.925 42.075] ; [34.075 23.925],0
p1,1,0.532704,0.38923,[ 6 94] ; [ 5 53],[ 6.96202532 93.03797468] ; [ 4.03797468 53.96202532],0
p7,1,0.543431,0.369218,[45 52] ; [24 34],[43.18064516 53.81935484] ; [25.81935484 32.18064516],0
v1,1,0.631707,0.229753,[35 64] ; [18 39],[33.63461538 65.36538462] ; [19.36538462 37.63461538],0
s4,1,0.751038,0.100661,[19 83] ; [12 46],[19.7625 82.2375] ; [11.2375 46.7625],0
s5,1,0.759995,0.093322,[18 82] ; [11 44],[18.70967742 81.29032258] ; [10.29032258 44.70967742],0
b2,1,0.781114,0.07721,[16 35] ; [10 25],[15.41860465 35.58139535] ; [10.58139535 24.41860465],0
b3,1,0.781114,0.07721,[16 35] ; [10 25],[15.41860465 35.58139535] ; [10.58139535 24.41860465],0
n4,1,0.856268,0.032807,[53 49] ; [31 27],[53.55 48.45] ; [30.45 27.55],0
b4,1,0.859334,0.031407,[63 39] ; [35 23],[62.475 39.525] ; [35.525 22.475],0
s1,1,0.859954,0.031129,[ 6 95] ; [ 3 54],[ 5.75316456 95.24683544] ; [ 3.24683544 53.75316456],0
u1,1,0.879594,0.022948,[ 4 98] ; [ 2 56],[ 3.825 98.175] ; [ 2.175 55.825],0
n1,1,0.927669,0.008241,[10 19] ; [ 9 18],[ 9.83928571 19.16071429] ; [ 9.16071429 17.83928571],0
n2,1,0.927669,0.008241,[19 10] ; [18  9],[19.16071429  9.83928571] ; [17.83928571  9.16071429],0
