Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.7e-05,17.609756,[30 11] ; [11 30],[20.5 20.5] ; [20.5 20.5],1
v3,1,0.000685,11.530346,[21 20] ; [ 7 36],[13.66666667 27.33333333] ; [14.33333333 28.66666667],1
p10,1,0.007213,7.219073,[34  7] ; [24 19],[28.30952381 12.69047619] ; [29.69047619 13.30952381],0
p9,1,0.008133,7.003971,[36  5] ; [27 16],[30.75 10.25] ; [32.25 10.75],0
n4,1,0.044826,4.025171,[33  8] ; [26 17],[28.79761905 12.20238095] ; [30.20238095 12.79761905],0
n1,1,0.048398,3.896104,[8 2] ; [6 9],[5.6 4.4] ; [8.4 6.6],0
d2,1,0.053861,3.716988,[ 6 35] ; [14 29],[ 9.76190476 31.23809524] ; [10.23809524 32.76190476],0
r1,1,0.056459,3.638456,[31 10] ; [24 19],[26.8452381 14.1547619] ; [28.1547619 14.8452381],0
d4,1,0.072705,3.220874,[33  8] ; [27 16],[29.28571429 11.71428571] ; [30.71428571 12.28571429],0
p11,1,0.087618,2.917598,[35  6] ; [30 13],[31.72619048  9.27380952] ; [33.27380952  9.72619048],0
p4,1,0.089542,2.882587,[31 10] ; [25 18],[27.33333333 13.66666667] ; [28.66666667 14.33333333],0
d5,1,0.117826,2.445979,[31 10] ; [25 17],[27.6626506 13.3373494] ; [28.3373494 13.6626506],0
r4,1,0.125305,2.349728,[38  3] ; [35  8],[35.63095238  5.36904762] ; [37.36904762  5.63095238],0
p8,1,0.147514,2.097771,[30 11] ; [25 18],[26.8452381 14.1547619] ; [28.1547619 14.8452381],0
r2,1,0.156662,2.00615,[39  2] ; [37  6],[37.0952381  3.9047619] ; [38.9047619  4.0952381],0
n5,1,0.156935,2.003517,[34  7] ; [30 13],[31.23809524  9.76190476] ; [32.76190476 10.23809524],0
p2,1,0.156952,2.003354,[37  4] ; [34  9],[34.6547619  6.3452381] ; [36.3452381  6.6547619],0
b1,1,0.172205,1.863642,[14 27] ; [21 22],[17.08333333 23.91666667] ; [17.91666667 25.08333333],0
s2,1,0.188426,1.729879,[17 24] ; [24 19],[20.01190476 20.98809524] ; [20.98809524 22.01190476],0
p3,1,0.191943,1.702637,[23 18] ; [18 25],[20.01190476 20.98809524] ; [20.98809524 22.01190476],0
p5,1,0.20443,1.610437,[ 9 32] ; [ 5 38],[ 6.83333333 34.16666667] ; [ 7.16666667 35.83333333],0
p12,1,0.211131,1.563657,[ 5 36] ; [ 2 41],[ 3.41666667 37.58333333] ; [ 3.58333333 39.41666667],0
s4,1,0.265004,1.242424,[ 6 35] ; [10 31],[ 8. 33.] ; [ 8. 33.],0
a6,1,0.270008,1.216707,[24 17] ; [20 23],[21.47619048 19.52380952] ; [22.52380952 20.47619048],0
r3,1,0.317128,1.000755,[40  1] ; [39  3],[39.02409639  1.97590361] ; [39.97590361  2.02409639],0
s6,1,0.321291,0.983685,[28 12] ; [25 17],[25.85365854 14.14634146] ; [27.14634146 14.85365854],0
v4,1,0.328977,0.952921,[40  1] ; [40  3],[39.04761905  1.95238095] ; [40.95238095  2.04761905],0
s7,1,0.364873,0.821053,[21 17] ; [18 22],[19. 19.] ; [20. 20.],0
p7,1,0.39046,0.737509,[36  5] ; [34  8],[34.57831325  6.42168675] ; [35.42168675  6.57831325],0
s8,1,0.397555,0.71571,[18 23] ; [15 28],[16.10714286 24.89285714] ; [16.89285714 26.10714286],0
n3,1,0.466985,0.529101,[8 2] ; [10  5],[7.2 2.8] ; [10.8  4.2],0
s5,1,0.525733,0.402633,[13 26] ; [11 30],[11.7 27.3] ; [12.3 28.7],0
n6,1,0.528616,0.39705,[32  9] ; [31 12],[30.75 10.25] ; [32.25 10.75],0
u1,1,0.528616,0.39705,[ 2 39] ; [ 1 42],[ 1.46428571 39.53571429] ; [ 1.53571429 41.46428571],0
n2,1,0.56628,0.328947,[7 3] ; [12  3],[7.6 2.4] ; [11.4  3.6],0
a3,1,0.574486,0.315234,[22 18] ; [21 22],[20.72289157 19.27710843] ; [22.27710843 20.72289157],0
a1,1,0.584995,0.298229,[ 1 40] ; [ 2 41],[ 1.46428571 39.53571429] ; [ 1.53571429 41.46428571],0
s1,1,0.584995,0.298229,[ 1 40] ; [ 2 41],[ 1.46428571 39.53571429] ; [ 1.53571429 41.46428571],0
u3,1,0.613201,0.25554,[11  8] ; [11 11],[10.19512195  8.80487805] ; [11.80487805 10.19512195],0
b2,1,0.627233,0.235832,[12 17] ; [ 8 15],[11.15384615 17.84615385] ; [ 8.84615385 14.15384615],0
b3,1,0.627233,0.235832,[12 17] ; [ 8 15],[11.15384615 17.84615385] ; [ 8.84615385 14.15384615],0
