Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7.7e-05,15.625058,[28  9] ; [48 76],[17.46583851 19.53416149] ; [58.53416149 65.46583851],1
s2,1,0.000174,14.092073,[24 13] ; [38 86],[14.2484472 22.7515528] ; [47.7515528 76.2484472],1
s7,1,0.0004,12.532745,[17 19] ; [22 99],[ 8.94267516 27.05732484] ; [30.05732484 90.94267516],1
s3,1,0.001968,9.579172,[24 12] ; [47 78],[15.8757764 20.1242236] ; [55.1242236 69.8757764],0
s8,1,0.003502,8.525548,[15 22] ; [ 22 103],[ 8.45061728 28.54938272] ; [28.54938272 96.45061728],0
n6,1,0.008534,6.917834,[30  7] ; [71 53],[23.21118012 13.78881988] ; [77.78881988 46.21118012],0
b5,1,0.011147,6.441789,[16 21] ; [83 42],[22.61111111 14.38888889] ; [76.38888889 48.61111111],0
s4,1,0.01336,6.120839,[14 23] ; [ 23 102],[ 8.45061728 28.54938272] ; [28.54938272 96.45061728],0
b1,1,0.040532,4.195462,[ 8 29] ; [50 75],[13.24691358 23.75308642] ; [44.75308642 80.24691358],0
b2,1,0.058724,3.57307,[ 9 11] ; [13 44],[ 5.71428571 14.28571429] ; [16.28571429 40.71428571],0
b3,1,0.058724,3.57307,[ 9 11] ; [13 44],[ 5.71428571 14.28571429] ; [16.28571429 40.71428571],0
r2,1,0.060796,3.515524,[34  2] ; [102  23],[30.40993789  5.59006211] ; [105.59006211  19.40993789],0
p1,1,0.062996,3.456707,[ 2 34] ; [  1 124],[ 0.67080745 35.32919255] ; [  2.32919255 122.67080745],0
p10,1,0.063407,3.445959,[28  8] ; [75 48],[23.32075472 12.67924528] ; [79.67924528 43.32075472],0
u2,1,0.101134,2.687562,[ 5 10] ; [32 24],[7.81690141 7.18309859] ; [29.18309859 26.81690141],0
p9,1,0.104468,2.635977,[29  7] ; [81 41],[25.06329114 10.93670886] ; [84.93670886 37.06329114],0
