Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,24.468872,[38 41] ; [ 1 38],[26.11016949 52.88983051] ; [12.88983051 26.11016949],1
n1,1,0.63749,0.222039,[10  9] ; [5 3],[10.55555556  8.44444444] ; [4.44444444 3.55555556],0
p5,1,0.700029,0.148441,[12 65] ; [ 7 31],[12.72173913 64.27826087] ; [ 6.27826087 31.72173913],0
u2,1,0.734685,0.114853,[25 15] ; [11  8],[24.40677966 15.59322034] ; [11.59322034  7.40677966],0
n4,1,0.737334,0.112484,[59 20] ; [28 11],[58.24576271 20.75423729] ; [28.75423729 10.24576271],0
p7,1,0.744293,0.106389,[47 28] ; [25 13],[47.78761062 27.21238938] ; [24.21238938 13.78761062],0
d2,1,0.766273,0.08836,[16 63] ; [ 7 32],[15.39830508 63.60169492] ; [ 7.60169492 31.39830508],0
b2,1,0.784812,0.074558,[14 27] ; [ 9 20],[13.47142857 27.52857143] ; [ 9.52857143 19.47142857],0
b3,1,0.784812,0.074558,[14 27] ; [ 9 20],[13.47142857 27.52857143] ; [ 9.52857143 19.47142857],0
s3,1,0.804173,0.06148,[45 33] ; [21 17],[44.37931034 33.62068966] ; [21.62068966 16.37931034],0
n3,1,0.82176,0.050752,[15  4] ; [6 2],[14.77777778  4.22222222] ; [6.22222222 1.77777778],0
a8,1,0.834367,0.043725,[ 9 63] ; [ 4 32],[ 8.66666667 63.33333333] ; [ 4.33333333 31.66666667],0
a3,1,0.896858,0.016804,[38 40] ; [19 19],[38.32758621 39.67241379] ; [18.67241379 19.32758621],0
n5,1,1.0,0.0,[58 20] ; [29 10],[58. 20.] ; [29. 10.],0
