Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,9e-06,19.788619,[44 20] ; [13 36],[32.28318584 31.71681416] ; [24.71681416 24.28318584],1
a6,1,0.000116,14.860675,[43 21] ; [15 34],[32.84955752 31.15044248] ; [25.15044248 23.84955752],1
d5,1,0.000292,13.123452,[52 12] ; [24 25],[43.04424779 20.95575221] ; [32.95575221 16.04424779],1
d4,1,0.005093,7.846004,[51 13] ; [27 22],[44.17699115 19.82300885] ; [33.82300885 15.17699115],0
u3,1,0.010604,6.530552,[14 10] ; [ 5 18],[ 9.70212766 14.29787234] ; [ 9.29787234 13.70212766],0
p10,1,0.010702,6.514153,[44 19] ; [22 26],[37.45945946 25.54054054] ; [28.54054054 19.45945946],0
u2,1,0.022248,5.2263,[13 11] ; [ 5 18],[ 9.19148936 14.80851064] ; [ 8.80851064 14.19148936],0
r4,1,0.022874,5.178079,[36 28] ; [17 32],[30.01769912 33.98230088] ; [22.98230088 26.01769912],0
v3,1,0.024314,5.072106,[19 43] ; [ 6 42],[14.09090909 47.90909091] ; [10.90909091 37.09090909],0
s5,1,0.027997,4.82824,[17 43] ; [ 5 41],[12.45283019 47.54716981] ; [ 9.54716981 36.45283019],0
r3,1,0.036667,4.365835,[52 11] ; [32 17],[47.25 15.75] ; [36.75 12.25],0
n5,1,0.041309,4.163291,[38 26] ; [38 11],[43.04424779 20.95575221] ; [32.95575221 16.04424779],0
b4,1,0.055433,3.669021,[44 20] ; [25 24],[39.07964602 24.92035398] ; [29.92035398 19.07964602],0
v1,1,0.069749,3.288923,[25 35] ; [12 36],[20.55555556 39.44444444] ; [16.44444444 31.55555556],0
b1,1,0.107958,2.583867,[23 41] ; [25 24],[27.18584071 36.81415929] ; [20.81415929 28.18584071],0
b5,1,0.136807,2.213514,[44 20] ; [27 22],[40.21238938 23.78761062] ; [30.78761062 18.21238938],0
v2,1,0.144644,2.127842,[23 39] ; [11 35],[19.51851852 42.48148148] ; [14.48148148 31.51851852],0
s2,1,0.162293,1.952732,[25 39] ; [13 36],[21.52212389 42.47787611] ; [16.47787611 32.52212389],0
p5,1,0.169248,1.889588,[ 5 58] ; [ 1 48],[ 3.375 59.625] ; [ 2.625 46.375],0
p9,1,0.177369,1.819535,[47 14] ; [30 16],[43.89719626 17.10280374] ; [33.10280374 12.89719626],0
u1,1,0.182208,1.779522,[ 7 57] ; [ 2 47],[ 5.09734513 58.90265487] ; [ 3.90265487 45.09734513],0
s4,1,0.183771,1.766865,[14 50] ; [ 6 43],[11.32743363 52.67256637] ; [ 8.67256637 40.32743363],0
v4,1,0.198518,1.653242,[50 14] ; [33 16],[47.00884956 16.99115044] ; [35.99115044 13.00884956],0
p2,1,0.204685,1.608623,[39 25] ; [24 25],[35.68141593 28.31858407] ; [27.31858407 21.68141593],0
a2,1,0.257045,1.284605,[ 8 56] ; [ 3 46],[ 6.2300885 57.7699115] ; [ 4.7699115 44.2300885],0
s6,1,0.27067,1.213347,[27 36] ; [16 33],[24.1875 38.8125] ; [18.8125 30.1875],0
d1,1,0.279835,1.16789,[30 34] ; [18 31],[27.18584071 36.81415929] ; [20.81415929 28.18584071],0
a3,1,0.313052,1.017757,[40 24] ; [26 23],[37.38053097 26.61946903] ; [28.61946903 20.38053097],0
b3,1,0.316236,1.00445,[16 14] ; [13 19],[14.03225806 15.96774194] ; [14.96774194 17.03225806],0
b2,1,0.316236,1.00445,[16 14] ; [13 19],[14.03225806 15.96774194] ; [14.96774194 17.03225806],0
n1,1,0.323141,0.97619,[ 4 12] ; [10 15],[ 5.46341463 10.53658537] ; [ 8.53658537 16.46341463],0
p11,1,0.334913,0.929809,[41 23] ; [27 22],[38.51327434 25.48672566] ; [29.48672566 19.51327434],0
p4,1,0.371468,0.798748,[22 42] ; [13 36],[19.82300885 44.17699115] ; [15.17699115 33.82300885],0
n4,1,0.384828,0.755222,[38 26] ; [33 16],[40.21238938 23.78761062] ; [30.78761062 18.21238938],0
s3,1,0.393153,0.729167,[25 39] ; [15 33],[22.85714286 41.14285714] ; [17.14285714 30.85714286],0
a4,1,0.430223,0.622222,[22 42] ; [20 28],[24. 40.] ; [18. 30.],0
s1,1,0.441418,0.592593,[ 3 60] ; [ 1 48],[ 2.25 60.75] ; [ 1.75 47.25],0
a1,1,0.441674,0.591929,[ 4 60] ; [ 5 44],[ 5.09734513 58.90265487] ; [ 3.90265487 45.09734513],0
a5,1,0.44279,0.58904,[36 28] ; [24 25],[33.98230088 30.01769912] ; [26.01769912 22.98230088],0
p3,1,0.535038,0.384814,[16 47] ; [10 39],[14.625 48.375] ; [11.375 37.625],0
p6,1,0.536158,0.382708,[12 51] ; [ 7 41],[10.78378378 52.21621622] ; [ 8.21621622 39.78378378],0
r2,1,0.557147,0.344667,[47 15] ; [34 14],[45.65454545 16.34545455] ; [35.34545455 12.65454545],0
d2,1,0.588001,0.293476,[28 36] ; [23 24],[29.40540541 34.59459459] ; [21.59459459 25.40540541],0
n6,1,0.635843,0.22422,[47 17] ; [34 15],[45.87610619 18.12389381] ; [35.12389381 13.87610619],0
a8,1,0.686383,0.163029,[ 7 55] ; [ 4 41],[ 6.37383178 55.62616822] ; [ 4.62616822 40.37383178],0
p1,1,0.704641,0.143689,[ 8 56] ; [ 5 44],[ 7.36283186 56.63716814] ; [ 5.63716814 43.36283186],0
