Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000867,11.09271,[13 33] ; [76 58],[22.74444444 23.25555556] ; [66.25555556 67.74444444],1
p9,1,0.001541,10.028834,[28 15] ; [117  18],[35.02808989  7.97191011] ; [109.97191011  25.02808989],0
p7,1,0.004455,8.088236,[16 30] ; [78 54],[24.29213483 21.70786517] ; [69.70786517 62.29213483],0
p8,1,0.008176,6.994429,[12 34] ; [64 68],[19.64044944 26.35955056] ; [56.35955056 75.64044944],0
v4,1,0.013648,6.083108,[36 10] ; [123  11],[40.63333333  5.36666667] ; [118.36666667  15.63333333],0
n4,1,0.013691,6.077515,[22 24] ; [92 43],[28.97237569 17.02762431] ; [85.02762431 49.97237569],0
p3,1,0.015314,5.88,[13 32] ; [67 68],[20. 25.] ; [60. 75.],0
p10,1,0.016692,5.72852,[27 18] ; [104  29],[33.11797753 11.88202247] ; [97.88202247 35.11797753],0
p1,1,0.017993,5.596842,[ 8 38] ; [  8 127],[ 4.06629834 41.93370166] ; [ 11.93370166 123.06629834],0
p11,1,0.018385,5.559112,[28 18] ; [106  29],[34.05524862 11.94475138] ; [99.94475138 35.05524862],0
s1,1,0.018864,5.514109,[ 4 42] ; [  2 132],[ 1.53333333 44.46666667] ; [  4.46666667 129.53333333],0
s6,1,0.042182,4.127876,[20 26] ; [79 51],[25.875 20.125] ; [73.125 56.875],0
n5,1,0.079167,3.081915,[25 21] ; [92 42],[29.9 16.1] ; [87.1 46.9],0
d2,1,0.107967,2.583732,[21 24] ; [45 90],[16.5 28.5] ; [49.5 85.5],0
n6,1,0.110119,2.552506,[34 12] ; [114  21],[37.61325967  8.38674033] ; [110.38674033  24.61325967],0
p6,1,0.13484,2.235881,[11 34] ; [48 83],[15.08522727 29.91477273] ; [43.91477273 87.08522727],0
s3,1,0.147719,2.095645,[18 28] ; [69 65],[22.23333333 23.76666667] ; [64.76666667 69.23333333],0
p5,1,0.151447,2.057613,[ 2 43] ; [ 16 119],[ 4.5 40.5] ; [ 13.5 121.5],0
v3,1,0.162164,1.953928,[ 9 34] ; [43 91],[12.63276836 30.36723164] ; [39.36723164 94.63276836],0
n3,1,0.17747,1.818682,[13  8] ; [32  9],[15.24193548  5.75806452] ; [29.75806452 11.24193548],0
v1,1,0.188031,1.73298,[14 30] ; [56 74],[17.70114943 26.29885057] ; [52.29885057 77.70114943],0
b1,1,0.196639,1.667161,[22 24] ; [50 85],[18.29834254 27.70165746] ; [53.70165746 81.29834254],0
s7,1,0.20502,1.606251,[13 30] ; [53 76],[16.5 26.5] ; [49.5 79.5],0
r2,1,0.2286,1.449553,[33 11] ; [109  22],[35.70285714  8.29714286] ; [106.29714286  24.70285714],0
r4,1,0.233043,1.422191,[28 18] ; [95 40],[31.25966851 14.74033149] ; [91.74033149 43.25966851],0
a7,1,0.236694,1.400177,[25 21] ; [86 48],[28.36666667 17.63333333] ; [82.63333333 51.36666667],0
