Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,66.38393,[60 13] ; [18 77],[33.89285714 39.10714286] ; [44.10714286 50.89285714],1
s6,1,0.0,41.55466,[61 12] ; [32 63],[40.41071429 32.58928571] ; [52.58928571 42.41071429],1
s7,1,0.0,28.07896,[43 24] ; [21 72],[26.8 40.2] ; [37.2 55.8],1
s8,1,3e-06,22.006305,[41 32] ; [20 75],[26.50595238 46.49404762] ; [34.49404762 60.50595238],1
v1,1,3e-06,21.609767,[43 29] ; [23 72],[28.45508982 43.54491018] ; [37.54491018 57.45508982],1
p9,1,0.000199,13.842624,[55 17] ; [45 49],[43.37349398 28.62650602] ; [56.62650602 37.37349398],1
r3,1,0.00035,12.779355,[71  3] ; [73 23],[62.68235294 11.31764706] ; [81.31764706 14.68235294],1
s5,1,0.00083,11.172014,[29 41] ; [16 75],[19.56521739 50.43478261] ; [25.43478261 65.56521739],1
p10,1,0.002844,8.904768,[51 22] ; [44 50],[41.52694611 31.47305389] ; [53.47305389 40.52694611],0
r4,1,0.006102,7.519821,[67  7] ; [71 25],[60.07058824 13.92941176] ; [77.92941176 18.07058824],0
s4,1,0.006282,7.467527,[21 53] ; [11 83],[14.0952381 59.9047619] ; [17.9047619 76.0952381],0
p6,1,0.008404,6.945225,[23 50] ; [14 82],[15.98224852 57.01775148] ; [21.01775148 74.98224852],0
p7,1,0.009279,6.768295,[31 40] ; [23 71],[23.23636364 47.76363636] ; [30.76363636 63.23636364],0
v4,1,0.010169,6.605083,[70  4] ; [78 18],[64.42352941  9.57647059] ; [83.57647059 12.42352941],0
v2,1,0.013388,6.117165,[41 28] ; [37 56],[33.22222222 35.77777778] ; [44.77777778 48.22222222],0
p4,1,0.034672,4.461264,[29 44] ; [23 71],[22.73053892 50.26946108] ; [29.26946108 64.73053892],0
d5,1,0.039592,4.235294,[57 15] ; [62 34],[51. 21.] ; [68. 28.],0
u1,1,0.043104,4.091323,[15 59] ; [ 9 87],[10.44705882 63.55294118] ; [13.55294118 82.44705882],0
a5,1,0.047668,3.921649,[54 20] ; [56 40],[47.88235294 26.11764706] ; [62.11764706 33.88235294],0
p11,1,0.052606,3.756392,[48 26] ; [48 48],[41.78823529 32.21176471] ; [54.21176471 41.78823529],0
n2,1,0.083036,3.004459,[22  5] ; [24 15],[18.81818182  8.18181818] ; [27.18181818 11.81818182],0
r1,1,0.123025,2.378381,[58 16] ; [65 31],[53.54117647 20.45882353] ; [69.45882353 26.54117647],0
u3,1,0.130683,2.284371,[17  7] ; [19 18],[14.16393443  9.83606557] ; [21.83606557 15.16393443],0
