Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,2e-06,22.796869,[65 34] ; [11 36],[51.53424658 47.46575342] ; [24.46575342 22.53424658],1
a3,1,2e-06,22.320856,[82 17] ; [21 26],[69.84246575 29.15753425] ; [33.15753425 13.84246575],1
a4,1,4e-06,21.499457,[59 39] ; [ 9 38],[45.95862069 52.04137931] ; [22.04137931 24.95862069],1
d4,1,2.9e-05,17.465428,[85 13] ; [26 21],[75.02068966 22.97931034] ; [35.97931034 11.02068966],1
d5,1,3.8e-05,16.966274,[86 12] ; [27 20],[76.37241379 21.62758621] ; [36.62758621 10.37241379],1
d2,1,7.8e-05,15.598229,[62 37] ; [13 34],[50.85616438 48.14383562] ; [24.14383562 22.85616438],1
p3,1,0.001429,10.167827,[73 26] ; [22 25],[64.41780822 34.58219178] ; [30.58219178 16.41780822],0
b3,1,0.002806,8.929627,[36 35] ; [ 5 23],[29.4040404 41.5959596] ; [11.5959596 16.4040404],0
b2,1,0.002806,8.929627,[36 35] ; [ 5 23],[29.4040404 41.5959596] ; [11.5959596 16.4040404],0
p11,1,0.02278,5.185215,[82 17] ; [31 16],[76.62328767 22.37671233] ; [36.37671233 10.62328767],0
b5,1,0.030393,4.686903,[36 63] ; [26 21],[42.04109589 56.95890411] ; [19.95890411 27.04109589],0
r2,1,0.040302,4.205143,[88  9] ; [36 10],[84.11188811 12.88811189] ; [39.88811189  6.11188811],0
p9,1,0.052389,3.763288,[88 11] ; [36 11],[84.08219178 14.91780822] ; [39.91780822  7.08219178],0
n3,1,0.053309,3.734217,[17  4] ; [7 7],[14.4  6.6] ; [9.6 4.4],0
n6,1,0.072885,3.216812,[84 15] ; [34 13],[80.01369863 18.98630137] ; [37.98630137  9.01369863],0
s5,1,0.075642,3.156135,[45 49] ; [14 30],[40.1884058 53.8115942] ; [18.8115942 25.1884058],0
s8,1,0.090682,2.862232,[59 40] ; [21 26],[54.24657534 44.75342466] ; [25.75342466 21.24657534],0
s7,1,0.102024,2.673611,[62 34] ; [22 22],[57.6 38.4] ; [26.4 17.6],0
p10,1,0.110299,2.549935,[82 16] ; [34 13],[78.4 19.6] ; [37.6  9.4],0
s6,1,0.141219,2.164628,[74 23] ; [29 16],[70.35915493 26.64084507] ; [32.64084507 12.35915493],0
u3,1,0.15083,2.063833,[ 6 11] ; [15 11],[8.30232558 8.69767442] ; [12.69767442 13.30232558],0
r4,1,0.179071,1.805314,[83 16] ; [35 12],[80.01369863 18.98630137] ; [37.98630137  9.01369863],0
p8,1,0.199403,1.646739,[65 33] ; [26 21],[61.50344828 36.49655172] ; [29.49655172 17.50344828],0
s2,1,0.222532,1.487967,[57 42] ; [22 25],[53.56849315 45.43150685] ; [25.43150685 21.56849315],0
p2,1,0.24543,1.349133,[82 15] ; [36 11],[79.48611111 17.51388889] ; [38.51388889  8.48611111],0
a6,1,0.259398,1.271968,[39 60] ; [14 33],[35.93835616 63.06164384] ; [17.06164384 29.93835616],0
v3,1,0.271089,1.21123,[44 53] ; [16 29],[40.98591549 56.01408451] ; [19.01408451 25.98591549],0
r1,1,0.273661,1.198306,[72 27] ; [30 17],[69.16438356 29.83561644] ; [32.83561644 14.16438356],0
a1,1,0.298706,1.079964,[ 6 93] ; [ 1 46],[ 4.74657534 94.25342466] ; [ 2.25342466 44.74657534],0
s1,1,0.332573,0.938853,[ 3 95] ; [ 3 43],[ 4.08333333 93.91666667] ; [ 1.91666667 44.08333333],0
v2,1,0.336555,0.92351,[51 45] ; [20 25],[48.34042553 47.65957447] ; [22.65957447 22.34042553],0
b1,1,0.368877,0.807443,[49 50] ; [27 20],[51.53424658 47.46575342] ; [24.46575342 22.53424658],0
v4,1,0.383846,0.758347,[88 11] ; [43  3],[89.44137931  9.55862069] ; [41.55862069  4.44137931],0
n2,1,0.39638,0.719281,[17  5] ; [9 5],[15.88888889  6.11111111] ; [10.11111111  3.88888889],0
d3,1,0.447379,0.577283,[53 46] ; [22 25],[50.85616438 48.14383562] ; [24.14383562 22.85616438],0
p7,1,0.450424,0.569585,[74 24] ; [32 14],[72.13888889 25.86111111] ; [33.86111111 12.13888889],0
n5,1,0.459928,0.54607,[81 18] ; [36 11],[79.33561644 19.66438356] ; [37.66438356  9.33561644],0
r3,1,0.463382,0.537712,[92  7] ; [42  5],[90.8630137  8.1369863] ; [43.1369863  3.8630137],0
p5,1,0.613527,0.255071,[18 81] ; [10 36],[19.11724138 79.88275862] ; [ 8.88275862 37.11724138],0
a8,1,0.62308,0.241563,[13 81] ; [ 5 41],[12.08571429 81.91428571] ; [ 5.91428571 40.08571429],0
u2,1,0.626689,0.236578,[8 8] ; [15 11],[8.76190476 7.23809524] ; [14.23809524 11.76190476],0
s3,1,0.641262,0.217095,[60 39] ; [26 20],[58.71724138 40.28275862] ; [27.28275862 18.71724138],0
v1,1,0.762531,0.0913,[50 45] ; [26 21],[50.84507042 44.15492958] ; [25.15492958 21.84507042],0
n4,1,0.773144,0.083097,[78 21] ; [38  9],[78.65753425 20.34246575] ; [37.34246575  9.65753425],0
p1,1,0.78133,0.077054,[ 9 89] ; [ 5 42],[ 9.46206897 88.53793103] ; [ 4.53793103 42.46206897],0
p6,1,0.782368,0.076306,[44 53] ; [22 24],[44.76923077 52.23076923] ; [21.23076923 24.76923077],0
n1,1,0.890186,0.019063,[11 10] ; [7 7],[10.8 10.2] ; [7.2 6.8],0
p12,1,0.951473,0.003704,[ 6 92] ; [ 3 44],[ 6.08275862 91.91724138] ; [ 2.91724138 44.08275862],0
b4,1,0.968957,0.001514,[53 46] ; [25 22],[52.89041096 46.10958904] ; [25.10958904 21.89041096],0
s4,1,0.995082,3.8e-05,[19 80] ; [ 9 38],[18.98630137 80.01369863] ; [ 9.01369863 37.98630137],0
