Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.142735,[88 21] ; [ 6 31],[70.17808219 38.82191781] ; [23.82191781 13.17808219],1
r3,1,0.0,25.849973,[93 16] ; [16 21],[81.37671233 27.62328767] ; [27.62328767  9.37671233],1
r2,1,1e-06,24.702065,[98 10] ; [18 16],[88.22535211 19.77464789] ; [27.77464789  6.22535211],1
r1,1,7e-06,20.309065,[78 31] ; [11 26],[66.44520548 42.55479452] ; [22.55479452 14.44520548],1
p10,1,0.000366,12.697971,[61 47] ; [ 8 28],[51.75 56.25] ; [17.25 18.75],1
n6,1,0.000417,12.455219,[78 31] ; [14 22],[69.15862069 39.84137931] ; [22.84137931 13.15862069],1
p9,1,0.00214,9.425612,[62 44] ; [10 25],[54.12765957 51.87234043] ; [17.87234043 17.12765957],0
p11,1,0.002304,9.290392,[64 45] ; [11 26],[55.99315068 53.00684932] ; [19.00684932 17.99315068],0
u3,1,0.002881,8.881579,[24 14] ; [ 3 13],[19. 19.] ; [8. 8.],0
p1,1,0.003258,8.656876,[  3 106] ; [ 6 31],[  6.71917808 102.28082192] ; [ 2.28082192 34.71917808],0
v2,1,0.006643,7.367176,[50 54] ; [ 8 28],[43.08571429 60.91428571] ; [14.91428571 21.08571429],0
s6,1,0.009197,6.784091,[50 59] ; [ 8 29],[43.30136986 65.69863014] ; [14.69863014 22.30136986],0
s1,1,0.014066,6.029867,[  6 102] ; [ 7 30],[ 9.68275862 98.31724138] ; [ 3.31724138 33.68275862],0
s8,1,0.029978,4.710563,[31 78] ; [ 4 33],[26.13013699 82.86986301] ; [ 8.86986301 28.13013699],0
a7,1,0.039271,4.24909,[71 38] ; [17 20],[65.69863014 43.30136986] ; [22.30136986 14.69863014],0
d5,1,0.046688,3.95659,[75 33] ; [19 18],[70.0137931 37.9862069] ; [23.9862069 13.0137931],0
p4,1,0.049164,3.869732,[32 75] ; [ 5 32],[27.49305556 79.50694444] ; [ 9.50694444 27.49305556],0
u2,1,0.04929,3.865439,[23 15] ; [ 5 11],[19.7037037 18.2962963] ; [8.2962963 7.7037037],0
p6,1,0.05088,3.812203,[16 91] ; [ 1 35],[12.72027972 94.27972028] ; [ 4.27972028 31.72027972],0
s2,1,0.05644,3.639022,[39 70] ; [ 7 30],[34.34246575 74.65753425] ; [11.65753425 25.34246575],0
a6,1,0.05845,3.580837,[66 42] ; [16 21],[61.07586207 46.92413793] ; [20.92413793 16.07586207],0
d3,1,0.062797,3.461935,[60 48] ; [14 23],[55.11724138 52.88275862] ; [18.88275862 18.11724138],0
n2,1,0.06927,3.300243,[28 11] ; [ 9 10],[24.87931034 14.12068966] ; [12.12068966  6.87931034],0
u1,1,0.089506,2.883236,[18 91] ; [ 2 35],[14.93150685 94.06849315] ; [ 5.06849315 31.93150685],0
a8,1,0.090375,2.867681,[ 7 96] ; [ 6 31],[ 9.56428571 93.43571429] ; [ 3.43571429 33.56428571],0
b5,1,0.098852,2.72397,[67 42] ; [17 20],[62.71232877 46.28767123] ; [21.28767123 15.71232877],0
s3,1,0.114317,2.493506,[46 62] ; [10 26],[42. 66.] ; [14. 22.],0
a2,1,0.163616,1.940484,[23 86] ; [ 4 33],[20.15753425 88.84246575] ; [ 6.84246575 30.15753425],0
a4,1,0.169639,1.886127,[47 61] ; [11 25],[43.5 64.5] ; [14.5 21.5],0
d1,1,0.183964,1.765308,[55 54] ; [14 23],[51.51369863 57.48630137] ; [17.48630137 19.51369863],0
v1,1,0.188151,1.732037,[36 70] ; [ 8 28],[32.84507042 73.15492958] ; [11.15492958 24.84507042],0
s7,1,0.192288,1.7,[33 69] ; [ 7 27],[30. 72.] ; [10. 24.],0
p7,1,0.194779,1.681099,[34 69] ; [ 8 29],[30.9 72.1] ; [11.1 25.9],0
n3,1,0.237556,1.395037,[23 13] ; [ 9 10],[20.94545455 15.05454545] ; [11.05454545  7.94545455],0
p3,1,0.242783,1.364359,[31 77] ; [ 7 30],[28.30344828 79.69655172] ; [ 9.69655172 27.30344828],0
n4,1,0.243132,1.362343,[68 41] ; [27 10],[70.92465753 38.07534247] ; [24.07534247 12.92465753],0
a5,1,0.243768,1.358668,[65 44] ; [18 19],[61.96575342 47.03424658] ; [21.03424658 15.96575342],0
d4,1,0.250676,1.319534,[78 30] ; [23 14],[75.22758621 32.77241379] ; [25.77241379 11.22758621],0
a1,1,0.25455,1.29816,[  8 101] ; [ 5 32],[ 9.70547945 99.29452055] ; [ 3.29452055 33.70547945],0
v3,1,0.378721,0.774849,[36 67] ; [10 27],[33.84285714 69.15714286] ; [12.15714286 24.84285714],0
a3,1,0.422937,0.64214,[71 37] ; [21 15],[69. 39.] ; [23. 13.],0
p8,1,0.426343,0.632765,[25 84] ; [ 6 30],[23.30344828 85.69655172] ; [ 7.69655172 28.30344828],0
b4,1,0.450157,0.570256,[60 49] ; [23 14],[61.96575342 47.03424658] ; [21.03424658 15.96575342],0
n5,1,0.546712,0.363241,[73 35] ; [23 14],[71.50344828 36.49655172] ; [24.49655172 12.50344828],0
n1,1,0.573618,0.316667,[17 21] ; [10  9],[18. 20.] ; [ 9. 10.],0
s4,1,0.577078,0.310983,[11 97] ; [ 5 32],[11.91724138 96.08275862] ; [ 4.08275862 32.91724138],0
p5,1,0.617272,0.24972,[  5 101] ; [ 1 35],[  4.47887324 101.52112676] ; [ 1.52112676 34.47887324],0
d2,1,0.69987,0.148607,[50 58] ; [18 18],[51. 57.] ; [17. 19.],0
