Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,31.988286,[ 58 100] ; [36  6],[74.26 83.74] ; [19.74 22.26],1
s7,1,2.7e-05,17.616328,[ 35 116] ; [23 17],[ 45.85340314 105.14659686] ; [12.14659686 27.85340314],1
s2,1,0.001047,10.742904,[ 41 117] ; [22 20],[ 49.77 108.23] ; [13.23 28.77],0
s4,1,0.004927,7.905997,[ 21 138] ; [13 28],[ 27.03 131.97] ; [ 6.97 34.03],0
p4,1,0.012553,6.231096,[ 45 114] ; [20 21],[ 51.675 107.325] ; [13.325 27.675],0
p3,1,0.027602,4.852746,[ 31 127] ; [15 27],[ 36.34 121.66] ; [ 9.66 32.34],0
n6,1,0.034275,4.480915,[115  44] ; [37  5],[120.23880597  38.76119403] ; [31.76119403 10.23880597],0
s1,1,0.039338,4.246225,[  6 153] ; [ 5 37],[  8.70149254 150.29850746] ; [ 2.29850746 39.70149254],0
s3,1,0.054701,3.691184,[ 57 101] ; [22 20],[62.41 95.59] ; [16.59 25.41],0
p10,1,0.05496,3.683311,[89 68] ; [30 11],[94.35858586 62.64141414] ; [24.64141414 16.35858586],0
r2,1,0.108619,2.574194,[131  27] ; [39  3],[134.3  23.7] ; [35.7  6.3],0
p8,1,0.120562,2.41,[ 37 122] ; [ 5 36],[ 33.39 125.61] ; [ 8.61 32.39],0
p6,1,0.142445,2.151349,[ 14 144] ; [ 7 35],[ 16.59 141.41] ; [ 4.41 37.59],0
p5,1,0.145743,2.116249,[  4 155] ; [ 3 39],[  5.53731343 153.46268657] ; [ 1.46268657 40.53731343],0
s8,1,0.145783,2.115825,[ 39 120] ; [15 27],[ 42.71641791 116.28358209] ; [11.28358209 30.71641791],0
p1,1,0.178075,1.813617,[ 12 146] ; [ 6 36],[ 14.22 143.78] ; [ 3.78 38.22],0
n1,1,0.190982,1.710022,[26 42] ; [8 6],[28.19512195 39.80487805] ; [5.80487805 8.19512195],0
d2,1,0.202127,1.62694,[71 87] ; [23 18],[74.63316583 83.36683417] ; [19.36683417 21.63316583],0
a3,1,0.203054,1.620272,[96 62] ; [30 12],[99.54 58.46] ; [26.46 15.54],0
d3,1,0.240265,1.37904,[94 65] ; [29 13],[97.29850746 61.70149254] ; [25.70149254 16.29850746],0
v2,1,0.245635,1.34796,[ 48 103] ; [17 24],[51.11979167 99.88020833] ; [13.88020833 27.11979167],0
r4,1,0.26261,1.254943,[111  48] ; [33  9],[113.91044776  45.08955224] ; [30.08955224 11.91044776],0
n3,1,0.269548,1.219045,[36 29] ; [10  4],[37.84810127 27.15189873] ; [8.15189873 5.84810127],0
n2,1,0.277725,1.178189,[39 28] ; [11  4],[40.85365854 26.14634146] ; [9.14634146 5.85365854],0
a5,1,0.300804,1.070627,[92 67] ; [28 14],[94.92537313 64.07462687] ; [25.07462687 16.92537313],0
r1,1,0.310125,1.030142,[103  56] ; [30 11],[105.735  53.265] ; [27.265 13.735],0
u3,1,0.323635,0.974201,[27 36] ; [7 5],[28.56 34.44] ; [5.44 6.56],0
p12,1,0.347709,0.881802,[  6 153] ; [ 3 39],[  7.11940299 151.88059701] ; [ 1.88059701 40.11940299],0
d1,1,0.351187,0.869164,[78 81] ; [24 18],[80.68656716 78.31343284] ; [21.31343284 20.68656716],0
d4,1,0.450475,0.569456,[119  40] ; [33  8],[120.84  38.16] ; [31.16  9.84],0
p9,1,0.452721,0.563831,[96 59] ; [28 13],[98.06122449 56.93877551] ; [25.93877551 15.06122449],0
a4,1,0.481578,0.495288,[62 96] ; [19 23],[63.99 94.01] ; [17.01 24.99],0
u2,1,0.505918,0.442501,[25 38] ; [6 6],[26.04 36.96] ; [4.96 7.04],0
v3,1,0.535632,0.383695,[ 38 116] ; [ 8 32],[ 36.51546392 117.48453608] ; [ 9.48453608 30.51546392],0
r3,1,0.588062,0.293382,[130  29] ; [35  6],[131.175  27.825] ; [33.825  7.175],0
u4,1,0.593425,0.285027,[  2 157] ; [ 1 41],[  2.37313433 156.62686567] ; [ 0.62686567 41.37313433],0
