Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000351,12.779031,[7 3] ; [ 5 31],[2.60869565 7.39130435] ; [ 9.39130435 26.60869565],1
s3,1,0.000523,12.030798,[9 1] ; [10 25],[4.22222222 5.77777778] ; [14.77777778 20.22222222],1
p7,1,0.00069,11.517037,[8 2] ; [ 8 28],[3.47826087 6.52173913] ; [12.52173913 23.47826087],1
v2,1,0.000871,11.083744,[8 2] ; [ 8 27],[3.55555556 6.44444444] ; [12.44444444 22.55555556],1
p4,1,0.001434,10.161055,[8 2] ; [ 9 27],[3.69565217 6.30434783] ; [13.30434783 22.69565217],0
p3,1,0.004355,8.129415,[7 3] ; [ 8 28],[3.26086957 6.73913043] ; [11.73913043 24.26086957],0
p8,1,0.007161,7.232143,[5 5] ; [ 4 31],[2. 8.] ; [ 7. 28.],0
s2,1,0.013846,6.057692,[6 4] ; [ 7 28],[2.88888889 7.11111111] ; [10.11111111 24.88888889],0
s5,1,0.019313,5.472973,[4 5] ; [ 4 32],[1.6 7.4] ; [ 6.4 29.6],0
b5,1,0.021315,5.300842,[8 2] ; [14 22],[4.7826087 5.2173913] ; [17.2173913 18.7826087],0
v1,1,0.036737,4.362581,[6 4] ; [ 9 27],[3.26086957 6.73913043] ; [11.73913043 24.26086957],0
r4,1,0.051575,3.789488,[5 5] ; [ 7 29],[2.60869565 7.39130435] ; [ 9.39130435 26.60869565],0
n6,1,0.067504,3.342691,[9 1] ; [20 14],[6.59090909 3.40909091] ; [22.40909091 11.59090909],0
s7,1,0.090624,2.86326,[4 5] ; [ 6 28],[2.09302326 6.90697674] ; [ 7.90697674 26.09302326],0
a5,1,0.121945,2.392159,[8 2] ; [19 17],[5.86956522 4.13043478] ; [21.13043478 14.86956522],0
p11,1,0.152763,2.044444,[7 3] ; [16 20],[5. 5.] ; [18. 18.],0
p5,1,0.161521,1.95993,[2 8] ; [ 2 33],[0.88888889 9.11111111] ; [ 3.11111111 31.88888889],0
u2,1,0.17166,1.868382,[2 2] ; [ 3 14],[0.95238095 3.04761905] ; [ 4.04761905 12.95238095],0
u3,1,0.17166,1.868382,[2 2] ; [ 3 14],[0.95238095 3.04761905] ; [ 4.04761905 12.95238095],0
v3,1,0.177619,1.817431,[4 6] ; [ 7 29],[2.39130435 7.60869565] ; [ 8.60869565 27.39130435],0
a2,1,0.294373,1.099512,[2 8] ; [ 3 33],[1.08695652 8.91304348] ; [ 3.91304348 32.08695652],0
a6,1,0.331105,0.944573,[7 3] ; [19 17],[5.65217391 4.34782609] ; [20.34782609 15.65217391],0
r1,1,0.334068,0.933063,[5 5] ; [12 24],[3.69565217 6.30434783] ; [13.30434783 22.69565217],0
d2,1,0.337904,0.918367,[6 4] ; [15 20],[4.66666667 5.33333333] ; [16.33333333 18.66666667],0
a8,1,0.394605,0.724706,[3 7] ; [ 6 28],[2.04545455 7.95454545] ; [ 6.95454545 27.04545455],0
d5,1,0.41183,0.673511,[7 3] ; [20 16],[5.86956522 4.13043478] ; [21.13043478 14.86956522],0
b1,1,0.575457,0.313636,[6 4] ; [18 18],[5.2173913 4.7826087] ; [18.7826087 17.2173913],0
n4,1,0.603602,0.269597,[9 1] ; [30  6],[8.47826087 1.52173913] ; [30.52173913  5.47826087],0
u1,1,0.614569,0.253575,[1 9] ; [ 2 34],[0.65217391 9.34782609] ; [ 2.34782609 33.65217391],0
b2,1,0.659658,0.193939,[2 6] ; [ 8 16],[2.5 5.5] ; [ 7.5 16.5],0
b3,1,0.659658,0.193939,[2 6] ; [ 8 16],[2.5 5.5] ; [ 7.5 16.5],0
d1,1,0.69537,0.153333,[4 6] ; [12 24],[3.47826087 6.52173913] ; [12.52173913 23.47826087],0
s4,1,0.746668,0.104352,[1 9] ; [ 5 31],[1.30434783 8.69565217] ; [ 4.69565217 31.30434783],0
r2,1,0.748428,0.102857,[6 4] ; [19 16],[5.55555556 4.44444444] ; [19.44444444 15.55555556],0
a3,1,0.748428,0.102857,[6 4] ; [19 16],[5.55555556 4.44444444] ; [19.44444444 15.55555556],0
a4,1,0.786944,0.073052,[3 7] ; [ 9 26],[2.66666667 7.33333333] ; [ 9.33333333 25.66666667],0
a7,1,0.876376,0.0242,[5 5] ; [17 19],[4.7826087 5.2173913] ; [17.2173913 18.7826087],0
d3,1,0.924558,0.008967,[4 6] ; [15 21],[4.13043478 5.86956522] ; [14.86956522 21.13043478],0
d4,1,0.924558,0.008967,[6 4] ; [21 15],[5.86956522 4.13043478] ; [21.13043478 14.86956522],0
b4,1,0.924558,0.008967,[6 4] ; [21 15],[5.86956522 4.13043478] ; [21.13043478 14.86956522],0
