Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.011095,6.44998,[15 10] ; [68 13],[19.5754717  5.4245283] ; [63.4245283 17.5754717],0
d5,1,0.328337,0.955446,[16  9] ; [60 21],[17.9245283  7.0754717] ; [58.0754717 22.9245283],0
s6,1,0.32891,0.953186,[18  7] ; [49 31],[15.95238095  9.04761905] ; [51.04761905 28.95238095],0
a3,1,0.3666,0.815156,[11 14] ; [44 37],[12.97169811 12.02830189] ; [42.02830189 38.97169811],0
d4,1,0.381852,0.76473,[18  7] ; [65 16],[19.5754717  5.4245283] ; [63.4245283 17.5754717],0
s4,1,0.381852,0.76473,[ 7 18] ; [16 65],[ 5.4245283 19.5754717] ; [17.5754717 63.4245283],0
s3,1,0.382193,0.763636,[10 15] ; [40 40],[11.9047619 13.0952381] ; [38.0952381 41.9047619],0
s7,1,0.402224,0.701668,[ 7 18] ; [29 49],[ 8.73786408 16.26213592] ; [27.26213592 50.73786408],0
s5,1,0.436872,0.604484,[ 9 15] ; [23 56],[ 7.45631068 16.54368932] ; [24.54368932 54.45631068],0
v4,1,0.482953,0.492188,[22  3] ; [74  6],[22.85714286  2.14285714] ; [73.14285714  6.85714286],0
s8,1,0.498511,0.458104,[ 8 17] ; [32 49],[ 9.43396226 15.56603774] ; [30.56603774 50.43396226],0
u2,1,0.625872,0.2377,[9 5] ; [21 16],[8.23529412 5.76470588] ; [21.76470588 15.23529412],0
a5,1,0.646172,0.21076,[17  8] ; [51 30],[16.03773585  8.96226415] ; [51.96226415 29.03773585],0
p3,1,0.656356,0.197981,[13 12] ; [38 43],[12.02830189 12.97169811] ; [38.97169811 42.02830189],0
a1,1,0.686595,0.162797,[ 1 24] ; [ 2 79],[ 0.70754717 24.29245283] ; [ 2.29245283 78.70754717],0
u3,1,0.723413,0.125246,[7 7] ; [20 16],[7.56 6.44] ; [19.44 16.56],0
a8,1,0.761993,0.091727,[ 1 23] ; [ 2 67],[ 0.77419355 23.22580645] ; [ 2.22580645 66.77419355],0
p6,1,0.769898,0.085561,[ 9 14] ; [29 52],[ 8.40384615 14.59615385] ; [29.59615385 51.40384615],0
b2,1,0.809759,0.057955,[4 7] ; [13 27],[3.66666667 7.33333333] ; [13.33333333 26.66666667],0
b3,1,0.809759,0.057955,[4 7] ; [13 27],[3.66666667 7.33333333] ; [13.33333333 26.66666667],0
d2,1,0.875574,0.024518,[ 7 18] ; [24 57],[ 7.31132075 17.68867925] ; [23.68867925 57.31132075],0
n3,1,0.90261,0.014973,[5 3] ; [12  8],[4.85714286 3.14285714] ; [12.14285714  7.85714286],0
p7,1,0.919948,0.0101,[19  6] ; [57 19],[18.81188119  6.18811881] ; [57.18811881 18.81188119],0
n5,1,0.925116,0.008834,[ 9 16] ; [30 51],[ 9.19811321 15.80188679] ; [29.80188679 51.19811321],0
p5,1,0.934446,0.006765,[ 2 23] ; [ 6 74],[ 1.9047619 23.0952381] ; [ 6.0952381 73.9047619],0
s2,1,0.944449,0.004855,[11 14] ; [35 46],[10.8490566 14.1509434] ; [35.1509434 45.8490566],0
n2,1,1.0,0.0,[6 2] ; [15  5],[6. 2.] ; [15.  5.],0
