Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.011095,6.44998,[15 10] ; [68 13],[19.5754717  5.4245283] ; [63.4245283 17.5754717],0
a6,1,0.012279,6.270187,[10 15] ; [55 26],[15.33018868  9.66981132] ; [49.66981132 31.33018868],0
d3,1,0.012378,6.25586,[13 12] ; [63 18],[17.9245283  7.0754717] ; [58.0754717 22.9245283],0
r1,1,0.018363,5.561227,[13 12] ; [62 19],[17.68867925  7.31132075] ; [57.31132075 23.68867925],0
v2,1,0.028892,4.774048,[ 8 17] ; [44 33],[12.74509804 12.25490196] ; [39.25490196 37.74509804],0
v3,1,0.098113,2.735956,[ 4 21] ; [25 50],[ 7.25 17.75] ; [21.75 53.25],0
b1,1,0.137446,2.206324,[10 15] ; [20 61],[ 7.0754717 17.9245283] ; [22.9245283 58.0754717],0
p2,1,0.148552,2.087059,[18  7] ; [67 12],[20.43269231  4.56730769] ; [64.56730769 14.43269231],0
r2,1,0.177368,1.819543,[20  5] ; [73  8],[21.93396226  3.06603774] ; [71.06603774  9.93396226],0
r4,1,0.181866,1.78231,[18  7] ; [68 13],[20.28301887  4.71698113] ; [65.71698113 15.28301887],0
b5,1,0.183745,1.767072,[13 12] ; [54 27],[15.80188679  9.19811321] ; [51.19811321 29.80188679],0
r3,1,0.198843,1.650852,[21  4] ; [75  6],[22.64150943  2.35849057] ; [73.35849057  7.64150943],0
n1,1,0.200679,1.637427,[4 4] ; [ 5 15],[2.57142857 5.42857143] ; [ 6.42857143 13.57142857],0
p1,1,0.234828,1.411377,[ 3 22] ; [ 4 74],[ 1.69902913 23.30097087] ; [ 5.30097087 72.69902913],0
v1,1,0.236551,1.401033,[ 8 17] ; [35 42],[10.53921569 14.46078431] ; [32.46078431 44.53921569],0
d1,1,0.240713,1.376412,[ 9 16] ; [40 41],[11.55660377 13.44339623] ; [37.44339623 43.55660377],0
p11,1,0.256882,1.285481,[17  8] ; [64 17],[19.10377358  5.89622642] ; [61.89622642 19.10377358],0
a4,1,0.2569,1.285388,[ 4 21] ; [22 59],[ 6.13207547 18.86792453] ; [19.86792453 61.13207547],0
b4,1,0.26924,1.220617,[12 13] ; [49 32],[14.38679245 10.61320755] ; [46.61320755 34.38679245],0
p4,1,0.269649,1.218534,[17  8] ; [45 36],[14.62264151 10.37735849] ; [47.37735849 33.62264151],0
p10,1,0.270659,1.213406,[17  8] ; [63 17],[19.04761905  5.95238095] ; [60.95238095 19.04761905],0
n6,1,0.31281,1.018774,[14 11] ; [53 26],[16.10576923  8.89423077] ; [50.89423077 28.10576923],0
