Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.004445,8.092378,[8 2] ; [ 9 22],[4.14634146 5.85365854] ; [12.85365854 18.14634146],0
v2,1,0.006476,7.412864,[6 4] ; [ 5 26],[2.68292683 7.31707317] ; [ 8.31707317 22.68292683],0
p2,1,0.013724,6.073309,[5 5] ; [ 4 27],[2.19512195 7.80487805] ; [ 6.80487805 24.19512195],0
d5,1,0.020202,5.394379,[9 1] ; [15 16],[5.85365854 4.14634146] ; [18.14634146 12.85365854],0
s6,1,0.05719,3.617058,[5 5] ; [ 6 25],[2.68292683 7.31707317] ; [ 8.31707317 22.68292683],0
p9,1,0.067889,3.333333,[4 6] ; [ 4 26],[2. 8.] ; [ 6. 24.],0
n5,1,0.122624,2.383479,[3 7] ; [18 13],[5.12195122 4.87804878] ; [15.87804878 15.12195122],0
u2,1,0.129714,2.295918,[2 2] ; [ 2 12],[0.88888889 3.11111111] ; [ 3.11111111 10.88888889],0
p4,1,0.18619,1.747513,[4 6] ; [ 6 25],[2.43902439 7.56097561] ; [ 7.56097561 23.43902439],0
p6,1,0.223543,1.481481,[2 8] ; [ 2 28],[1. 9.] ; [ 3. 27.],0
p8,1,0.229654,1.443001,[3 7] ; [ 4 26],[1.75 8.25] ; [ 5.25 24.75],0
v3,1,0.255989,1.290323,[3 6] ; [ 5 26],[1.8 7.2] ; [ 6.2 24.8],0
n1,1,0.271028,1.211538,[2 1] ; [ 6 12],[1.14285714 1.85714286] ; [ 6.85714286 11.14285714],0
p7,1,0.293694,1.10261,[1 9] ; [ 8 23],[2.19512195 7.80487805] ; [ 6.80487805 24.19512195],0
b4,1,0.308301,1.037938,[7 3] ; [16 15],[5.6097561 4.3902439] ; [17.3902439 13.6097561],0
u3,1,0.316233,1.004464,[1 3] ; [ 1 13],[0.44444444 3.55555556] ; [ 1.55555556 12.44444444],0
p3,1,0.335824,0.926307,[3 7] ; [ 5 26],[1.95121951 8.04878049] ; [ 6.04878049 24.95121951],0
a4,1,0.345779,0.888889,[5 5] ; [10 20],[3.75 6.25] ; [11.25 18.75],0
s5,1,0.385717,0.752401,[2 8] ; [ 3 28],[1.2195122 8.7804878] ; [ 3.7804878 27.2195122],0
p11,1,0.391016,0.73578,[4 6] ; [ 8 23],[2.92682927 7.07317073] ; [ 9.07317073 21.92682927],0
n4,1,0.413206,0.669556,[5 5] ; [20 11],[6.09756098 3.90243902] ; [18.90243902 12.09756098],0
b5,1,0.414335,0.666329,[4 6] ; [17 14],[5.12195122 4.87804878] ; [15.87804878 15.12195122],0
a5,1,0.414335,0.666329,[4 6] ; [17 14],[5.12195122 4.87804878] ; [15.87804878 15.12195122],0
a7,1,0.414335,0.666329,[6 4] ; [14 17],[4.87804878 5.12195122] ; [15.12195122 15.87804878],0
v1,1,0.511936,0.430108,[3 7] ; [ 6 24],[2.25 7.75] ; [ 6.75 23.25],0
n6,1,0.558746,0.34188,[4 6] ; [ 9 21],[3.25 6.75] ; [ 9.75 20.25],0
s7,1,0.574171,0.315754,[2 7] ; [ 4 24],[1.45945946 7.54054054] ; [ 4.54054054 23.45945946],0
b2,1,0.618757,0.247619,[2 3] ; [ 6 15],[1.53846154 3.46153846] ; [ 6.46153846 14.53846154],0
b3,1,0.618757,0.247619,[2 3] ; [ 6 15],[1.53846154 3.46153846] ; [ 6.46153846 14.53846154],0
s4,1,0.63349,0.227358,[1 9] ; [ 5 26],[1.46341463 8.53658537] ; [ 4.53658537 26.46341463],0
b1,1,0.643735,0.213891,[6 4] ; [16 15],[5.36585366 4.63414634] ; [16.63414634 14.36585366],0
d3,1,0.654991,0.199665,[5 5] ; [13 18],[4.3902439 5.6097561] ; [13.6097561 17.3902439],0
d1,1,0.79655,0.066468,[4 6] ; [11 20],[3.65853659 6.34146341] ; [11.34146341 19.65853659],0
p1,1,0.807262,0.059516,[1 9] ; [ 4 27],[1.2195122 8.7804878] ; [ 3.7804878 27.2195122],0
a2,1,0.807262,0.059516,[1 9] ; [ 4 27],[1.2195122 8.7804878] ; [ 3.7804878 27.2195122],0
a3,1,0.853493,0.034101,[6 4] ; [17 13],[5.75 4.25] ; [17.25 12.75],0
a6,1,0.929299,0.007873,[5 5] ; [16 15],[5.12195122 4.87804878] ; [15.87804878 15.12195122],0
s2,1,0.964295,0.002004,[2 8] ; [ 6 25],[1.95121951 8.04878049] ; [ 6.04878049 24.95121951],0
s3,1,1.0,0.0,[3 7] ; [ 9 21],[3. 7.] ; [ 9. 21.],0
d2,1,1.0,0.0,[5 5] ; [15 15],[5. 5.] ; [15. 15.],0
a8,1,1.0,0.0,[1 9] ; [ 3 27],[1. 9.] ; [ 3. 27.],0
