Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,49.75006,[15 32] ; [98 14],[33.40251572 13.59748428] ; [79.59748428 32.40251572],1
s4,1,0.017708,5.624849,[16 31] ; [19 93],[10.34591195 36.65408805] ; [24.65408805 87.34591195],0
r1,1,0.021732,5.267111,[28 19] ; [86 25],[33.91139241 13.08860759] ; [80.08860759 30.91139241],0
p6,1,0.026073,4.95115,[ 9 37] ; [42 69],[14.94267516 31.05732484] ; [36.05732484 74.94267516],0
b3,1,0.028267,4.81172,[ 2 17] ; [23 39],[ 5.86419753 13.13580247] ; [19.13580247 42.86419753],0
b2,1,0.028267,4.81172,[ 2 17] ; [23 39],[ 5.86419753 13.13580247] ; [19.13580247 42.86419753],0
a8,1,0.032626,4.5653,[ 1 42] ; [14 83],[ 4.60714286 38.39285714] ; [10.39285714 86.60714286],0
n1,1,0.034079,4.49075,[ 4 12] ; [22 17],[7.56363636 8.43636364] ; [18.43636364 20.56363636],0
s8,1,0.035011,4.44464,[13 33] ; [52 60],[18.92405063 27.07594937] ; [46.07594937 65.92405063],0
p10,1,0.046605,3.959577,[21 24] ; [71 40],[26.53846154 18.46153846] ; [65.46153846 45.53846154],0
p5,1,0.05425,3.704984,[ 1 46] ; [13 99],[ 4.13836478 42.86163522] ; [  9.86163522 102.13836478],0
v1,1,0.056037,3.650954,[14 31] ; [54 59],[19.36708861 25.63291139] ; [48.63291139 64.36708861],0
p9,1,0.068206,3.325687,[24 20] ; [77 33],[28.85714286 15.14285714] ; [72.14285714 37.85714286],0
p8,1,0.070908,3.261872,[11 35] ; [44 69],[15.91194969 30.08805031] ; [39.08805031 73.91194969],0
r3,1,0.077851,3.109198,[44  3] ; [93 19],[40.49685535  6.50314465] ; [96.50314465 15.49685535],0
s7,1,0.125436,2.348094,[17 27] ; [54 49],[21.25170068 22.74829932] ; [49.74829932 53.25170068],0
p4,1,0.190312,1.715203,[20 26] ; [61 50],[23.73248408 22.26751592] ; [57.26751592 53.73248408],0
p1,1,0.194417,1.683822,[ 2 45] ; [ 12 101],[ 4.1125 42.8875] ; [  9.8875 103.1125],0
p3,1,0.198013,1.656969,[15 32] ; [48 64],[18.62264151 28.37735849] ; [44.37735849 67.62264151],0
n2,1,0.230961,1.43493,[10  6] ; [32  9],[11.78947368  4.21052632] ; [30.21052632 10.78947368],0
