Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,29.215558,[43  8] ; [ 70 100],[26.07692308 24.92307692] ; [86.92307692 83.07692308],1
p8,1,0.00011,14.953629,[33 20] ; [ 56 116],[20.96444444 32.03555556] ; [ 68.03555556 103.96444444],1
p3,1,0.000589,11.811752,[28 25] ; [ 48 127],[17.66666667 35.33333333] ; [ 58.33333333 116.66666667],1
p4,1,0.001126,10.608149,[34 19] ; [ 67 106],[23.68584071 29.31415929] ; [77.31415929 95.68584071],0
b3,1,0.004489,8.074555,[15 14] ; [25 78],[ 8.78787879 20.21212121] ; [31.21212121 71.78787879],0
b2,1,0.004489,8.074555,[15 14] ; [25 78],[ 8.78787879 20.21212121] ; [31.21212121 71.78787879],0
p5,1,0.010577,6.535111,[ 9 44] ; [ 10 162],[ 4.47555556 48.52444444] ; [ 14.52444444 157.47555556],0
s7,1,0.01877,5.522841,[25 27] ; [ 50 115],[17.97235023 34.02764977] ; [ 57.02764977 107.97235023],0
r3,1,0.023044,5.165174,[49  4] ; [137  37],[43.42731278  9.57268722] ; [142.57268722  31.42731278],0
s8,1,0.025185,5.011122,[19 33] ; [ 37 137],[12.88495575 39.11504425] ; [ 43.11504425 130.88495575],0
s2,1,0.030929,4.656901,[27 26] ; [ 60 114],[20.31277533 32.68722467] ; [ 66.68722467 107.31277533],0
p2,1,0.032527,4.570479,[45  8] ; [122  52],[38.99118943 14.00881057] ; [128.00881057  45.99118943],0
s6,1,0.035328,4.429228,[33 17] ; [85 88],[26.4573991 23.5426009] ; [91.5426009 81.4573991],0
s5,1,0.038781,4.270418,[17 32] ; [ 35 136],[11.58181818 37.41818182] ; [ 40.41818182 130.58181818],0
v4,1,0.042514,4.114626,[50  3] ; [144  29],[45.49557522  7.50442478] ; [148.50442478  24.49557522],0
p11,1,0.050502,3.824704,[41 12] ; [110  65],[35.10087719 17.89912281] ; [115.89912281  59.10087719],0
p12,1,0.07115,3.256285,[ 4 49] ; [  4 169],[ 1.87610619 51.12389381] ; [  6.12389381 166.87610619],0
r2,1,0.099528,2.713095,[47  5] ; [141  34],[43.0660793  8.9339207] ; [144.9339207  30.0660793],0
r4,1,0.103414,2.652091,[43 10] ; [122  53],[38.35526316 14.64473684] ; [126.64473684  48.35526316],0
a4,1,0.133288,2.253789,[18 34] ; [ 42 132],[13.80530973 38.19469027] ; [ 46.19469027 127.80530973],0
a8,1,0.144578,2.128543,[11 41] ; [ 21 142],[ 7.73953488 44.26046512] ; [ 24.26046512 138.73953488],0
v1,1,0.162588,1.949986,[14 39] ; [ 63 108],[18.21875 34.78125] ; [ 58.78125 112.21875],0
p9,1,0.178149,1.812996,[41 12] ; [115  55],[37.07623318 15.92376682] ; [118.92376682  51.07623318],0
b5,1,0.20849,1.581883,[36 17] ; [102  73],[32.07894737 20.92105263] ; [105.92105263  69.07894737],0
r1,1,0.218948,1.511252,[34 19] ; [95 79],[30.11894273 22.88105727] ; [98.88105727 75.11894273],0
p1,1,0.267458,1.229738,[ 7 46] ; [ 14 158],[ 4.94666667 48.05333333] ; [ 16.05333333 155.94666667],0
b4,1,0.325873,0.96523,[25 28] ; [96 79],[28.12719298 24.87280702] ; [92.87280702 82.12719298],0
b1,1,0.335499,0.927554,[27 26] ; [76 99],[23.94298246 29.05701754] ; [79.05701754 95.94298246],0
n6,1,0.34249,0.901087,[41 12] ; [123  51],[38.2907489 14.7092511] ; [125.7092511  48.2907489],0
s1,1,0.352435,0.86467,[ 2 50] ; [ 13 160],[ 3.46666667 48.53333333] ; [ 11.53333333 161.46666667],0
a7,1,0.376522,0.782027,[33 19] ; [99 76],[30.23788546 21.76211454] ; [101.76211454  73.23788546],0
d3,1,0.378328,0.776127,[20 31] ; [ 57 118],[17.37610619 33.62389381] ; [ 59.62389381 115.37610619],0
p10,1,0.387363,0.747205,[35 16] ; [106  65],[32.39189189 18.60810811] ; [108.60810811  62.39189189],0
u2,1,0.413749,0.668003,[14 12] ; [38 47],[12.18018018 13.81981982] ; [39.81981982 45.18018018],0
d2,1,0.414126,0.666924,[ 8 45] ; [ 35 139],[10.03964758 42.96035242] ; [ 32.96035242 141.03964758],0
a5,1,0.47704,0.505622,[24 29] ; [89 86],[26.26754386 26.73245614] ; [86.73245614 88.26754386],0
n3,1,0.525108,0.403849,[10  7] ; [33 16],[11.07575758  5.92424242] ; [31.92424242 17.07575758],0
n2,1,0.538795,0.377778,[13  4] ; [35 16],[12.  5.] ; [36. 15.],0
