Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,23.772158,[20  5] ; [10 38],[10.2739726 14.7260274] ; [19.7260274 28.2739726],1
r4,1,0.113605,2.503343,[14 11] ; [18 31],[10.81081081 14.18918919] ; [21.18918919 27.81081081],0
v1,1,0.140217,2.175577,[10 15] ; [11 36],[ 7.29166667 17.70833333] ; [13.70833333 33.29166667],0
a5,1,0.146449,2.108852,[ 9 16] ; [10 39],[ 6.41891892 18.58108108] ; [12.58108108 36.41891892],0
b3,1,0.147759,2.095238,[ 2 14] ; [ 9 19],[ 4. 12.] ; [ 7. 21.],0
b2,1,0.147759,2.095238,[ 2 14] ; [ 9 19],[ 4. 12.] ; [ 7. 21.],0
s4,1,0.15425,2.029714,[ 7 18] ; [ 7 42],[ 4.72972973 20.27027027] ; [ 9.27027027 39.72972973],0
p9,1,0.156164,2.010986,[20  5] ; [30 17],[17.36111111  7.63888889] ; [32.63888889 14.36111111],0
a3,1,0.159512,1.978847,[12 13] ; [15 33],[ 9.24657534 15.75342466] ; [17.75342466 30.24657534],0
a1,1,0.199302,1.647479,[ 3 22] ; [ 2 47],[ 1.68918919 23.31081081] ; [ 3.31081081 45.68918919],0
n6,1,0.203715,1.615536,[19  6] ; [30 19],[16.55405405  8.44594595] ; [32.44594595 16.55405405],0
d2,1,0.206209,1.597847,[ 3 22] ; [12 37],[ 5.06756757 19.93243243] ; [ 9.93243243 39.06756757],0
n3,1,0.215327,1.535244,[3 3] ; [16  5],[4.22222222 1.77777778] ; [14.77777778  6.22222222],0
n2,1,0.326109,0.964286,[5 1] ; [13  8],[4. 2.] ; [14.  7.],0
a6,1,0.350533,0.871525,[12 13] ; [18 31],[10.13513514 14.86486486] ; [19.86486486 29.13513514],0
a7,1,0.350533,0.871525,[12 13] ; [18 31],[10.13513514 14.86486486] ; [19.86486486 29.13513514],0
p11,1,0.368991,0.80706,[16  9] ; [26 23],[14.18918919 10.81081081] ; [27.81081081 21.18918919],0
b1,1,0.368991,0.80706,[ 9 16] ; [23 26],[10.81081081 14.18918919] ; [21.18918919 27.81081081],0
p12,1,0.494653,0.466389,[ 2 23] ; [ 2 46],[ 1.36986301 23.63013699] ; [ 2.63013699 45.36986301],0
r3,1,0.516112,0.421655,[19  6] ; [33 15],[17.80821918  7.19178082] ; [34.19178082 13.80821918],0
n4,1,0.570062,0.322579,[15 10] ; [26 23],[13.85135135 11.14864865] ; [27.14864865 21.85135135],0
p1,1,0.578071,0.309363,[ 2 23] ; [ 6 43],[ 2.7027027 22.2972973] ; [ 5.2972973 43.7027027],0
p6,1,0.598327,0.277526,[ 6 19] ; [ 9 39],[ 5.1369863 19.8630137] ; [ 9.8630137 38.1369863],0
p5,1,0.613631,0.254921,[ 3 22] ; [ 4 44],[ 2.39726027 22.60273973] ; [ 4.60273973 43.39726027],0
d1,1,0.623029,0.241633,[ 1 24] ; [ 1 48],[ 0.67567568 24.32432432] ; [ 1.32432432 47.67567568],0
n5,1,0.639588,0.219282,[16  9] ; [34 15],[16.89189189  8.10810811] ; [33.10810811 15.89189189],0
s1,1,0.70254,0.145843,[ 1 24] ; [ 3 46],[ 1.35135135 23.64864865] ; [ 2.64864865 46.35135135],0
v3,1,0.800183,0.064065,[ 4 21] ; [ 9 40],[ 4.39189189 20.60810811] ; [ 8.60810811 40.39189189],0
b4,1,0.805852,0.060408,[13 12] ; [24 25],[12.5 12.5] ; [24.5 24.5],0
a4,1,0.813963,0.055374,[ 3 22] ; [ 5 44],[ 2.7027027 22.2972973] ; [ 5.2972973 43.7027027],0
r2,1,0.908384,0.013243,[16  8] ; [32 17],[15.78082192  8.21917808] ; [32.21917808 16.78082192],0
v2,1,1.0,0.0,[ 5 19] ; [10 38],[ 5. 19.] ; [10. 38.],0
