Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,46.820186,[ 73 131] ; [75 21],[100.64 103.36] ; [47.36 48.64],1
v1,1,0.000133,14.601142,[ 87 122] ; [62 33],[102.4375 106.5625] ; [46.5625 48.4375],1
s7,1,0.000397,12.547831,[ 72 133] ; [51 38],[ 85.76530612 119.23469388] ; [37.23469388 51.76530612],1
r1,1,0.000736,11.396908,[141  72] ; [83 15],[153.414791  59.585209] ; [70.585209 27.414791],1
p3,1,0.000853,11.122174,[ 83 130] ; [57 39],[ 96.50485437 116.49514563] ; [43.49514563 52.50485437],1
a3,1,0.001308,10.331178,[113 101] ; [70 27],[125.92282958  88.07717042] ; [57.07717042 39.92282958],0
r4,1,0.001517,10.057283,[174  40] ; [93  5],[183.13461538  30.86538462] ; [83.86538462 14.13461538],0
s8,1,0.01794,5.602001,[ 65 148] ; [43 54],[ 74.20645161 138.79354839] ; [33.79354839 63.20645161],0
n5,1,0.020752,5.347542,[142  68] ; [78 19],[150.48859935  59.51140065] ; [69.51140065 27.48859935],0
p6,1,0.021197,5.310517,[ 60 149] ; [40 55],[ 68.75 140.25] ; [31.25 63.75],0
p5,1,0.023038,5.165618,[ 17 195] ; [16 80],[ 22.71428571 189.28571429] ; [10.28571429 85.71428571],0
n4,1,0.026533,4.920947,[146  68] ; [78 19],[154.13504823  59.86495177] ; [69.86495177 27.13504823],0
r2,1,0.028707,4.78507,[181  28] ; [93  5],[186.53420195  22.46579805] ; [87.46579805 10.53420195],0
p7,1,0.057093,3.619881,[121  85] ; [66 28],[128.40666667  77.59333333] ; [58.59333333 35.40666667],0
n6,1,0.057686,3.602696,[167  45] ; [86 12],[173.01935484  38.98064516] ; [79.98064516 18.01935484],0
s2,1,0.065203,3.399828,[ 78 134] ; [46 50],[ 85.35064935 126.64935065] ; [38.64935065 57.35064935],0
a5,1,0.093079,2.820303,[115  99] ; [62 35],[121.79421222  92.20578778] ; [55.20578778 41.79421222],0
p1,1,0.122066,2.390607,[ 15 196] ; [12 84],[ 18.55700326 192.44299674] ; [ 8.44299674 87.55700326],0
b2,1,0.146991,2.103203,[37 84] ; [26 37],[41.42934783 79.57065217] ; [21.57065217 41.42934783],0
b3,1,0.146991,2.103203,[37 84] ; [26 37],[41.42934783 79.57065217] ; [21.57065217 41.42934783],0
v4,1,0.154934,2.022989,[195  15] ; [95  3],[197.72727273  12.27272727] ; [92.27272727  5.72727273],0
r3,1,0.159962,1.974588,[197  15] ; [95  3],[199.69032258  12.30967742] ; [92.30967742  5.69032258],0
p4,1,0.16262,1.949693,[100 112] ; [53 42],[105.65472313 106.34527687] ; [47.34527687 47.65472313],0
p12,1,0.166396,1.915118,[ 11 199] ; [ 9 86],[ 13.7704918 196.2295082] ; [ 6.2295082 88.7704918],0
a2,1,0.175907,1.831866,[ 11 203] ; [ 9 89],[ 13.71794872 200.28205128] ; [ 6.28205128 91.71794872],0
s6,1,0.226239,1.464353,[124  85] ; [62 31],[128.7218543  80.2781457] ; [57.2781457 35.7218543],0
s4,1,0.231788,1.429855,[ 38 174] ; [12 84],[ 34.41558442 177.58441558] ; [15.58441558 80.41558442],0
p10,1,0.233752,1.417886,[167  43] ; [81 14],[170.75409836  39.24590164] ; [77.24590164 17.75409836],0
s5,1,0.2709,1.212182,[ 54 153] ; [30 63],[ 57.96 149.04] ; [26.04 66.96],0
a8,1,0.3558,0.852664,[ 30 172] ; [10 82],[ 27.4829932 174.5170068] ; [12.5170068 79.4829932],0
b5,1,0.426469,0.632421,[126  88] ; [53 45],[122.77564103  91.22435897] ; [56.22435897 41.77564103],0
s3,1,0.436328,0.605922,[106 106] ; [51 42],[109.12786885 102.87213115] ; [47.87213115 45.12786885],0
b4,1,0.446461,0.579621,[119  95] ; [59 39],[122.08974359  91.91025641] ; [55.91025641 42.08974359],0
n1,1,0.456254,0.555069,[22 33] ; [9 9],[23.35616438 31.64383562] ; [ 7.64383562 10.35616438],0
p2,1,0.482883,0.492344,[177  35] ; [77 19],[174.83116883  37.16883117] ; [79.16883117 16.83116883],0
u2,1,0.527482,0.39924,[54 46] ; [17 11],[55.46875 44.53125] ; [15.53125 12.46875],0
u1,1,0.575806,0.313063,[  8 206] ; [ 5 93],[  8.91666667 205.08333333] ; [ 4.08333333 93.91666667],0
a4,1,0.581743,0.303426,[ 53 160] ; [27 70],[ 54.96774194 158.03225806] ; [25.03225806 71.96774194],0
p8,1,0.629597,0.232608,[107 102] ; [52 44],[108.95409836 100.04590164] ; [50.04590164 45.95409836],0
