Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.00043,12.395804,[47 22] ; [ 4 14],[40.44827586 28.55172414] ; [10.55172414  7.44827586],1
n4,1,0.001657,9.895085,[56 13] ; [ 8 10],[50.75862069 18.24137931] ; [13.24137931  4.75862069],0
p3,1,0.002113,9.448722,[38 31] ; [ 2 14],[32.47058824 36.52941176] ; [7.52941176 8.47058824],0
v3,1,0.007726,7.095901,[37 32] ; [ 3 14],[32.09302326 36.90697674] ; [7.90697674 9.09302326],0
b1,1,0.012115,6.293952,[27 42] ; [13  5],[31.72413793 37.27586207] ; [8.27586207 9.72413793],0
d4,1,0.020088,5.404256,[59 10] ; [11  7],[55.51724138 13.48275862] ; [14.48275862  3.51724138],0
r3,1,0.031739,4.612548,[65  4] ; [14  4],[62.65517241  6.34482759] ; [16.34482759  1.65517241],0
n5,1,0.050822,3.81413,[51 18] ; [9 9],[47.5862069 21.4137931] ; [12.4137931  5.5862069],0
r2,1,0.060465,3.52458,[56 11] ; [10  6],[53.27710843 13.72289157] ; [12.72289157  3.27710843],0
d3,1,0.069254,3.300624,[50 19] ; [9 9],[46.79310345 22.20689655] ; [12.20689655  5.79310345],0
p10,1,0.074203,3.1875,[51 17] ; [9 8],[48. 20.] ; [12.  5.],0
p8,1,0.079496,3.075179,[33 34] ; [ 4 12],[29.86746988 37.13253012] ; [7.13253012 8.86746988],0
p4,1,0.081621,3.03233,[40 28] ; [ 6 11],[36.8 31.2] ; [9.2 7.8],0
p2,1,0.099917,2.70687,[54 15] ; [10  7],[51.34883721 17.65116279] ; [12.65116279  4.34883721],0
v1,1,0.12497,2.353905,[45 22] ; [8 9],[42.27380952 24.72619048] ; [10.72619048  6.27380952],0
s4,1,0.183903,1.765801,[10 59] ; [ 5 13],[11.89655172 57.10344828] ; [ 3.10344828 14.89655172],0
b4,1,0.191584,1.705398,[46 23] ; [9 9],[43.62068966 25.37931034] ; [11.37931034  6.62068966],0
p9,1,0.196119,1.671041,[55 13] ; [12  6],[52.97674419 15.02325581] ; [14.02325581  3.97674419],0
u2,1,0.215869,1.531624,[10 14] ; [3 1],[11.14285714 12.85714286] ; [1.85714286 2.14285714],0
a4,1,0.219125,1.510094,[26 43] ; [ 4 14],[23.79310345 45.20689655] ; [ 6.20689655 11.79310345],0
s6,1,0.227133,1.458729,[42 22] ; [9 9],[39.80487805 24.19512195] ; [11.19512195  6.80487805],0
n3,1,0.247656,1.33648,[15  6] ; [9 1],[16.25806452  4.74193548] ; [7.74193548 2.25806452],0
u3,1,0.249323,1.327095,[11 14] ; [3 1],[12.06896552 12.93103448] ; [1.93103448 2.06896552],0
d1,1,0.25394,1.301499,[41 28] ; [ 8 10],[38.86206897 30.13793103] ; [10.13793103  7.86206897],0
a3,1,0.261487,1.26087,[44 25] ; [14  4],[46. 23.] ; [12.  6.],0
a7,1,0.286357,1.136672,[44 25] ; [9 9],[42.03448276 26.96551724] ; [10.96551724  7.03448276],0
p11,1,0.305969,1.047995,[54 15] ; [12  6],[52.34482759 16.65517241] ; [13.65517241  4.34482759],0
a2,1,0.309602,1.032375,[10 59] ; [ 1 17],[ 8.72413793 60.27586207] ; [ 2.27586207 15.72413793],0
s8,1,0.373717,0.791267,[27 42] ; [ 5 13],[25.37931034 43.62068966] ; [ 6.62068966 11.37931034],0
p5,1,0.375065,0.786815,[ 9 60] ; [ 1 17],[ 7.93103448 61.06896552] ; [ 2.06896552 15.93103448],0
