Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,37.000272,[ 5 98] ; [13 12],[14.484375 88.515625] ; [ 3.515625 21.484375],1
p4,1,0.000177,14.062214,[25 76] ; [16  9],[32.86507937 68.13492063] ; [ 8.13492063 16.86507937],1
s6,1,0.001114,10.627075,[30 73] ; [16  9],[37.015625 65.984375] ; [ 8.984375 16.015625],0
n6,1,0.006635,7.36921,[56 47] ; [21  4],[61.9609375 41.0390625] ; [15.0390625  9.9609375],0
p9,1,0.013367,6.119814,[40 59] ; [17  8],[45.50806452 53.49193548] ; [11.49193548 13.50806452],0
p8,1,0.016315,5.768554,[24 77] ; [12 13],[28.85714286 72.14285714] ; [ 7.14285714 17.85714286],0
p10,1,0.028969,4.769475,[36 64] ; [15 10],[40.8 59.2] ; [10.2 14.8],0
r1,1,0.033188,4.53604,[58 44] ; [20  5],[62.64566929 39.35433071] ; [15.35433071  9.64566929],0
p6,1,0.034531,4.468226,[14 86] ; [ 8 17],[17.6 82.4] ; [ 4.4 20.6],0
u1,1,0.040277,4.206176,[ 7 97] ; [ 5 20],[ 9.6744186 94.3255814] ; [ 2.3255814 22.6744186],0
p3,1,0.086281,2.942422,[27 75] ; [11 14],[30.51968504 71.48031496] ; [ 7.48031496 17.51968504],0
s5,1,0.089448,2.884277,[14 87] ; [ 7 18],[16.83333333 84.16666667] ; [ 4.16666667 20.83333333],0
u2,1,0.107847,2.585491,[12 31] ; [5 4],[14.05769231 28.94230769] ; [2.94230769 6.05769231],0
p5,1,0.116139,2.468631,[ 4 97] ; [ 3 22],[ 5.61111111 95.38888889] ; [ 1.38888889 23.61111111],0
n2,1,0.138643,2.192954,[21 20] ; [11  4],[23.42857143 17.57142857] ; [8.57142857 6.42857143],0
n1,1,0.153675,2.035385,[15 24] ; [9 6],[17.33333333 21.66666667] ; [6.66666667 8.33333333],0
v4,1,0.155926,2.013299,[77 26] ; [22  3],[79.6640625 23.3359375] ; [19.3359375  5.6640625],0
r3,1,0.204887,1.607192,[69 34] ; [20  5],[71.6171875 31.3828125] ; [17.3828125  7.6171875],0
n3,1,0.210393,1.568721,[23 16] ; [6 9],[20.94444444 18.05555556] ; [8.05555556 6.94444444],0
r4,1,0.218767,1.51244,[61 43] ; [18  7],[63.68992248 40.31007752] ; [15.31007752  9.68992248],0
b2,1,0.260919,1.263875,[22 37] ; [ 3 11],[20.20547945 38.79452055] ; [4.79452055 9.20547945],0
b3,1,0.260919,1.263875,[22 37] ; [ 3 11],[20.20547945 38.79452055] ; [4.79452055 9.20547945],0
v2,1,0.268856,1.222574,[36 65] ; [ 6 19],[33.66666667 67.33333333] ; [ 8.33333333 16.66666667],0
p12,1,0.2733,1.200111,[  1 102] ; [ 1 24],[  1.609375 101.390625] ; [ 0.390625 24.609375],0
a4,1,0.280437,1.164971,[37 65] ; [12 13],[39.35433071 62.64566929] ; [ 9.64566929 15.35433071],0
u3,1,0.283471,1.150373,[16 28] ; [5 4],[17.43396226 26.56603774] ; [3.56603774 5.43396226],0
b1,1,0.284354,1.146163,[50 54] ; [15 10],[52.40310078 51.59689922] ; [12.59689922 12.40310078],0
d3,1,0.297076,1.087275,[54 49] ; [16  9],[56.328125 46.671875] ; [13.671875 11.328125],0
a5,1,0.303796,1.057456,[59 45] ; [17  8],[61.27131783 42.72868217] ; [14.72868217 10.27131783],0
p2,1,0.34668,0.885574,[51 52] ; [15 10],[53.109375 49.890625] ; [12.890625 12.109375],0
d1,1,0.380919,0.767733,[44 60] ; [13 12],[45.95348837 58.04651163] ; [11.04651163 13.95348837],0
b4,1,0.416362,0.660562,[53 51] ; [15 10],[54.82170543 49.17829457] ; [13.17829457 11.82170543],0
a1,1,0.434624,0.610436,[ 9 95] ; [ 1 24],[ 8.0620155 95.9379845] ; [ 1.9379845 23.0620155],0
a2,1,0.440072,0.596093,[18 86] ; [ 6 19],[19.34883721 84.65116279] ; [ 4.65116279 20.34883721],0
