Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,37.000272,[ 5 98] ; [13 12],[14.484375 88.515625] ; [ 3.515625 21.484375],1
v1,1,0.449644,0.571548,[33 70] ; [10 15],[34.6015625 68.3984375] ; [ 8.3984375 16.6015625],0
d4,1,0.449828,0.571086,[71 33] ; [19  6],[72.55813953 31.44186047] ; [17.44186047  7.55813953],0
n5,1,0.471353,0.518802,[62 41] ; [17  8],[63.5703125 39.4296875] ; [15.4296875  9.5703125],0
d5,1,0.504985,0.444444,[72 32] ; [19  6],[73.36434109 30.63565891] ; [17.63565891  7.36434109],0
a3,1,0.512511,0.428937,[60 41] ; [16  8],[61.408 39.592] ; [14.592  9.408],0
r2,1,0.541903,0.372024,[83 17] ; [22  3],[84. 16.] ; [21.  4.],0
b5,1,0.549201,0.358751,[65 39] ; [14 11],[63.68992248 40.31007752] ; [15.31007752  9.68992248],0
s3,1,0.659612,0.193995,[24 77] ; [ 7 18],[24.84920635 76.15079365] ; [ 6.15079365 18.84920635],0
p1,1,0.677967,0.172424,[ 6 98] ; [ 2 23],[ 6.4496124 97.5503876] ; [ 1.5503876 23.4496124],0
s1,1,0.718804,0.129642,[ 6 97] ; [ 1 24],[ 5.6328125 97.3671875] ; [ 1.3671875 23.6328125],0
s4,1,0.742237,0.10817,[14 90] ; [ 4 21],[14.51162791 89.48837209] ; [ 3.48837209 21.51162791],0
n4,1,0.793635,0.068431,[63 40] ; [16  9],[63.5703125 39.4296875] ; [15.4296875  9.5703125],0
a8,1,0.805533,0.060611,[10 86] ; [ 2 21],[ 9.68067227 86.31932773] ; [ 2.31932773 20.68067227],0
v3,1,0.821631,0.050826,[27 72] ; [ 6 18],[26.56097561 72.43902439] ; [ 6.43902439 17.56097561],0
a6,1,0.846099,0.037674,[56 48] ; [14 11],[56.43410853 47.56589147] ; [13.56589147 11.43410853],0
d2,1,0.883163,0.021598,[47 56] ; [11 14],[46.671875 56.328125] ; [11.328125 13.671875],0
p7,1,0.927495,0.00828,[41 59] ; [10 15],[40.8 59.2] ; [10.2 14.8],0
a7,1,0.994207,5.3e-05,[66 37] ; [16  9],[65.984375 37.015625] ; [16.015625  8.984375],0
