Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,29.947572,[33 44] ; [228  75],[52.88684211 24.11315789] ; [208.11315789  94.88684211],1
p10,1,5e-06,20.948695,[43 35] ; [237  58],[58.55227882 19.44772118] ; [221.44772118  73.55227882],1
p9,1,7.7e-05,15.629714,[49 29] ; [249  50],[61.65517241 16.34482759] ; [236.34482759  62.65517241],1
n4,1,0.000155,14.311246,[41 38] ; [224  79],[54.80366492 24.19633508] ; [210.19633508  92.80366492],1
s6,1,0.000551,11.935172,[36 43] ; [197  98],[49.21657754 29.78342246] ; [183.78342246 111.21657754],1
b1,1,0.005611,7.671268,[42 37] ; [110 195],[31.27083333 47.72916667] ; [120.72916667 184.27083333],0
p11,1,0.011456,6.393175,[52 27] ; [242  63],[60.484375 18.515625] ; [233.515625  71.484375],0
p5,1,0.011733,6.350776,[ 2 76] ; [ 37 264],[ 8.02638522 69.97361478] ; [ 30.97361478 270.02638522],0
b3,1,0.014433,5.98443,[ 6 34] ; [ 60 112],[12.45283019 27.54716981] ; [ 53.54716981 118.45283019],0
b2,1,0.014433,5.98443,[ 6 34] ; [ 60 112],[12.45283019 27.54716981] ; [ 53.54716981 118.45283019],0
r2,1,0.014961,5.921006,[65 13] ; [279  23],[70.61052632  7.38947368] ; [273.38947368  28.61052632],0
p2,1,0.022325,5.220292,[55 24] ; [245  56],[62.36842105 16.63157895] ; [237.63157895  63.36842105],0
s5,1,0.023397,5.138771,[13 62] ; [ 89 203],[20.84468665 54.15531335] ; [ 81.15531335 210.84468665],0
s8,1,0.035533,4.419363,[19 60] ; [111 192],[26.88481675 52.11518325] ; [103.11518325 199.88481675],0
u2,1,0.048785,3.882724,[23 12] ; [63 71],[17.81065089 17.18934911] ; [68.18934911 65.81065089],0
r4,1,0.049873,3.84574,[65 14] ; [275  30],[69.94791667  9.05208333] ; [270.05208333  34.94791667],0
s7,1,0.050801,3.814817,[23 51] ; [126 163],[30.37465565 43.62534435] ; [118.62534435 170.37465565],0
p7,1,0.058926,3.567369,[39 37] ; [187 109],[46.17204301 29.82795699] ; [179.82795699 116.17204301],0
p6,1,0.06161,3.49351,[17 60] ; [ 99 200],[23.75531915 53.24468085] ; [ 92.24468085 206.75531915],0
u3,1,0.082433,3.016258,[23 12] ; [66 68],[18.43195266 16.56804734] ; [70.56804734 63.43195266],0
p4,1,0.089062,2.891248,[32 46] ; [156 145],[38.69129288 39.30870712] ; [149.30870712 151.69129288],0
v4,1,0.09981,2.708579,[69  8] ; [287  16],[72.13684211  4.86315789] ; [283.86315789  19.13684211],0
p3,1,0.118395,2.438431,[28 51] ; [137 166],[34.12303665 44.87696335] ; [130.87696335 172.12303665],0
v2,1,0.135653,2.226593,[30 43] ; [149 144],[35.70218579 37.29781421] ; [143.29781421 149.70218579],0
v3,1,0.135953,2.223179,[19 55] ; [105 197],[24.40425532 49.59574468] ; [ 99.59574468 202.40425532],0
b4,1,0.150703,2.065123,[39 40] ; [178 127],[44.64322917 34.35677083] ; [172.35677083 132.64322917],0
a6,1,0.151575,2.056325,[52 27] ; [173 131],[46.40992167 32.59007833] ; [178.59007833 125.40992167],0
p12,1,0.202277,1.625854,[ 2 75] ; [ 19 281],[ 4.28912467 72.71087533] ; [ 16.71087533 283.28912467],0
p8,1,0.249215,1.327697,[32 46] ; [145 155],[36.52380952 41.47619048] ; [140.47619048 159.52380952],0
v1,1,0.265963,1.237451,[32 45] ; [145 153],[36.344 40.656] ; [140.656 157.344],0
a7,1,0.335041,0.929313,[48 31] ; [201 101],[51.62992126 27.37007874] ; [197.37007874 104.62992126],0
a1,1,0.354833,0.856096,[ 4 75] ; [  9 296],[ 2.67447917 76.32552083] ; [ 10.32552083 294.67447917],0
a2,1,0.356888,0.848814,[ 3 76] ; [ 20 285],[ 4.73177083 74.26822917] ; [ 18.26822917 286.73177083],0
s2,1,0.390914,0.736096,[30 49] ; [130 170],[33.35092348 45.64907652] ; [126.64907652 173.35092348],0
p1,1,0.394863,0.723915,[ 8 70] ; [ 22 278],[ 6.19047619 71.80952381] ; [ 23.80952381 276.19047619],0
