Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1.7e-05,18.443753,[61 75] ; [20 87],[45.33333333 90.66666667] ; [35.66666667 71.33333333],1
s3,1,3.8e-05,16.988594,[67 66] ; [26 81],[51.5375 81.4625] ; [41.4625 65.5375],1
s5,1,0.000936,10.949276,[44 92] ; [15 92],[ 33.02057613 102.97942387] ; [25.97942387 81.02057613],1
s7,1,0.001963,9.583779,[44 88] ; [15 83],[33.86086957 98.13913043] ; [25.13913043 72.86086957],0
d4,1,0.006119,7.514979,[118  19] ; [77 30],[109.48770492  27.51229508] ; [85.51229508 21.48770492],0
b4,1,0.006698,7.35229,[89 48] ; [51 56],[78.60655738 58.39344262] ; [61.39344262 45.60655738],0
a7,1,0.017614,5.634168,[109  28] ; [70 36],[100.91769547  36.08230453] ; [78.08230453 27.91769547],0
d3,1,0.021216,5.308953,[101  36] ; [64 43],[92.64344262 44.35655738] ; [72.35655738 34.64344262],0
r4,1,0.023805,5.10879,[123  14] ; [85 22],[116.78688525  20.21311475] ; [91.21311475 15.78688525],0
p9,1,0.03479,4.455434,[115  20] ; [78 27],[108.5625  26.4375] ; [84.4375 20.5625],0
n6,1,0.044634,4.032401,[116  21] ; [78 27],[109.82644628  27.17355372] ; [84.17355372 20.82644628],0
p12,1,0.061534,3.495541,[ 12 125] ; [  3 101],[  8.52697095 128.47302905] ; [ 6.47302905 97.52697095],0
p4,1,0.071614,3.245635,[85 52] ; [53 52],[78.12396694 58.87603306] ; [59.87603306 45.12396694],0
d1,1,0.079535,3.074368,[82 55] ; [52 55],[75.23770492 61.76229508] ; [58.76229508 48.23770492],0
s4,1,0.122505,2.385,[ 20 114] ; [ 9 98],[ 16.12448133 117.87551867] ; [12.87551867 94.12448133],0
d5,1,0.131785,2.271352,[111  26] ; [78 29],[106.11885246  30.88114754] ; [82.88114754 24.11885246],0
p6,1,0.155876,2.013784,[45 87] ; [26 76],[40.05128205 91.94871795] ; [30.94871795 71.05128205],0
p10,1,0.172799,1.858489,[109  26] ; [77 28],[104.625  30.375] ; [81.375 23.625],0
a2,1,0.178948,1.806338,[ 37 100] ; [21 86],[ 32.56557377 104.43442623] ; [25.43442623 81.56557377],0
v4,1,0.188255,1.731219,[129   7] ; [95 10],[126.406639   9.593361] ; [97.593361  7.406639],0
b1,1,0.262593,1.255036,[48 89] ; [45 62],[52.21721311 84.78278689] ; [40.78278689 66.21721311],0
b5,1,0.262593,1.255036,[89 48] ; [62 45],[84.78278689 52.21721311] ; [66.21721311 40.78278689],0
b2,1,0.265738,1.238616,[25 50] ; [26 35],[28.125 46.875] ; [22.875 38.125],0
b3,1,0.265738,1.238616,[25 50] ; [26 35],[28.125 46.875] ; [22.875 38.125],0
