Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.00038,12.625725,[32  7] ; [41 44],[22.95967742 16.04032258] ; [50.04032258 34.95967742],1
s8,1,0.011424,6.398181,[20 19] ; [25 64],[13.7109375 25.2890625] ; [31.2890625 57.7109375],0
v1,1,0.016527,5.745886,[20 19] ; [25 61],[14.04 24.96] ; [30.96 55.04],0
b1,1,0.034048,4.492279,[ 9 30] ; [38 51],[14.3203125 24.6796875] ; [32.6796875 56.3203125],0
p12,1,0.047048,3.943677,[ 3 35] ; [ 1 87],[ 1.20634921 36.79365079] ; [ 2.79365079 85.20634921],0
u2,1,0.051289,3.798825,[9 1] ; [15 12],[6.48648649 3.51351351] ; [17.51351351  9.48648649],0
a8,1,0.05567,3.661896,[ 4 33] ; [ 2 79],[ 1.88135593 35.11864407] ; [ 4.11864407 76.88135593],0
p8,1,0.119604,2.422498,[19 18] ; [32 56],[15.096 21.904] ; [35.904 52.096],0
p5,1,0.133979,2.245779,[ 3 35] ; [ 2 87],[ 1.49606299 36.50393701] ; [ 3.50393701 85.49606299],0
n6,1,0.144965,2.124444,[27 11] ; [51 38],[23.33858268 14.66141732] ; [54.66141732 34.33858268],0
s7,1,0.251371,1.315671,[16 19] ; [29 55],[13.23529412 21.76470588] ; [31.76470588 52.23529412],0
p1,1,0.266287,1.235776,[ 1 37] ; [ 7 82],[ 2.39370079 35.60629921] ; [ 5.60629921 83.39370079],0
v4,1,0.275196,1.19066,[37  2] ; [79 10],[35.34375  3.65625] ; [80.65625  8.34375],0
n1,1,0.275349,1.189904,[ 2 11] ; [10 22],[3.46666667 9.53333333] ; [ 8.53333333 23.46666667],0
s1,1,0.287027,1.133514,[ 3 36] ; [ 3 86],[ 1.828125 37.171875] ; [ 4.171875 84.828125],0
p4,1,0.304994,1.052232,[15 22] ; [45 44],[17.61904762 19.38095238] ; [42.38095238 46.61904762],0
a5,1,0.331843,0.941693,[32  7] ; [66 23],[29.859375  9.140625] ; [68.140625 20.859375],0
n2,1,0.35506,0.855291,[6 7] ; [19 12],[7.38636364 5.61363636] ; [17.61363636 13.38636364],0
p9,1,0.370056,0.803476,[30  8] ; [62 25],[27.968 10.032] ; [64.032 22.968],0
a1,1,0.388546,0.743488,[ 2 37] ; [ 2 87],[ 1.21875 37.78125] ; [ 2.78125 86.21875],0
a4,1,0.399088,0.711073,[17 22] ; [46 43],[19.1953125 19.8046875] ; [43.8046875 45.1953125],0
u3,1,0.405521,0.691893,[6 4] ; [20  7],[7.02702703 2.97297297] ; [18.97297297  8.02702703],0
a7,1,0.433418,0.613647,[33  6] ; [70 19],[31.3828125  7.6171875] ; [71.6171875 17.3828125],0
b2,1,0.536635,0.381813,[ 6 16] ; [17 32],[ 7.12676056 14.87323944] ; [15.87323944 33.12676056],0
b3,1,0.536635,0.381813,[ 6 16] ; [17 32],[ 7.12676056 14.87323944] ; [15.87323944 33.12676056],0
p10,1,0.536811,0.381482,[28 10] ; [60 28],[26.53968254 11.46031746] ; [61.46031746 26.53968254],0
