Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,101.090198,[326  67] ; [14 47],[294.31718062  98.68281938] ; [45.68281938 15.31718062],1
r2,1,0.0,100.231328,[383  11] ; [32 22],[364.97767857  29.02232143] ; [50.02232143  3.97767857],1
r3,1,0.0,77.137245,[387   8] ; [41 18],[372.37885463  22.62114537] ; [55.62114537  3.37885463],1
v4,1,0.0,52.71367,[384  12] ; [42 16],[371.57709251  24.42290749] ; [54.42290749  3.57709251],1
n6,1,8e-06,19.896214,[340  55] ; [37 22],[328.00660793  66.99339207] ; [48.99339207 10.00660793],1
s6,1,2.7e-05,17.59062,[278 112] ; [27 34],[263.74722838 126.25277162] ; [41.25277162 19.74722838],1
d1,1,0.000381,12.622685,[220 176] ; [19 42],[207.09846827 188.90153173] ; [31.90153173 29.09846827],1
d5,1,0.000511,12.07505,[318  77] ; [37 24],[307.51096491  87.48903509] ; [47.48903509 13.51096491],1
a6,1,0.00074,11.3868,[275 121] ; [29 32],[263.42231947 132.57768053] ; [40.57768053 20.42231947],1
b1,1,0.000824,11.185274,[133 263] ; [34 27],[144.70897155 251.29102845] ; [22.29102845 38.70897155],1
a7,1,0.001033,10.767511,[294 101] ; [33 28],[283.25657895 111.74342105] ; [43.74342105 17.25657895],0
a2,1,0.001033,10.766864,[ 92 304] ; [ 3 58],[ 82.31947484 313.68052516] ; [12.68052516 48.31947484],0
n4,1,0.007257,7.208239,[297  97] ; [36 25],[288.35604396 105.64395604] ; [44.64395604 16.35604396],0
d2,1,0.010409,6.563476,[179 216] ; [17 44],[169.78070175 225.21929825] ; [26.21929825 34.78070175],0
a5,1,0.010978,6.468915,[290 106] ; [35 26],[281.61925602 114.38074398] ; [43.38074398 17.61925602],0
a3,1,0.013344,6.122945,[280 115] ; [33 27],[271.72527473 123.27472527] ; [41.27472527 18.72527473],0
s8,1,0.01636,5.763793,[168 228] ; [16 45],[159.43982495 236.56017505] ; [24.56017505 36.43982495],0
d4,1,0.01825,5.572014,[324  72] ; [42 19],[317.14660832  78.85339168] ; [48.85339168 12.14660832],0
u3,1,0.019624,5.445059,[71 44] ; [10 17],[65.59859155 49.40140845] ; [15.40140845 11.59859155],0
