Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000106,15.031056,[ 5 40] ; [9 6],[10.5 34.5] ; [ 3.5 11.5],1
p2,1,0.000676,11.554279,[12 33] ; [12  4],[17.70491803 27.29508197] ; [6.29508197 9.70491803],1
p3,1,0.000755,11.349275,[ 8 37] ; [10  6],[13.27868852 31.72131148] ; [ 4.72131148 11.27868852],1
p7,1,0.001779,9.764334,[ 7 37] ; [9 7],[11.73333333 32.26666667] ; [ 4.26666667 11.73333333],0
n6,1,0.003746,8.403219,[17 29] ; [12  3],[21.86885246 24.13114754] ; [7.13114754 7.86885246],0
d3,1,0.008614,6.901095,[17 29] ; [12  4],[21.51612903 24.48387097] ; [7.48387097 8.51612903],0
p11,1,0.009904,6.652107,[10 36] ; [9 7],[14.09677419 31.90322581] ; [ 4.90322581 11.09677419],0
p9,1,0.023753,5.112594,[15 27] ; [11  5],[18.82758621 23.17241379] ; [7.17241379 8.82758621],0
p10,1,0.027279,4.873054,[14 31] ; [10  6],[17.70491803 27.29508197] ; [6.29508197 9.70491803],0
s8,1,0.030295,4.692489,[ 4 41] ; [ 5 11],[ 6.63934426 38.36065574] ; [ 2.36065574 13.63934426],0
s2,1,0.056239,3.644962,[ 5 41] ; [ 5 11],[ 7.41935484 38.58064516] ; [ 2.58064516 13.41935484],0
b5,1,0.058461,3.580514,[19 27] ; [11  5],[22.25806452 23.74193548] ; [7.74193548 8.25806452],0
a6,1,0.081607,3.032609,[20 26] ; [11  5],[23. 23.] ; [8. 8.],0
s7,1,0.108577,2.574816,[ 6 36] ; [ 5 10],[ 8.10526316 33.89473684] ; [ 2.89473684 12.10526316],0
d4,1,0.110985,2.540134,[24 22] ; [12  4],[26.70967742 19.29032258] ; [9.29032258 6.70967742],0
n2,1,0.128822,2.306645,[15 12] ; [2 6],[13.11428571 13.88571429] ; [3.88571429 4.11428571],0
u2,1,0.133456,2.251838,[ 5 15] ; [3 2],[ 6.4 13.6] ; [1.6 3.4],0
