Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,3e-06,21.767235,[22 13] ; [ 5 37],[12.27272727 22.72727273] ; [14.72727273 27.27272727],1
b5,1,0.374186,0.789716,[23 12] ; [24 19],[21.08974359 13.91025641] ; [25.91025641 17.08974359],0
p1,1,0.486415,0.484448,[ 6 29] ; [ 5 38],[ 4.93589744 30.06410256] ; [ 6.06410256 36.93589744],0
r2,1,0.554207,0.349834,[33  2] ; [39  4],[32.30769231  2.69230769] ; [39.69230769  3.30769231],0
a1,1,0.554207,0.349834,[ 2 33] ; [ 4 39],[ 2.69230769 32.30769231] ; [ 3.30769231 39.69230769],0
b3,1,0.592204,0.286916,[ 7 14] ; [13 19],[ 7.9245283 13.0754717] ; [12.0754717 19.9245283],0
b2,1,0.592204,0.286916,[ 7 14] ; [13 19],[ 7.9245283 13.0754717] ; [12.0754717 19.9245283],0
r1,1,0.611453,0.258064,[27  8] ; [31 12],[26.02564103  8.97435897] ; [31.97435897 11.02564103],0
d5,1,0.663555,0.189234,[26  8] ; [31 12],[25.16883117  8.83116883] ; [31.83116883 11.16883117],0
a5,1,0.704371,0.143965,[25 10] ; [29 14],[24.23076923 10.76923077] ; [29.76923077 13.23076923],0
s6,1,0.716708,0.131669,[25  9] ; [30 13],[24.28571429  9.71428571] ; [30.71428571 12.28571429],0
a8,1,0.743553,0.107029,[ 3 28] ; [ 3 37],[ 2.61971831 28.38028169] ; [ 3.38028169 36.61971831],0
n5,1,0.801365,0.063293,[26  9] ; [33 10],[26.47435897  8.52564103] ; [32.52564103 10.47435897],0
n4,1,0.808252,0.058895,[30  5] ; [36  7],[29.61538462  5.38461538] ; [36.38461538  6.61538462],0
s1,1,0.815867,0.054225,[ 3 32] ; [ 3 39],[ 2.72727273 32.27272727] ; [ 3.27272727 38.72727273],0
p12,1,0.832329,0.044824,[ 2 33] ; [ 2 41],[ 1.79487179 33.20512821] ; [ 2.20512821 40.79487179],0
a6,1,0.836113,0.042794,[22 13] ; [28 15],[22.43589744 12.56410256] ; [27.56410256 15.43589744],0
a2,1,0.876412,0.024186,[ 7 28] ; [ 8 35],[ 6.73076923 28.26923077] ; [ 8.26923077 34.73076923],0
u2,1,0.915759,0.011189,[7 4] ; [8 5],[6.875 4.125] ; [8.125 4.875],0
a3,1,0.937714,0.006106,[24 10] ; [30 13],[23.84415584 10.15584416] ; [30.15584416 12.84415584],0
s3,1,0.961885,0.002284,[18 16] ; [23 20],[18.1038961 15.8961039] ; [22.8961039 20.1038961],0
s2,1,0.981365,0.000546,[18 17] ; [22 21],[17.94871795 17.05128205] ; [22.05128205 20.94871795],0
b4,1,0.981365,0.000546,[18 17] ; [22 21],[17.94871795 17.05128205] ; [22.05128205 20.94871795],0
