Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,33.086428,[153   7] ; [73 31],[136.96969697  23.03030303] ; [89.03030303 14.96969697],1
p10,1,0.0,33.086152,[123  39] ; [41 60],[101.01901141  60.98098859] ; [62.98098859 38.01901141],1
p2,1,2e-06,22.271678,[119  42] ; [47 57],[100.85283019  60.14716981] ; [65.14716981 38.85283019],1
p9,1,2e-06,22.248457,[126  36] ; [49 50],[108.62068966  53.37931034] ; [66.37931034 32.62068966],1
r4,1,1.1e-05,19.383875,[138  24] ; [64 40],[123.02255639  38.97744361] ; [78.97744361 25.02255639],1
b1,1,3e-05,17.399939,[ 53 109] ; [61 43],[69.42857143 92.57142857] ; [44.57142857 59.42857143],1
n6,1,0.00035,12.77998,[131  30] ; [64 40],[118.47169811  42.52830189] ; [76.52830189 27.47169811],1
v4,1,0.000947,10.927887,[146  15] ; [78 25],[136.60606061  24.39393939] ; [87.39393939 15.60606061],1
n3,1,0.010979,6.468635,[43 12] ; [25 21],[37.02970297 17.97029703] ; [30.97029703 15.02970297],0
r2,1,0.026017,4.9549,[146  15] ; [82 19],[140.10687023  20.89312977] ; [87.89312977 13.10687023],0
r1,1,0.026657,4.912872,[117  44] ; [62 42],[108.7509434  52.2490566] ; [70.2490566 33.7509434],0
n2,1,0.037482,4.328383,[41 14] ; [27 22],[35.96153846 19.03846154] ; [32.03846154 16.96153846],0
n4,1,0.047542,3.926091,[117  45] ; [63 41],[109.62406015  52.37593985] ; [70.37593985 33.62406015],0
p12,1,0.054587,3.694666,[  9 153] ; [  1 103],[  6.09022556 155.90977444] ; [  3.90977444 100.09022556],0
d4,1,0.057223,3.616101,[130  31] ; [72 30],[123.65779468  37.34220532] ; [78.34220532 23.65779468],0
b4,1,0.074113,3.189496,[105  57] ; [56 48],[98.05263158 63.94736842] ; [62.94736842 41.05263158],0
d3,1,0.076155,3.145113,[109  53] ; [57 44],[102.25095057  59.74904943] ; [63.74904943 37.25095057],0
p7,1,0.078002,3.106051,[64 94] ; [31 73],[ 57.29007634 100.70992366] ; [37.70992366 66.29007634],0
a1,1,0.087664,2.916758,[  6 156] ; [ 9 95],[  9.13533835 152.86466165] ; [ 5.86466165 98.13533835],0
s1,1,0.092783,2.825418,[  4 156] ; [ 7 97],[  6.66666667 153.33333333] ; [ 4.33333333 99.66666667],0
s3,1,0.098152,2.73531,[84 77] ; [43 60],[77.45075758 83.54924242] ; [49.54924242 53.45075758],0
v2,1,0.111491,2.532956,[62 91] ; [31 70],[56.01968504 96.98031496] ; [36.98031496 64.01968504],0
s4,1,0.117295,2.453075,[ 26 134] ; [25 79],[ 30.90909091 129.09090909] ; [20.09090909 83.90909091],0
n5,1,0.127704,2.32019,[105  54] ; [59 45],[99.14828897 59.85171103] ; [64.85171103 39.14828897],0
p4,1,0.152522,2.046847,[64 97] ; [32 71],[ 58.54545455 102.45454545] ; [37.45454545 65.54545455],0
v3,1,0.222728,1.486709,[ 42 114] ; [20 79],[ 37.92941176 118.07058824] ; [24.07058824 74.92941176],0
s6,1,0.226788,1.460891,[85 76] ; [47 57],[80.19622642 80.80377358] ; [51.80377358 52.19622642],0
s7,1,0.259281,1.27259,[61 97] ; [30 65],[ 56.83003953 101.16996047] ; [34.16996047 60.83003953],0
d1,1,0.294208,1.100264,[87 75] ; [49 55],[82.82706767 79.17293233] ; [53.17293233 50.82706767],0
p3,1,0.301573,1.067225,[ 45 117] ; [23 81],[ 41.41353383 120.58646617] ; [26.58646617 77.41353383],0
a4,1,0.367541,0.811962,[72 90] ; [40 63],[68.46792453 93.53207547] ; [43.53207547 59.46792453],0
s8,1,0.372967,0.793756,[ 47 115] ; [25 79],[ 43.84962406 118.15037594] ; [28.15037594 75.84962406],0
d2,1,0.373467,0.792097,[71 89] ; [51 51],[74.50381679 85.49618321] ; [47.49618321 54.50381679],0
b5,1,0.418833,0.653588,[90 72] ; [63 41],[93.18045113 68.81954887] ; [59.81954887 44.18045113],0
u2,1,0.419041,0.653004,[26 24] ; [16 21],[24.13793103 25.86206897] ; [17.86206897 19.13793103],0
s2,1,0.435078,0.609231,[63 97] ; [36 68],[ 60. 100.] ; [39. 65.],0
a5,1,0.451518,0.566839,[104  58] ; [62 42],[101.09774436  60.90225564] ; [64.90225564 39.09774436],0
a6,1,0.485148,0.487269,[109  53] ; [65 38],[106.36981132  55.63018868] ; [67.63018868 35.36981132],0
a3,1,0.520603,0.412698,[110  52] ; [66 37],[107.59245283  54.40754717] ; [68.40754717 34.59245283],0
s5,1,0.553773,0.350601,[ 40 117] ; [22 77],[ 38.0234375 118.9765625] ; [23.9765625 75.0234375],0
p1,1,0.703436,0.144922,[  9 152] ; [ 7 97],[  9.72075472 151.27924528] ; [ 6.27924528 97.72075472],0
u3,1,0.706024,0.142281,[26 26] ; [17 20],[25.12359551 26.87640449] ; [17.87640449 19.12359551],0
p5,1,0.718441,0.129992,[  6 156] ; [  3 101],[  5.48120301 156.51879699] ; [  3.51879699 100.48120301],0
a2,1,0.733366,0.116043,[ 33 129] ; [23 81],[ 34.10526316 127.89473684] ; [21.89473684 82.10526316],0
p6,1,0.811946,0.056604,[ 30 131] ; [18 85],[ 29.27272727 131.72727273] ; [18.72727273 84.27272727],0
b2,1,0.824617,0.049111,[34 59] ; [23 37],[34.64705882 58.35294118] ; [22.35294118 37.64705882],0
b3,1,0.824617,0.049111,[34 59] ; [23 37],[34.64705882 58.35294118] ; [22.35294118 37.64705882],0
a7,1,0.846878,0.037289,[106  55] ; [69 34],[106.72348485  54.27651515] ; [68.27651515 34.72348485],0
n1,1,0.885443,0.020757,[21 33] ; [18 30],[20.64705882 33.35294118] ; [18.35294118 29.64705882],0
u1,1,0.929767,0.007768,[ 24 138] ; [15 89],[ 23.7518797 138.2481203] ; [15.2481203 88.7518797],0
d5,1,0.97367,0.001089,[121  41] ; [76 26],[120.88636364  41.11363636] ; [76.11363636 25.88636364],0
a8,1,0.988414,0.000211,[ 14 136] ; [ 9 88],[ 13.96761134 136.03238866] ; [ 9.03238866 87.96761134],0
