Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.93793,[53  6] ; [20 23],[42.2254902 16.7745098] ; [30.7745098 12.2254902],1
p6,1,0.00173,9.816075,[31 25] ; [10 32],[23.42857143 32.57142857] ; [17.57142857 24.42857143],0
p10,1,0.002006,9.54414,[50  9] ; [24 18],[43.22772277 15.77227723] ; [30.77227723 11.22772277],0
p11,1,0.002196,9.377876,[50 10] ; [24 19],[43.10679612 16.89320388] ; [30.89320388 12.10679612],0
p9,1,0.007769,7.086029,[52  8] ; [27 15],[46.47058824 13.52941176] ; [32.52941176  9.47058824],0
s7,1,0.010808,6.496585,[31 24] ; [12 28],[24.89473684 30.10526316] ; [18.10526316 21.89473684],0
p4,1,0.033452,4.5225,[50 10] ; [28 15],[45.4368932 14.5631068] ; [32.5631068 10.4368932],0
a3,1,0.06552,3.391837,[30 29] ; [14 29],[25.45098039 33.54901961] ; [18.54901961 24.45098039],0
p2,1,0.067021,3.354521,[54  6] ; [33 10],[50.67961165  9.32038835] ; [36.32038835  6.67961165],0
b1,1,0.069395,3.297267,[20 40] ; [22 21],[24.46601942 35.53398058] ; [17.53398058 25.46601942],0
b5,1,0.077616,3.114138,[30 30] ; [29 14],[34.36893204 25.63106796] ; [24.63106796 18.36893204],0
s4,1,0.101125,2.687718,[15 45] ; [ 5 37],[11.76470588 48.23529412] ; [ 8.23529412 33.76470588],0
v2,1,0.119439,2.424661,[30 29] ; [14 26],[26.22222222 32.77777778] ; [17.77777778 22.22222222],0
p12,1,0.126979,2.329049,[ 6 54] ; [ 1 42],[ 4.0776699 55.9223301] ; [ 2.9223301 40.0776699],0
r1,1,0.142314,2.152757,[44 16] ; [25 17],[40.58823529 19.41176471] ; [28.41176471 13.58823529],0
p5,1,0.144546,2.128888,[14 46] ; [ 5 37],[11.17647059 48.82352941] ; [ 7.82352941 34.17647059],0
b4,1,0.150752,2.064625,[32 28] ; [29 14],[35.53398058 24.46601942] ; [25.46601942 17.53398058],0
v4,1,0.168956,1.892184,[59  1] ; [40  3],[57.66990291  2.33009709] ; [41.33009709  1.66990291],0
s8,1,0.176449,1.827285,[26 34] ; [13 30],[22.7184466 37.2815534] ; [16.2815534 26.7184466],0
r4,1,0.208893,1.579085,[54  6] ; [35  8],[51.84466019  8.15533981] ; [37.15533981  5.84466019],0
r2,1,0.228921,1.447554,[55  4] ; [37  6],[53.21568627  5.78431373] ; [38.78431373  4.21568627],0
d4,1,0.254211,1.300011,[44 16] ; [27 16],[41.3592233 18.6407767] ; [29.6407767 13.3592233],0
n5,1,0.323696,0.973953,[47 13] ; [30 13],[44.85436893 15.14563107] ; [32.14563107 10.85436893],0
u2,1,0.369712,0.804632,[18 12] ; [13 14],[16.31578947 13.68421053] ; [14.68421053 12.31578947],0
r3,1,0.40542,0.69219,[56  3] ; [39  4],[54.95098039  4.04901961] ; [40.04901961  2.95098039],0
v3,1,0.42377,0.639836,[24 34] ; [13 26],[22.12371134 35.87628866] ; [14.87628866 24.12371134],0
a6,1,0.432148,0.617044,[34 26] ; [21 22],[32.03883495 27.96116505] ; [22.96116505 20.03883495],0
n4,1,0.46632,0.530682,[47 13] ; [31 12],[45.4368932 14.5631068] ; [32.5631068 10.4368932],0
a4,1,0.495452,0.464664,[13 47] ; [ 7 36],[11.65048544 48.34951456] ; [ 8.34951456 34.65048544],0
d1,1,0.597561,0.27869,[24 36] ; [15 28],[22.7184466 37.2815534] ; [16.2815534 26.7184466],0
b3,1,0.650147,0.205714,[ 8 27] ; [ 7 18],[ 8.75 26.25] ; [ 6.25 18.75],0
b2,1,0.650147,0.205714,[ 8 27] ; [ 7 18],[ 8.75 26.25] ; [ 6.25 18.75],0
u3,1,0.682569,0.167248,[16 14] ; [17 12],[16.77966102 13.22033898] ; [16.22033898 12.77966102],0
n2,1,0.750042,0.101496,[10  3] ; [5 1],[10.26315789  2.73684211] ; [4.73684211 1.26315789],0
v1,1,0.766173,0.088437,[32 27] ; [21 20],[31.27 27.73] ; [21.73 19.27],0
s3,1,0.774707,0.081924,[34 25] ; [23 19],[33.2970297 25.7029703] ; [23.7029703 18.2970297],0
p1,1,0.786597,0.073296,[11 49] ; [ 7 36],[10.48543689 49.51456311] ; [ 7.51456311 35.48543689],0
s5,1,0.807389,0.059436,[16 39] ; [11 30],[15.46875 39.53125] ; [11.53125 29.46875],0
s2,1,0.830148,0.046015,[27 33] ; [18 24],[26.47058824 33.52941176] ; [18.52941176 23.47058824],0
n6,1,0.859723,0.031232,[51  9] ; [36  7],[50.67961165  9.32038835] ; [36.32038835  6.67961165],0
n1,1,0.875975,0.024359,[6 7] ; [3 3],[6.15789474 6.84210526] ; [2.84210526 3.15789474],0
a8,1,0.881249,0.022316,[ 5 50] ; [ 4 36],[ 5.21052632 49.78947368] ; [ 3.78947368 36.21052632],0
d5,1,0.889036,0.019467,[44 16] ; [31 12],[43.68932039 16.31067961] ; [31.31067961 11.68932039],0
a7,1,0.929797,0.007762,[43 16] ; [31 12],[42.80392157 16.19607843] ; [31.19607843 11.80392157],0
d3,1,0.931433,0.007403,[34 26] ; [24 19],[33.78640777 26.21359223] ; [24.21359223 18.78640777],0
u1,1,0.935254,0.006599,[ 3 57] ; [ 2 41],[ 2.91262136 57.08737864] ; [ 2.08737864 40.91262136],0
d2,1,0.946595,0.004487,[15 45] ; [11 32],[15.14563107 44.85436893] ; [10.85436893 32.14563107],0
s1,1,0.956288,0.003004,[ 3 57] ; [ 2 40],[ 2.94117647 57.05882353] ; [ 2.05882353 39.94117647],0
s6,1,0.969833,0.00143,[40 19] ; [29 14],[39.91176471 19.08823529] ; [29.08823529 13.91176471],0
