Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-05,16.865448,[14 23] ; [24  3],[21.96875 15.03125] ; [16.03125 10.96875],1
s3,1,4.2e-05,16.8,[12 24] ; [23  4],[20. 16.] ; [15. 12.],1
s7,1,0.000815,11.207532,[ 8 29] ; [17 10],[14.453125 22.546875] ; [10.546875 16.453125],1
s8,1,0.005203,7.807324,[ 8 29] ; [15 12],[13.296875 23.703125] ; [ 9.703125 17.296875],0
b3,1,0.017439,5.651638,[ 3 21] ; [7 8],[ 6.15384615 17.84615385] ; [ 3.84615385 11.15384615],0
b2,1,0.017439,5.651638,[ 3 21] ; [7 8],[ 6.15384615 17.84615385] ; [ 3.84615385 11.15384615],0
n5,1,0.031319,4.635398,[16 21] ; [19  8],[20.234375 16.765625] ; [14.765625 12.234375],0
p4,1,0.040823,4.183357,[18 19] ; [20  7],[21.96875 15.03125] ; [16.03125 10.96875],0
d4,1,0.046748,3.954452,[25 12] ; [24  3],[28.328125  8.671875] ; [20.671875  6.328125],0
s4,1,0.085603,2.955172,[ 2 35] ; [ 5 21],[ 4.11111111 32.88888889] ; [ 2.88888889 23.11111111],0
b5,1,0.090454,2.866282,[28  9] ; [15 12],[24.859375 12.140625] ; [18.140625  8.859375],0
n3,1,0.092133,2.836706,[7 3] ; [2 5],[5.29411765 4.70588235] ; [3.70588235 3.29411765],0
s5,1,0.097216,2.750634,[ 4 33] ; [ 7 19],[ 6.46031746 30.53968254] ; [ 4.53968254 21.46031746],0
a8,1,0.12355,2.371733,[ 2 28] ; [ 5 19],[ 3.88888889 26.11111111] ; [ 3.11111111 20.88888889],0
p6,1,0.148605,2.086515,[13 22] ; [15 12],[15.80645161 19.19354839] ; [12.19354839 14.80645161],0
b1,1,0.159664,1.977402,[14 23] ; [15 12],[16.765625 20.234375] ; [12.234375 14.765625],0
a7,1,0.161724,1.958031,[28  9] ; [16 11],[25.4375 11.5625] ; [18.5625  8.4375],0
p5,1,0.202169,1.626638,[ 2 35] ; [ 4 23],[ 3.46875 33.53125] ; [ 2.53125 24.46875],0
u1,1,0.214349,1.541808,[ 4 33] ; [ 6 21],[ 5.78125 31.21875] ; [ 4.21875 22.78125],0
a6,1,0.225655,1.468039,[26 11] ; [15 12],[23.703125 13.296875] ; [17.296875  9.703125],0
p3,1,0.264377,1.24569,[14 23] ; [14 13],[16.1875 20.8125] ; [11.8125 15.1875],0
r1,1,0.277386,1.179854,[25 11] ; [22  5],[26.85714286  9.14285714] ; [20.14285714  6.85714286],0
p9,1,0.320874,0.985381,[17 19] ; [ 9 17],[15.09677419 20.90322581] ; [10.90322581 15.09677419],0
u3,1,0.378715,0.774871,[ 6 10] ; [7 6],[7.17241379 8.82758621] ; [5.82758621 7.17241379],0
u2,1,0.410727,0.676695,[ 5 11] ; [6 7],[6.06896552 9.93103448] ; [4.93103448 8.06896552],0
a4,1,0.434613,0.610465,[10 26] ; [10 17],[11.42857143 24.57142857] ; [ 8.57142857 18.42857143],0
p2,1,0.503073,0.448448,[30  7] ; [20  7],[28.90625  8.09375] ; [21.09375  5.90625],0
a2,1,0.543222,0.3696,[ 6 31] ; [ 6 21],[ 6.9375 30.0625] ; [ 5.0625 21.9375],0
p11,1,0.544591,0.367097,[22 15] ; [14 13],[20.8125 16.1875] ; [15.1875 11.8125],0
v3,1,0.564432,0.332088,[10 26] ; [ 9 17],[11.03225806 24.96774194] ; [ 7.96774194 18.03225806],0
a3,1,0.608408,0.2625,[21 15] ; [14 13],[20. 16.] ; [15. 12.],0
d3,1,0.635086,0.225226,[28  9] ; [19  8],[27.171875  9.828125] ; [19.828125  7.171875],0
