Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,2.5e-05,17.782563,[19 38] ; [32 10],[29.36363636 27.63636364] ; [21.63636364 20.36363636],1
r1,1,3.8e-05,16.950221,[23 35] ; [34  8],[33.06 24.94] ; [23.94 18.06],1
a4,1,0.001423,10.176218,[ 8 50] ; [18 25],[14.93069307 43.06930693] ; [11.06930693 31.93069307],0
a7,1,0.001475,10.109048,[20 38] ; [28 14],[27.84 30.16] ; [20.16 21.84],0
p3,1,0.003082,8.758565,[10 48] ; [19 24],[16.65346535 41.34653465] ; [12.34653465 30.65346535],0
n4,1,0.006415,7.429876,[27 31] ; [31 11],[33.64 24.36] ; [24.36 17.64],0
s7,1,0.00826,6.976194,[ 6 50] ; [13 27],[11.08333333 44.91666667] ; [ 7.91666667 32.08333333],0
a6,1,0.009527,6.721318,[20 38] ; [26 17],[26.41584158 31.58415842] ; [19.58415842 23.41584158],0
v2,1,0.012245,6.275019,[13 41] ; [20 21],[18.75789474 35.24210526] ; [14.24210526 26.75789474],0
r4,1,0.0131,6.15559,[29 29] ; [32 11],[35.02970297 22.97029703] ; [25.97029703 17.02970297],0
p4,1,0.038807,4.269314,[14 43] ; [19 24],[18.81 38.19] ; [14.19 28.81],0
d3,1,0.04958,3.85561,[16 42] ; [20 23],[20.67326733 37.32673267] ; [15.32673267 27.67326733],0
n5,1,0.058526,3.578658,[30 27] ; [30 12],[34.54545455 22.45454545] ; [25.45454545 16.54545455],0
p10,1,0.06066,3.519233,[25 32] ; [27 16],[29.64 27.36] ; [22.36 20.64],0
v3,1,0.073502,3.203031,[11 47] ; [14 26],[14.79591837 43.20408163] ; [10.20408163 29.79591837],0
v4,1,0.103002,2.658432,[41 16] ; [36  6],[44.33333333 12.66666667] ; [32.66666667  9.33333333],0
n6,1,0.112502,2.518713,[35 23] ; [31 10],[38.66666667 19.33333333] ; [27.33333333 13.66666667],0
v1,1,0.115106,2.48268,[17 40] ; [19 23],[20.72727273 36.27272727] ; [15.27272727 26.72727273],0
b2,1,0.132465,2.263374,[13 26] ; [14 13],[15.95454545 23.04545455] ; [11.04545455 15.95454545],0
b3,1,0.132465,2.263374,[13 26] ; [14 13],[15.95454545 23.04545455] ; [11.04545455 15.95454545],0
b1,1,0.150906,2.063065,[24 34] ; [24 19],[27.56435644 30.43564356] ; [20.43564356 22.56435644],0
r3,1,0.161667,1.95856,[41 17] ; [34  7],[43.93939394 14.06060606] ; [31.06060606  9.93939394],0
p12,1,0.172315,1.862685,[ 1 57] ; [ 3 39],[ 2.32 55.68] ; [ 1.68 40.32],0
u1,1,0.180784,1.791166,[ 1 57] ; [ 3 40],[ 2.2970297 55.7029703] ; [ 1.7029703 41.2970297],0
p9,1,0.191845,1.703392,[32 25] ; [29 13],[35.12121212 21.87878788] ; [25.87878788 16.12121212],0
p8,1,0.195615,1.674812,[16 41] ; [17 25],[19. 38.] ; [14. 28.],0
u3,1,0.200514,1.638627,[13 26] ; [6 5],[14.82 24.18] ; [4.18 6.82],0
b5,1,0.24993,1.323696,[35 23] ; [21 22],[32.15841584 25.84158416] ; [23.84158416 19.15841584],0
r2,1,0.273255,1.200332,[43 15] ; [35  7],[45.24 12.76] ; [32.76  9.24],0
p11,1,0.281786,1.158458,[33 25] ; [29 14],[35.6039604 22.3960396] ; [26.3960396 16.6039604],0
s8,1,0.343174,0.898539,[ 8 50] ; [ 9 34],[ 9.76237624 48.23762376] ; [ 7.23762376 35.76237624],0
n2,1,0.376363,0.782547,[16  7] ; [10  2],[17.08571429  5.91428571] ; [8.91428571 3.08571429],0
p1,1,0.394969,0.723591,[ 5 53] ; [ 6 37],[ 6.31683168 51.68316832] ; [ 4.68316832 38.31683168],0
n3,1,0.395772,0.721134,[15  8] ; [8 2],[16.03030303  6.96969697] ; [6.96969697 3.03030303],0
d2,1,0.399439,0.710016,[12 46] ; [12 31],[13.78217822 44.21782178] ; [10.21782178 32.78217822],0
s1,1,0.399935,0.708522,[ 3 55] ; [ 4 38],[ 4.06 53.94] ; [ 2.94 39.06],0
s5,1,0.413723,0.668075,[ 3 54] ; [ 4 38],[ 4.03030303 52.96969697] ; [ 2.96969697 39.03030303],0
d1,1,0.418916,0.653355,[ 2 56] ; [ 3 40],[ 2.87128713 55.12871287] ; [ 2.12871287 40.87128713],0
p6,1,0.426871,0.631321,[12 45] ; [12 31],[13.68 43.32] ; [10.32 32.68],0
p2,1,0.507344,0.43954,[34 24] ; [28 15],[35.6039604 22.3960396] ; [26.3960396 16.6039604],0
n1,1,0.537371,0.380435,[ 9 14] ; [6 6],[ 9.85714286 13.14285714] ; [5.14285714 6.85714286],0
a1,1,0.658007,0.195954,[ 4 54] ; [ 4 39],[ 4.59405941 53.40594059] ; [ 3.40594059 39.59405941],0
a8,1,0.796129,0.06675,[ 5 51] ; [ 4 34],[ 5.36170213 50.63829787] ; [ 3.63829787 34.36170213],0
s4,1,0.862301,0.030084,[ 6 52] ; [ 4 39],[ 5.74257426 52.25742574] ; [ 4.25742574 38.74257426],0
s3,1,0.871281,0.026254,[19 38] ; [15 28],[19.38 37.62] ; [14.62 28.38],0
p7,1,0.953454,0.003407,[27 29] ; [20 22],[26.85714286 29.14285714] ; [20.14285714 21.85714286],0
s2,1,0.976499,0.000868,[12 46] ; [ 9 34],[12.05940594 45.94059406] ; [ 8.94059406 34.05940594],0
u2,1,0.977304,0.000809,[14 25] ; [4 7],[14.04 24.96] ; [3.96 7.04],0
d4,1,0.98041,0.000603,[24 33] ; [18 25],[23.94 33.06] ; [18.06 24.94],0
b4,1,0.996813,1.6e-05,[31 27] ; [23 20],[31.00990099 26.99009901] ; [22.99009901 20.00990099],0
