Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8.3e-05,15.491667,[21  7] ; [14 35],[12.72727273 15.27272727] ; [22.27272727 26.72727273],1
p4,1,0.000631,11.681766,[19  9] ; [14 36],[11.84615385 16.15384615] ; [21.15384615 28.84615385],1
s2,1,0.003086,8.755905,[17 11] ; [14 38],[10.85 17.15] ; [20.15 31.85],0
s5,1,0.00433,8.140094,[13 15] ; [ 8 41],[ 7.63636364 20.36363636] ; [13.36363636 35.63636364],0
r4,1,0.005148,7.826649,[22  6] ; [24 28],[16.1 11.9] ; [29.9 22.1],0
p7,1,0.008069,7.018151,[18 10] ; [17 34],[12.40506329 15.59493671] ; [22.59493671 28.40506329],0
d4,1,0.009041,6.814659,[24  4] ; [29 22],[18.78481013  9.21518987] ; [34.21518987 16.78481013],0
p1,1,0.009856,6.660727,[ 5 23] ; [ 1 51],[ 2.1 25.9] ; [ 3.9 48.1],0
n1,1,0.013094,6.156304,[7 2] ; [ 9 20],[3.78947368 5.21052632] ; [12.21052632 16.78947368],0
b4,1,0.013113,6.153846,[21  7] ; [24 28],[15.75 12.25] ; [29.25 22.75],0
d1,1,0.013216,6.139956,[16 12] ; [15 37],[10.85 17.15] ; [20.15 31.85],0
s3,1,0.016225,5.778367,[18 10] ; [18 32],[12.92307692 15.07692308] ; [23.07692308 26.92307692],0
d5,1,0.020155,5.398387,[21  7] ; [25 27],[16.1 11.9] ; [29.9 22.1],0
n5,1,0.020337,5.382762,[12 15] ; [37 15],[16.74683544 10.25316456] ; [32.25316456 19.74683544],0
d2,1,0.021274,5.304232,[18 10] ; [19 32],[13.11392405 14.88607595] ; [23.88607595 27.11392405],0
s4,1,0.024317,5.071851,[ 9 19] ; [ 6 46],[ 5.25 22.75] ; [ 9.75 42.25],0
v3,1,0.034108,4.489258,[12 14] ; [11 38],[ 7.97333333 18.02666667] ; [15.02666667 33.97333333],0
