Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000624,11.701582,[ 9 37] ; [10  5],[14.32786885 31.67213115] ; [ 4.67213115 10.32786885],1
p7,1,0.001287,10.360728,[10 36] ; [10  5],[15.08196721 30.91803279] ; [ 4.91803279 10.08196721],0
p8,1,0.013618,6.086957,[ 7 38] ; [7 8],[10.5 34.5] ; [ 3.5 11.5],0
s2,1,0.013618,6.086957,[ 7 38] ; [7 8],[10.5 34.5] ; [ 3.5 11.5],0
s3,1,0.04255,4.11318,[11 33] ; [8 7],[14.16949153 29.83050847] ; [ 4.83050847 10.16949153],0
d3,1,0.044247,4.047117,[17 29] ; [10  5],[20.36065574 25.63934426] ; [6.63934426 8.36065574],0
s4,1,0.07337,3.205961,[ 4 42] ; [ 4 11],[ 6.03278689 39.96721311] ; [ 1.96721311 13.03278689],0
a5,1,0.085153,2.963699,[22 24] ; [11  4],[24.8852459 21.1147541] ; [8.1147541 6.8852459],0
s6,1,0.093364,2.815393,[11 35] ; [7 8],[13.57377049 32.42622951] ; [ 4.42622951 10.57377049],0
v1,1,0.14928,2.079589,[12 33] ; [7 8],[14.25 30.75] ; [ 4.75 10.25],0
p2,1,0.167671,1.903643,[15 30] ; [8 7],[17.25 27.75] ; [5.75 9.25],0
r2,1,0.17861,1.809155,[20 23] ; [10  5],[22.24137931 20.75862069] ; [7.75862069 7.24137931],0
p10,1,0.186968,1.741346,[15 29] ; [8 7],[17.15254237 26.84745763] ; [5.84745763 9.15254237],0
a7,1,0.204495,1.609976,[24 22] ; [ 5 10],[21.86885246 24.13114754] ; [7.13114754 7.86885246],0
a6,1,0.207017,1.592165,[19 27] ; [9 6],[21.1147541 24.8852459] ; [6.8852459 8.1147541],0
u2,1,0.215327,1.535244,[ 5 16] ; [3 3],[ 6.22222222 14.77777778] ; [1.77777778 4.22222222],0
n3,1,0.356216,0.85119,[11 11] ; [3 1],[11.84615385 10.15384615] ; [2.15384615 1.84615385],0
b3,1,0.35879,0.842125,[10 18] ; [2 8],[ 8.84210526 19.15789474] ; [3.15789474 6.84210526],0
b2,1,0.35879,0.842125,[10 18] ; [2 8],[ 8.84210526 19.15789474] ; [3.15789474 6.84210526],0
s1,1,0.362981,0.827553,[ 5 41] ; [ 3 12],[ 6.03278689 39.96721311] ; [ 1.96721311 13.03278689],0
d4,1,0.382684,0.762062,[28 18] ; [11  4],[29.40983607 16.59016393] ; [9.59016393 5.40983607],0
p6,1,0.398825,0.711865,[ 5 39] ; [ 3 12],[ 5.96610169 38.03389831] ; [ 2.03389831 12.96610169],0
n4,1,0.493158,0.469629,[32 14] ; [9 6],[30.91803279 15.08196721] ; [10.08196721  4.91803279],0
n6,1,0.493494,0.4689,[21 24] ; [8 6],[22.11864407 22.88135593] ; [6.88135593 7.11864407],0
b5,1,0.500651,0.453556,[23 23] ; [9 6],[24.13114754 21.86885246] ; [7.86885246 7.13114754],0
b4,1,0.503807,0.446907,[29 17] ; [8 7],[27.90163934 18.09836066] ; [9.09836066 5.90163934],0
a4,1,0.527089,0.4,[16 29] ; [ 4 11],[15. 30.] ; [ 5. 10.],0
p9,1,0.540843,0.373979,[19 24] ; [8 7],[20.01724138 22.98275862] ; [6.98275862 8.01724138],0
d2,1,0.542802,0.37037,[19 26] ; [ 5 10],[18. 27.] ; [6. 9.],0
p1,1,0.63503,0.225301,[ 5 41] ; [ 1 14],[ 4.52459016 41.47540984] ; [ 1.47540984 13.52459016],0
s8,1,0.66394,0.188772,[ 7 39] ; [ 3 12],[ 7.54098361 38.45901639] ; [ 2.45901639 12.54098361],0
r1,1,0.687467,0.161841,[18 28] ; [ 5 10],[17.3442623 28.6557377] ; [5.6557377 9.3442623],0
v3,1,0.693507,0.155315,[10 36] ; [ 4 11],[10.55737705 35.44262295] ; [ 3.44262295 11.55737705],0
d5,1,0.701926,0.146476,[25 21] ; [9 6],[25.63934426 20.36065574] ; [8.36065574 6.63934426],0
n5,1,0.714794,0.133536,[30 16] ; [9 6],[29.40983607 16.59016393] ; [9.59016393 5.40983607],0
p5,1,0.732356,0.116959,[ 2 43] ; [ 1 14],[ 2.25 42.75] ; [ 0.75 14.25],0
n1,1,0.734966,0.114601,[ 9 13] ; [2 2],[ 9.30769231 12.69230769] ; [1.69230769 2.30769231],0
a3,1,0.763545,0.090498,[25 20] ; [9 6],[25.5 19.5] ; [8.5 6.5],0
r3,1,0.763545,0.090498,[26 19] ; [8 7],[25.5 19.5] ; [8.5 6.5],0
