Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-06,20.892317,[29 26] ; [ 8 53],[17.54310345 37.45689655] ; [19.45689655 41.54310345],1
p6,1,5.1e-05,16.39489,[21 34] ; [ 4 55],[12.06140351 42.93859649] ; [12.93859649 46.06140351],1
p2,1,0.001702,9.846124,[41 14] ; [28 33],[32.71551724 22.28448276] ; [36.28448276 24.71551724],0
p3,1,0.003512,8.520129,[25 30] ; [12 48],[17.69565217 37.30434783] ; [19.30434783 40.69565217],0
a2,1,0.006957,7.284143,[ 4 51] ; [16 45],[ 9.48275862 45.51724138] ; [10.51724138 50.48275862],0
a4,1,0.010479,6.55159,[12 42] ; [27 33],[18.47368421 35.52631579] ; [20.52631579 39.47368421],0
r4,1,0.010685,6.516911,[48  7] ; [41 20],[42.19827586 12.80172414] ; [46.80172414 14.19827586],0
d1,1,0.023623,5.122137,[20 35] ; [35 26],[26.07758621 28.92241379] ; [28.92241379 32.07758621],0
a8,1,0.033566,4.516665,[ 8 42] ; [ 2 52],[ 4.80769231 45.19230769] ; [ 5.19230769 48.80769231],0
p4,1,0.03507,4.44174,[30 25] ; [21 39],[24.39130435 30.60869565] ; [26.60869565 33.39130435],0
s3,1,0.036009,4.396677,[28 27] ; [19 41],[22.47826087 32.52173913] ; [24.52173913 35.47826087],0
r2,1,0.062194,3.477899,[52  3] ; [51 10],[48.8362069  6.1637931] ; [54.1637931  6.8362069],0
v4,1,0.062194,3.477899,[52  3] ; [51 10],[48.8362069  6.1637931] ; [54.1637931  6.8362069],0
a3,1,0.071026,3.259159,[26 29] ; [39 22],[30.81896552 24.18103448] ; [34.18103448 26.81896552],0
b4,1,0.075127,3.1673,[29 26] ; [42 19],[33.6637931 21.3362069] ; [37.3362069 23.6637931],0
d2,1,0.088925,2.89372,[22 33] ; [33 26],[26.53508772 28.46491228] ; [28.46491228 30.53508772],0
p10,1,0.106479,2.605714,[18 36] ; [12 48],[14.21052632 39.78947368] ; [15.78947368 44.21052632],0
d5,1,0.113033,2.511295,[35 20] ; [47 14],[38.87931034 16.12068966] ; [43.12068966 17.87931034],0
u1,1,0.130628,2.285025,[ 6 49] ; [13 48],[ 9.00862069 45.99137931] ; [ 9.99137931 51.00862069],0
s2,1,0.164616,1.931304,[23 32] ; [17 41],[19.46902655 35.53097345] ; [20.53097345 37.46902655],0
v1,1,0.166091,1.917876,[23 32] ; [18 43],[19.43965517 35.56034483] ; [21.56034483 39.43965517],0
s4,1,0.180586,1.792797,[ 6 48] ; [12 47],[ 8.60176991 45.39823009] ; [ 9.39823009 49.60176991],0
a6,1,0.216278,1.528897,[28 27] ; [38 23],[31.29310345 23.70689655] ; [34.70689655 26.29310345],0
r3,1,0.228204,1.45202,[50  5] ; [50 10],[47.82608696  7.17391304] ; [52.17391304  7.82608696],0
p1,1,0.248636,1.330952,[ 3 52] ; [ 7 54],[ 4.74137931 50.25862069] ; [ 5.25862069 55.74137931],0
n1,1,0.290476,1.117413,[7 6] ; [ 9 16],[5.47368421 7.52631579] ; [10.52631579 14.47368421],0
s1,1,0.314538,1.011523,[ 2 52] ; [ 5 56],[ 3.28695652 50.71304348] ; [ 3.71304348 57.28695652],0
p11,1,0.32083,0.985561,[33 22] ; [31 30],[30.34482759 24.65517241] ; [33.65517241 27.34482759],0
d4,1,0.360423,0.836417,[38 17] ; [46 14],[40.17391304 14.82608696] ; [43.82608696 16.17391304],0
n3,1,0.419526,0.651644,[10  4] ; [14 10],[8.84210526 5.15789474] ; [15.15789474  8.84210526],0
v2,1,0.497746,0.459738,[25 29] ; [24 36],[23.21052632 30.78947368] ; [25.78947368 34.21052632],0
s5,1,0.562468,0.335449,[10 43] ; [14 46],[11.25663717 41.74336283] ; [12.74336283 47.25663717],0
p5,1,0.564493,0.331985,[ 3 52] ; [ 2 59],[ 2.37068966 52.62931034] ; [ 2.62931034 58.37068966],0
n2,1,0.565021,0.331085,[10  3] ; [17  8],[9.23684211 3.76315789] ; [17.76315789  7.23684211],0
u2,1,0.567022,0.327691,[12 15] ; [ 8 14],[11.02040816 15.97959184] ; [ 8.97959184 13.02040816],0
s8,1,0.586411,0.295984,[15 39] ; [14 46],[13.73684211 40.26315789] ; [15.26315789 44.73684211],0
d3,1,0.639303,0.219655,[31 24] ; [37 24],[32.24137931 22.75862069] ; [35.75862069 25.24137931],0
u3,1,0.713975,0.134339,[13 16] ; [11 11],[13.64705882 15.35294118] ; [10.35294118 11.64705882],0
b5,1,0.741126,0.109139,[35 20] ; [37 24],[34.13793103 20.86206897] ; [37.86206897 23.13793103],0
b1,1,0.745174,0.105631,[29 26] ; [34 27],[29.87068966 25.12931034] ; [33.12931034 27.87068966],0
a1,1,0.803306,0.062036,[ 3 52] ; [ 4 57],[ 3.31896552 51.68103448] ; [ 3.68103448 57.31896552],0
a7,1,0.812473,0.056281,[36 19] ; [38 22],[35.39130435 19.60869565] ; [38.60869565 21.39130435],0
b2,1,0.834115,0.04386,[10 22] ; [11 27],[ 9.6 22.4] ; [11.4 26.6],0
b3,1,0.834115,0.04386,[10 22] ; [11 27],[ 9.6 22.4] ; [11.4 26.6],0
s6,1,0.843452,0.038998,[28 26] ; [30 30],[27.47368421 26.52631579] ; [30.52631579 29.47368421],0
n5,1,0.846638,0.037408,[37 18] ; [40 21],[36.50862069 18.49137931] ; [40.49137931 20.50862069],0
s7,1,0.892259,0.018346,[19 36] ; [19 38],[18.66071429 36.33928571] ; [19.33928571 37.66071429],0
p12,1,0.9411,0.005459,[ 1 54] ; [ 1 60],[ 0.94827586 54.05172414] ; [ 1.05172414 59.94827586],0
r1,1,0.942817,0.005145,[40 15] ; [44 17],[39.82758621 15.17241379] ; [44.17241379 16.82758621],0
v3,1,0.944972,0.004764,[18 37] ; [20 40],[18.17391304 36.82608696] ; [19.82608696 40.17391304],0
a5,1,0.945929,0.0046,[31 24] ; [34 27],[30.81896552 24.18103448] ; [34.18103448 26.81896552],0
n4,1,0.960679,0.002431,[39 16] ; [43 18],[38.87931034 16.12068966] ; [43.12068966 17.87931034],0
