Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,36.857997,[187  74] ; [24 49],[164.88323353  96.11676647] ; [46.11676647 26.88323353],1
d2,1,0.0,31.755821,[154 106] ; [16 57],[132.73273273 127.26726727] ; [37.26726727 35.73273273],1
a3,1,0.0,30.997969,[219  41] ; [39 34],[201.44144144  58.55855856] ; [56.55855856 16.44144144],1
a4,1,0.0,26.974022,[139 121] ; [14 59],[119.45945946 140.54054054] ; [33.54054054 39.45945946],1
d5,1,2e-06,22.232129,[233  27] ; [49 24],[220.18018018  39.81981982] ; [61.81981982 11.18018018],1
a6,1,7e-06,20.151541,[198  61] ; [36 37],[182.54819277  76.45180723] ; [51.45180723 21.54819277],1
u1,1,1.2e-05,19.137469,[ 69 192] ; [ 2 71],[ 55.48203593 205.51796407] ; [15.51796407 57.48203593],1
r1,1,2.3e-05,17.917928,[231  29] ; [50 23],[219.3993994  40.6006006] ; [61.6006006 11.3993994],1
d4,1,0.000125,14.711919,[232  28] ; [52 21],[221.74174174  38.25825826] ; [62.25825826 10.74174174],1
p3,1,0.000846,11.137144,[179  80] ; [35 38],[166.94578313  92.05421687] ; [47.05421687 25.94578313],1
s5,1,0.001553,10.014318,[115 139] ; [17 53],[103.48148148 150.51851852] ; [28.51851852 41.48148148],0
s7,1,0.002339,9.262475,[155  96] ; [28 40],[143.99059561 107.00940439] ; [39.00940439 28.99059561],0
p4,1,0.002561,9.096182,[189  69] ; [40 33],[178.49546828  79.50453172] ; [50.50453172 22.49546828],0
p10,1,0.007083,7.251846,[235  24] ; [57 15],[228.48338369  30.51661631] ; [63.51661631  8.48338369],0
r4,1,0.008597,6.904702,[246  15] ; [62 11],[240.68263473  20.31736527] ; [67.31736527  5.68263473],0
p9,1,0.009173,6.788768,[238  22] ; [59 14],[231.89189189  28.10810811] ; [65.10810811  7.89189189],0
r2,1,0.016402,5.759257,[248   8] ; [64  7],[244.25688073  11.74311927] ; [67.74311927  3.25688073],0
b3,1,0.016591,5.739171,[ 70 101] ; [10 36],[ 63.04147465 107.95852535] ; [16.95852535 29.04147465],0
b2,1,0.016591,5.739171,[ 70 101] ; [10 36],[ 63.04147465 107.95852535] ; [16.95852535 29.04147465],0
p8,1,0.033683,4.510717,[181  75] ; [42 31],[173.51975684  82.48024316] ; [49.48024316 23.51975684],0
d3,1,0.052089,3.772921,[197  63] ; [47 26],[190.51051051  69.48948949] ; [53.48948949 19.51051051],0
b5,1,0.054172,3.707381,[158 103] ; [35 38],[150.81736527 110.18263473] ; [42.18263473 30.81736527],0
s8,1,0.085063,2.965401,[139 119] ; [31 42],[132.50755287 125.49244713] ; [37.49244713 35.50755287],0
p2,1,0.101199,2.686545,[235  25] ; [61 12],[231.11111111  28.88888889] ; [64.88888889  8.11111111],0
n4,1,0.113051,2.511045,[217  43] ; [55 18],[212.37237237  47.62762763] ; [59.62762763 13.37237237],0
a1,1,0.157767,1.9955,[ 19 242] ; [ 2 71],[ 16.41017964 244.58982036] ; [ 4.58982036 68.41017964],0
u3,1,0.181069,1.788827,[25 17] ; [15 19],[22.10526316 19.89473684] ; [17.89473684 16.10526316],0
s2,1,0.191401,1.706801,[143 116] ; [34 39],[138.0813253 120.9186747] ; [38.9186747 34.0813253],0
b1,1,0.215026,1.537261,[103 158] ; [23 50],[ 98.46107784 162.53892216] ; [27.53892216 45.46107784],0
n6,1,0.226249,1.464286,[227  29] ; [60 12],[224.  32.] ; [63.  9.],0
a8,1,0.228208,1.451996,[ 44 186] ; [ 9 61],[ 40.63333333 189.36666667] ; [12.36666667 57.63333333],0
a7,1,0.258449,1.277044,[195  66] ; [49 23],[191.24324324  69.75675676] ; [52.75675676 19.24324324],0
p5,1,0.293588,1.103093,[ 37 224] ; [14 59],[ 39.85329341 221.14670659] ; [11.14670659 61.85329341],0
n5,1,0.382059,0.764066,[209  48] ; [56 17],[206.37878788  50.62121212] ; [58.62121212 14.37878788],0
s4,1,0.398461,0.712967,[ 36 224] ; [13 60],[ 38.25825826 221.74174174] ; [10.74174174 62.25825826],0
v3,1,0.403825,0.696906,[150 104] ; [38 33],[146.92923077 107.07076923] ; [41.07076923 29.92923077],0
p12,1,0.408123,0.684261,[ 26 233] ; [ 5 68],[ 24.18373494 234.81626506] ; [ 6.81626506 66.18373494],0
s6,1,0.408766,0.682386,[179  77] ; [46 25],[176.14678899  79.85321101] ; [48.85321101 22.14678899],0
n2,1,0.422569,0.64316,[31  6] ; [15  5],[29.85964912  7.14035088] ; [16.14035088  3.85964912],0
p11,1,0.474276,0.511996,[220  41] ; [64  9],[221.92814371  39.07185629] ; [62.07185629 10.92814371],0
v4,1,0.528466,0.39734,[250   7] ; [69  3],[249.18844985   7.81155015] ; [69.81155015  2.18844985],0
s1,1,0.534487,0.385854,[  7 252] ; [ 3 70],[  7.80120482 251.19879518] ; [ 2.19879518 70.80120482],0
u2,1,0.549009,0.359096,[21 19] ; [15 18],[19.7260274 20.2739726] ; [16.2739726 16.7260274],0
p6,1,0.58457,0.298904,[125 133] ; [37 34],[127.03951368 130.96048632] ; [34.96048632 36.03951368],0
u4,1,0.624257,0.23993,[  6 255] ; [ 1 72],[  5.47005988 255.52994012] ; [ 1.52994012 71.47005988],0
n1,1,0.732929,0.116439,[11 25] ; [ 7 13],[11.57142857 24.42857143] ; [ 6.42857143 13.57142857],0
s3,1,0.821338,0.050997,[147 108] ; [41 32],[146.15853659 108.84146341] ; [41.84146341 31.15853659],0
b4,1,0.821657,0.050812,[154 107] ; [42 31],[153.16167665 107.83832335] ; [42.83832335 30.16167665],0
r3,1,0.835054,0.043357,[253   6] ; [71  2],[252.75903614   6.24096386] ; [71.24096386  1.75903614],0
p1,1,0.844697,0.038373,[ 23 237] ; [ 7 66],[ 23.42342342 236.57657658] ; [ 6.57657658 66.42342342],0
n3,1,0.884083,0.021256,[31  7] ; [16  4],[30.79310345  7.20689655] ; [16.20689655  3.79310345],0
v1,1,0.897517,0.016589,[176  83] ; [47 23],[175.55319149  83.44680851] ; [47.44680851 22.55319149],0
