Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,43.882842,[42 44] ; [69  2],[60.80254777 25.19745223] ; [50.19745223 20.80254777],1
d3,1,0.0,35.613577,[40 46] ; [65  6],[57.51592357 28.48407643] ; [47.48407643 23.51592357],1
d2,1,0.0,33.527454,[14 73] ; [43 28],[31.38607595 55.61392405] ; [25.61392405 45.38607595],1
a5,1,0.000156,14.293118,[39 48] ; [53 18],[50.65822785 36.34177215] ; [41.34177215 29.65822785],1
a4,1,0.000276,13.223425,[15 72] ; [31 40],[25.32911392 61.67088608] ; [20.67088608 50.32911392],1
a2,1,0.000743,11.377581,[ 4 83] ; [16 55],[11.01265823 75.98734177] ; [ 8.98734177 62.01265823],1
u1,1,0.008046,7.023197,[ 3 84] ; [11 60],[ 7.70886076 79.29113924] ; [ 6.29113924 64.70886076],0
a3,1,0.00837,6.952584,[44 42] ; [51 20],[52.03821656 33.96178344] ; [42.96178344 28.03821656],0
u3,1,0.009862,6.659572,[19 23] ; [16  4],[23.70967742 18.29032258] ; [11.29032258  8.70967742],0
a6,1,0.027651,4.849692,[45 42] ; [49 22],[51.75949367 35.24050633] ; [42.24050633 28.75949367],0
a7,1,0.035222,4.434388,[56 30] ; [57 14],[61.89808917 24.10191083] ; [51.10191083 19.89808917],0
b2,1,0.044317,4.04445,[ 8 31] ; [14 19],[11.91666667 27.08333333] ; [10.08333333 22.91666667],0
b3,1,0.044317,4.04445,[ 8 31] ; [14 19],[11.91666667 27.08333333] ; [10.08333333 22.91666667],0
a8,1,0.055546,3.665619,[ 7 74] ; [ 1 66],[ 4.37837838 76.62162162] ; [ 3.62162162 63.37837838],0
v2,1,0.06008,3.535181,[35 51] ; [37 29],[40.73684211 45.26315789] ; [31.26315789 34.73684211],0
r1,1,0.092525,2.829877,[54 33] ; [53 18],[58.91772152 28.08227848] ; [48.08227848 22.91772152],0
s2,1,0.101813,2.676909,[31 56] ; [34 36],[36.01910828 50.98089172] ; [28.98089172 41.01910828],0
v1,1,0.126056,2.34042,[30 56] ; [32 36],[34.62337662 51.37662338] ; [27.37662338 40.62337662],0
n2,1,0.131646,2.272987,[25  6] ; [19 11],[22.36065574  8.63934426] ; [21.63934426  8.36065574],0
b5,1,0.147288,2.100117,[49 38] ; [48 23],[53.41139241 33.58860759] ; [43.58860759 27.41139241],0
u2,1,0.149791,2.074379,[17 25] ; [12  8],[19.64516129 22.35483871] ; [ 9.35483871 10.64516129],0
n5,1,0.159177,1.982027,[39 48] ; [24 47],[34.68987342 52.31012658] ; [28.31012658 42.68987342],0
s5,1,0.213169,1.549776,[24 61] ; [26 43],[27.5974026 57.4025974] ; [22.4025974 46.5974026],0
r3,1,0.222078,1.490892,[79  8] ; [68  3],[80.94303797  6.05696203] ; [66.05696203  4.94303797],0
n3,1,0.249464,1.326305,[21 10] ; [16 14],[18.80327869 12.19672131] ; [18.19672131 11.80327869],0
s3,1,0.257612,1.281546,[34 52] ; [34 36],[37.48717949 48.51282051] ; [30.51282051 39.48717949],0
p3,1,0.270103,1.216226,[27 60] ; [28 43],[30.28481013 56.71518987] ; [24.71518987 46.28481013],0
s6,1,0.306548,1.045488,[47 38] ; [45 26],[50.12820513 34.87179487] ; [41.87179487 29.12820513],0
r2,1,0.330635,0.94641,[76 10] ; [66  5],[77.78343949  8.21656051] ; [64.21656051  6.78343949],0
p4,1,0.334373,0.931886,[35 52] ; [34 37],[37.99367089 49.00632911] ; [31.00632911 39.99367089],0
s8,1,0.347416,0.882875,[22 64] ; [23 48],[24.64968153 61.35031847] ; [20.35031847 50.64968153],0
p7,1,0.40858,0.682927,[50 35] ; [36 33],[47.46753247 37.53246753] ; [38.53246753 30.46753247],0
a1,1,0.41683,0.659234,[ 3 84] ; [ 1 70],[ 2.20253165 84.79746835] ; [ 1.79746835 69.20253165],0
p2,1,0.44173,0.591783,[63 23] ; [55 15],[65.05128205 20.94871795] ; [52.94871795 17.05128205],0
s1,1,0.444912,0.583581,[ 1 86] ; [ 2 69],[ 1.65189873 85.34810127] ; [ 1.34810127 69.65189873],0
v4,1,0.449735,0.57132,[79  6] ; [68  3],[80.09615385  4.90384615] ; [66.90384615  4.09615385],0
v3,1,0.463987,0.53626,[20 65] ; [19 47],[21.95364238 63.04635762] ; [17.04635762 48.95364238],0
p10,1,0.503012,0.448575,[59 26] ; [52 18],[60.87096774 24.12903226] ; [50.12903226 19.87096774],0
p1,1,0.504182,0.446122,[ 3 83] ; [ 4 66],[ 3.85897436 82.14102564] ; [ 3.14102564 66.85897436],0
p6,1,0.651616,0.203869,[18 68] ; [17 54],[19.17197452 66.82802548] ; [15.82802548 55.17197452],0
p5,1,0.652342,0.20296,[ 5 81] ; [ 3 68],[ 4.38216561 81.61783439] ; [ 3.61783439 67.38216561],0
r4,1,0.669948,0.181663,[70 17] ; [59 12],[71.03164557 15.96835443] ; [57.96835443 13.03164557],0
s4,1,0.68338,0.166346,[22 65] ; [20 51],[23.12658228 63.87341772] ; [18.87341772 52.12658228],0
p8,1,0.772733,0.083407,[36 51] ; [31 40],[36.89240506 50.10759494] ; [30.10759494 40.89240506],0
p12,1,0.799337,0.06462,[ 3 84] ; [ 3 68],[ 3.30379747 83.69620253] ; [ 2.69620253 68.30379747],0
b4,1,0.804569,0.061226,[51 36] ; [43 28],[51.75949367 35.24050633] ; [42.24050633 28.75949367],0
s7,1,0.849731,0.035896,[27 59] ; [22 45],[27.54248366 58.45751634] ; [21.45751634 45.54248366],0
u4,1,0.884812,0.020988,[ 1 86] ; [ 1 70],[ 1.10126582 85.89873418] ; [ 0.89873418 70.10126582],0
p11,1,0.907759,0.013425,[62 25] ; [50 21],[61.67088608 25.32911392] ; [50.32911392 20.67088608],0
p9,1,0.927233,0.008341,[66 19] ; [54 15],[66.23376623 18.76623377] ; [53.76623377 15.23376623],0
b1,1,0.966442,0.00177,[26 61] ; [21 50],[25.87974684 61.12025316] ; [21.12025316 49.87974684],0
n1,1,1.0,0.0,[ 7 24] ; [ 7 24],[ 7. 24.] ; [ 7. 24.],0
