Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000162,14.226641,[10 24] ; [48 22],[18.96153846 15.03846154] ; [39.03846154 30.96153846],1
v4,1,0.017951,5.600961,[27  5] ; [68  2],[29.80392157  2.19607843] ; [65.19607843  4.80392157],0
n4,1,0.039825,4.225303,[19 15] ; [53 17],[23.53846154 10.46153846] ; [48.46153846 21.53846154],0
p4,1,0.051521,3.791258,[13 21] ; [41 29],[17.65384615 16.34615385] ; [36.34615385 33.65384615],0
a7,1,0.065166,3.400776,[19 15] ; [51 18],[23.10679612 10.89320388] ; [46.89320388 22.10679612],0
n1,1,0.070156,3.279366,[ 2 11] ; [10 12],[4.45714286 8.54285714] ; [ 7.54285714 14.45714286],0
s7,1,0.070336,3.275167,[ 6 23] ; [27 41],[ 9.86597938 19.13402062] ; [23.13402062 44.86597938],0
b3,1,0.073183,3.210137,[ 2 19] ; [13 31],[ 4.84615385 16.15384615] ; [10.15384615 33.84615385],0
b2,1,0.073183,3.210137,[ 2 19] ; [13 31],[ 4.84615385 16.15384615] ; [10.15384615 33.84615385],0
s2,1,0.074159,3.188478,[ 9 25] ; [30 37],[13.12871287 20.87128713] ; [25.87128713 41.12871287],0
r2,1,0.082174,3.021369,[27  7] ; [64  6],[29.75  4.25] ; [61.25  8.75],0
d3,1,0.115515,2.477095,[19 15] ; [50 20],[22.55769231 11.44230769] ; [46.44230769 23.55769231],0
b1,1,0.121559,2.397119,[22 12] ; [34 36],[18.30769231 15.69230769] ; [37.69230769 32.30769231],0
s8,1,0.126715,2.332292,[ 6 28] ; [22 47],[ 9.24271845 24.75728155] ; [18.75728155 50.24271845],0
p11,1,0.163682,1.939873,[17 17] ; [45 25],[20.26923077 13.73076923] ; [41.73076923 28.26923077],0
u3,1,0.171066,1.873574,[10  5] ; [14 17],[7.82608696 7.17391304] ; [16.17391304 14.82608696],0
a8,1,0.177768,1.816183,[ 1 30] ; [ 7 53],[ 2.72527473 28.27472527] ; [ 5.27472527 54.72527473],0
s4,1,0.230912,1.435237,[ 9 25] ; [11 56],[ 6.73267327 27.26732673] ; [13.26732673 53.73267327],0
s6,1,0.232138,1.427712,[13 21] ; [35 34],[15.84466019 18.15533981] ; [32.15533981 36.84466019],0
u1,1,0.257299,1.283233,[ 3 31] ; [12 58],[ 4.90384615 29.09615385] ; [10.09615385 59.90384615],0
v3,1,0.258689,1.275759,[ 7 25] ; [23 47],[ 9.41176471 22.58823529] ; [20.58823529 49.41176471],0
b5,1,0.266771,1.233274,[18 16] ; [45 25],[20.59615385 13.40384615] ; [42.40384615 27.59615385],0
n2,1,0.269065,1.22151,[9 5] ; [17  4],[10.4  3.6] ; [15.6  5.4],0
p10,1,0.307689,1.040569,[ 8 26] ; [23 46],[10.23300971 23.76699029] ; [20.76699029 48.23300971],0
v2,1,0.309292,1.033698,[12 21] ; [32 36],[14.37623762 18.62376238] ; [29.62376238 38.37623762],0
p8,1,0.312989,1.018019,[12 22] ; [32 38],[14.38461538 19.61538462] ; [29.61538462 40.38461538],0
d1,1,0.397773,0.71505,[14 20] ; [35 35],[16.01923077 17.98076923] ; [32.98076923 37.01923077],0
u2,1,0.398959,0.711462,[9 6] ; [14 16],[7.66666667 7.33333333] ; [15.33333333 14.66666667],0
p3,1,0.43528,0.608694,[14 20] ; [23 46],[12.21359223 21.78640777] ; [24.78640777 44.21359223],0
r3,1,0.445096,0.58311,[30  4] ; [64  5],[31.02912621  2.97087379] ; [62.97087379  6.02912621],0
n3,1,0.534355,0.386103,[9 5] ; [17  6],[9.83783784 4.16216216] ; [16.16216216  6.83783784],0
b4,1,0.536728,0.381639,[23 11] ; [43 27],[21.57692308 12.42307692] ; [44.42307692 25.57692308],0
p6,1,0.58621,0.296301,[ 8 25] ; [20 48],[ 9.14851485 23.85148515] ; [18.85148515 49.14851485],0
a5,1,0.586698,0.29553,[18 16] ; [41 29],[19.28846154 14.71153846] ; [39.71153846 30.28846154],0
