Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,105.424568,[ 5 64] ; [263  99],[42.90487239 26.09512761] ; [225.09512761 136.90487239],1
d4,1,0.0,73.263677,[32 37] ; [323  39],[56.83294664 12.16705336] ; [298.16705336  63.83294664],1
d2,1,1e-06,24.82381,[19 50] ; [217 144],[37.86976744 31.13023256] ; [198.13023256 162.86976744],1
d3,1,5e-06,20.896457,[33 36] ; [272  90],[48.82830626 20.17169374] ; [256.17169374 105.82830626],1
a4,1,9.1e-05,15.315239,[20 48] ; [199 161],[34.79439252 33.20560748] ; [184.20560748 175.79439252],1
u1,1,0.000531,12.003689,[ 3 66] ; [ 81 281],[13.44779582 55.55220418] ; [ 70.55220418 291.44779582],1
r2,1,0.000599,11.778022,[56 12] ; [335  20],[62.85579196  5.14420804] ; [328.14420804  26.85579196],1
a2,1,0.002911,8.862325,[10 59] ; [117 245],[20.33178654 48.66821346] ; [106.66821346 255.33178654],0
a7,1,0.010741,6.507722,[42 26] ; [277  85],[50.44651163 17.55348837] ; [268.55348837  93.44651163],0
p1,1,0.011983,6.313376,[ 9 60] ; [ 18 341],[ 4.35280374 64.64719626] ; [ 22.64719626 336.35280374],0
n4,1,0.027902,4.834099,[47 21] ; [293  69],[53.76744186 14.23255814] ; [286.23255814  75.76744186],0
p2,1,0.029491,4.73873,[49 20] ; [294  63],[55.55633803 13.44366197] ; [287.44366197  69.55633803],0
b2,1,0.052026,3.774932,[21 20] ; [ 80 147],[15.45149254 25.54850746] ; [ 85.54850746 141.45149254],0
b3,1,0.052026,3.774932,[21 20] ; [ 80 147],[15.45149254 25.54850746] ; [ 85.54850746 141.45149254],0
s6,1,0.054235,3.705436,[31 38] ; [207 153],[38.27972028 30.72027972] ; [199.72027972 160.27972028],0
v4,1,0.061493,3.496649,[59  9] ; [337  24],[62.76923077  5.23076923] ; [333.23076923  27.76923077],0
b1,1,0.082731,3.010407,[35 34] ; [143 219],[28.49651972 40.50348028] ; [149.50348028 212.49651972],0
b5,1,0.091194,2.853164,[36 33] ; [228 134],[42.26450116 26.73549884] ; [221.73549884 140.26450116],0
r3,1,0.104721,2.632132,[59  8] ; [339  23],[62.15850816  4.84149184] ; [335.84149184  26.15850816],0
p7,1,0.108492,2.576045,[33 35] ; [209 145],[38.99526066 29.00473934] ; [203.00473934 150.99526066],0
p9,1,0.115169,2.481815,[50 18] ; [292  65],[54.72 13.28] ; [287.28  69.72],0
r4,1,0.127254,2.325683,[55 14] ; [314  48],[59.07424594  9.92575406] ; [309.92575406  52.07424594],0
v2,1,0.136962,2.211768,[31 35] ; [198 150],[36.50724638 29.49275362] ; [192.49275362 155.50724638],0
a3,1,0.140557,2.171853,[48 20] ; [285  77],[52.66046512 15.33953488] ; [280.33953488  81.66046512],0
n2,1,0.149539,2.076944,[14  3] ; [60 33],[11.43636364  5.56363636] ; [62.56363636 30.43636364],0
p10,1,0.188653,1.728103,[48 20] ; [279  79],[52.1971831 15.8028169] ; [274.8028169  83.1971831],0
a6,1,0.199754,1.644176,[48 21] ; [278  84],[52.19025522 16.80974478] ; [273.80974478  88.19025522],0
s8,1,0.219235,1.509374,[21 48] ; [138 223],[25.51395349 43.48604651] ; [133.48604651 227.51395349],0
s1,1,0.223367,1.482609,[ 4 62] ; [ 11 349],[ 2.32394366 63.67605634] ; [ 12.67605634 347.32394366],0
n6,1,0.240258,1.379078,[50 17] ; [292  69],[53.53738318 13.46261682] ; [288.46261682  72.53738318],0
n1,1,0.30594,1.048122,[8 9] ; [31 60],[ 6.13888889 10.86111111] ; [32.86111111 58.13888889],0
s3,1,0.313839,1.014452,[35 34] ; [158 200],[31.18735363 37.81264637] ; [161.81264637 196.18735363],0
p11,1,0.320443,0.987137,[51 18] ; [287  75],[54.11136891 14.88863109] ; [283.88863109  78.11136891],0
p4,1,0.343304,0.898054,[36 33] ; [210 150],[39.56643357 29.43356643] ; [206.43356643 153.56643357],0
u3,1,0.367039,0.813666,[10 11] ; [44 31],[11.8125  9.1875] ; [42.1875 32.8125],0
u2,1,0.375676,0.784804,[10 11] ; [45 32],[11.78571429  9.21428571] ; [43.21428571 33.78571429],0
p3,1,0.429697,0.623643,[29 40] ; [169 189],[31.99531616 37.00468384] ; [166.00468384 191.99531616],0
s2,1,0.430171,0.622361,[23 45] ; [140 220],[25.89719626 42.10280374] ; [137.10280374 222.89719626],0
p5,1,0.436749,0.604808,[ 5 63] ; [ 18 340],[ 3.6713615 64.3286385] ; [ 19.3286385 338.6713615],0
a8,1,0.536811,0.381483,[10 52] ; [ 43 283],[ 8.46907216 53.53092784] ; [ 44.53092784 281.46907216],0
p6,1,0.590063,0.290246,[18 51] ; [104 251],[19.85377358 49.14622642] ; [102.14622642 252.85377358],0
n3,1,0.646725,0.210054,[11  4] ; [62 30],[10.23364486  4.76635514] ; [62.76635514 29.23364486],0
p8,1,0.663151,0.189719,[35 33] ; [172 182],[33.35545024 34.64454976] ; [173.64454976 180.35545024],0
r1,1,0.69497,0.153757,[54 14] ; [294  67],[55.16083916 12.83916084] ; [292.83916084  68.16083916],0
n5,1,0.726377,0.122464,[49 19] ; [266  93],[50.16393443 17.83606557] ; [264.83606557  94.16393443],0
v3,1,0.758423,0.094588,[26 40] ; [129 216],[24.89051095 41.10948905] ; [130.10948905 214.89051095],0
b4,1,0.81105,0.057155,[38 31] ; [205 157],[38.9025522 30.0974478] ; [204.0974478 157.9025522],0
s7,1,0.81664,0.053763,[29 37] ; [145 197],[28.14705882 37.85294118] ; [145.85294118 196.14705882],0
p12,1,0.847458,0.037003,[ 4 64] ; [ 19 339],[ 3.6713615 64.3286385] ; [ 19.3286385 338.6713615],0
s4,1,0.865556,0.028664,[ 7 62] ; [ 39 321],[ 7.3986014 61.6013986] ; [ 38.6013986 321.3986014],0
v1,1,0.885613,0.020695,[34 33] ; [182 170],[34.53937947 32.46062053] ; [181.46062053 170.53937947],0
a1,1,0.927986,0.008168,[ 4 65] ; [ 20 342],[ 3.84222738 65.15777262] ; [ 20.15777262 341.84222738],0
u4,1,0.949778,0.003967,[ 2 67] ; [ 10 352],[ 1.92111369 67.07888631] ; [ 10.07888631 351.92111369],0
