Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.338366,[63 36] ; [ 4 25],[51.8203125 47.1796875] ; [15.1796875 13.8203125],1
p7,1,0.000136,14.557563,[75 24] ; [11 18],[66.515625 32.484375] ; [19.484375  9.515625],1
p4,1,0.00034,12.838776,[73 30] ; [10 19],[64.76515152 38.23484848] ; [18.23484848 10.76515152],1
a6,1,0.00667,7.359769,[71 32] ; [12 17],[64.76515152 38.23484848] ; [18.23484848 10.76515152],0
p10,1,0.010778,6.501519,[88 14] ; [19 10],[83.3129771 18.6870229] ; [23.6870229  5.3129771],0
p11,1,0.011435,6.39639,[81 22] ; [16 13],[75.68939394 27.31060606] ; [21.31060606  7.68939394],0
n5,1,0.012324,6.263679,[78 25] ; [15 14],[72.56818182 30.43181818] ; [20.43181818  8.56818182],0
s3,1,0.014841,5.935301,[84 18] ; [17 11],[79.24615385 22.75384615] ; [21.75384615  6.24615385],0
p3,1,0.023476,5.132934,[60 43] ; [10 19],[54.62121212 48.37878788] ; [15.37878788 13.62121212],0
a2,1,0.026462,4.925554,[27 76] ; [ 2 27],[22.62878788 80.37121212] ; [ 6.37121212 22.62878788],0
d1,1,0.029752,4.723575,[69 34] ; [13 16],[63.98484848 39.01515152] ; [18.01515152 10.98484848],0
d3,1,0.053486,3.728658,[79 24] ; [17 12],[74.90909091 28.09090909] ; [21.09090909  7.90909091],0
a7,1,0.088613,2.899383,[74 29] ; [16 13],[70.22727273 32.77272727] ; [19.77272727  9.22727273],0
v4,1,0.089638,2.880865,[100   3] ; [26  3],[98.31818182  4.68181818] ; [27.68181818  1.31818182],0
p12,1,0.09161,2.845861,[ 5 98] ; [ 4 25],[ 7.02272727 95.97727273] ; [ 1.97727273 27.02272727],0
d5,1,0.137156,2.209575,[87 16] ; [21  8],[84.27272727 18.72727273] ; [23.72727273  5.27272727],0
p6,1,0.137334,2.207577,[47 54] ; [ 9 20],[43.50769231 57.49230769] ; [12.49230769 16.50769231],0
s1,1,0.158373,1.98969,[ 4 98] ; [ 3 25],[ 5.49230769 96.50769231] ; [ 1.50769231 26.49230769],0
a1,1,0.169138,1.890567,[  2 101] ; [ 2 27],[ 3.12121212 99.87878788] ; [ 0.87878788 28.12121212],0
d4,1,0.178512,1.809968,[86 17] ; [21  8],[83.49242424 19.50757576] ; [23.50757576  5.49242424],0
r3,1,0.179396,1.802619,[97  4] ; [26  3],[95.56153846  5.43846154] ; [27.43846154  1.56153846],0
r1,1,0.181977,1.781404,[83 20] ; [20  9],[80.37121212 22.62878788] ; [22.62878788  6.37121212],0
p1,1,0.188945,1.725822,[ 9 94] ; [ 5 24],[10.92424242 92.07575758] ; [ 3.07575758 25.92424242],0
u2,1,0.200032,1.642143,[15 13] ; [3 7],[13.26315789 14.73684211] ; [4.73684211 5.26315789],0
n4,1,0.240376,1.378388,[69 34] ; [16 13],[66.32575758 36.67424242] ; [18.67424242 10.32575758],0
s2,1,0.244806,1.352702,[80 22] ; [19  9],[77.67692308 24.32307692] ; [21.32307692  6.67692308],0
s7,1,0.255142,1.294924,[68 33] ; [15 12],[65.4921875 35.5078125] ; [17.5078125  9.4921875],0
a5,1,0.262513,1.255455,[75 28] ; [18 11],[72.56818182 30.43181818] ; [20.43181818  8.56818182],0
s8,1,0.273235,1.200435,[58 45] ; [13 16],[55.40151515 47.59848485] ; [15.59848485 13.40151515],0
p5,1,0.281252,1.161031,[10 93] ; [ 1 28],[ 8.58333333 94.41666667] ; [ 2.41666667 26.58333333],0
p9,1,0.316972,1.001401,[88 14] ; [22  6],[86.30769231 15.69230769] ; [23.69230769  4.30769231],0
v2,1,0.329619,0.950394,[45 55] ; [15 12],[47.24409449 52.75590551] ; [12.75590551 14.24409449],0
v3,1,0.339171,0.913562,[32 69] ; [ 6 21],[29.984375 71.015625] ; [ 8.015625 18.984375],0
u1,1,0.365477,0.818986,[22 81] ; [ 4 25],[20.28787879 82.71212121] ; [ 5.71212121 23.28787879],0
v1,1,0.383327,0.760004,[48 54] ; [11 18],[45.9389313 56.0610687] ; [13.0610687 15.9389313],0
n1,1,0.435484,0.608154,[ 6 19] ; [5 9],[ 7.05128205 17.94871795] ; [ 3.94871795 10.05128205],0
a3,1,0.443213,0.58795,[75 28] ; [19 10],[73.34848485 29.65151515] ; [20.65151515  8.34848485],0
d2,1,0.469616,0.52288,[54 49] ; [13 16],[52.28030303 50.71969697] ; [14.71969697 14.28030303],0
a4,1,0.617819,0.248945,[48 55] ; [12 17],[46.81818182 56.18181818] ; [13.18181818 15.81818182],0
r4,1,0.640733,0.217785,[92 11] ; [25  4],[91.29545455 11.70454545] ; [25.70454545  3.29545455],0
u3,1,0.653023,0.20211,[19  9] ; [6 4],[18.42105263  9.57894737] ; [6.57894737 3.42105263],0
b1,1,0.659989,0.193537,[38 65] ; [12 17],[39.01515152 63.98484848] ; [10.98484848 18.01515152],0
b5,1,0.659989,0.193537,[65 38] ; [17 12],[63.98484848 39.01515152] ; [18.01515152 10.98484848],0
b2,1,0.719133,0.129325,[12 39] ; [ 5 13],[12.56521739 38.43478261] ; [ 4.43478261 13.56521739],0
b3,1,0.719133,0.129325,[12 39] ; [ 5 13],[12.56521739 38.43478261] ; [ 4.43478261 13.56521739],0
n3,1,0.753801,0.098365,[19  6] ; [10  4],[18.58974359  6.41025641] ; [10.41025641  3.58974359],0
s5,1,0.802046,0.062851,[56 43] ; [16 11],[56.57142857 42.42857143] ; [15.42857143 11.57142857],0
n6,1,0.802495,0.06256,[86 16] ; [25  4],[86.42748092 15.57251908] ; [24.57251908  4.42748092],0
r2,1,0.830873,0.045617,[97  6] ; [27  2],[96.75757576  6.24242424] ; [27.24242424  1.75757576],0
n2,1,0.915595,0.011233,[20  5] ; [11  3],[19.87179487  5.12820513] ; [11.12820513  2.87179487],0
a8,1,0.928542,0.008042,[ 3 90] ; [ 1 27],[ 3.07438017 89.92561983] ; [ 0.92561983 27.07438017],0
b4,1,0.994761,4.3e-05,[64 39] ; [18 11],[63.98484848 39.01515152] ; [18.01515152 10.98484848],0
