Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000636,11.668016,[ 97 128] ; [39 18],[108.5106383 116.4893617] ; [27.4893617 29.5106383],1
v2,1,0.006535,7.396458,[152  76] ; [28 31],[142.99651568  85.00348432] ; [37.00348432 21.99651568],0
s2,1,0.010258,6.589617,[176  59] ; [55  6],[183.39527027  51.60472973] ; [47.60472973 13.39527027],0
n4,1,0.01361,6.088042,[203  31] ; [45 16],[196.71864407  37.28135593] ; [51.28135593  9.71864407],0
n5,1,0.017983,5.597758,[202  32] ; [45 16],[195.92542373  38.07457627] ; [51.07457627  9.92542373],0
a8,1,0.018754,5.52435,[ 44 169] ; [ 4 52],[ 38.00743494 174.99256506] ; [ 9.99256506 46.00743494],0
b3,1,0.025621,4.981396,[86 93] ; [10 26],[79.9255814 99.0744186] ; [16.0744186 19.9255814],0
b2,1,0.025621,4.981396,[86 93] ; [10 26],[79.9255814 99.0744186] ; [16.0744186 19.9255814],0
v3,1,0.028002,4.827932,[120 104] ; [23 38],[112.39298246 111.60701754] ; [30.60701754 30.39298246],0
v1,1,0.042801,4.103253,[151  76] ; [32 29],[144.23958333  82.76041667] ; [38.76041667 22.23958333],0
d1,1,0.071924,3.238567,[149  87] ; [46 15],[154.94949495  81.05050505] ; [40.05050505 20.94949495],0
s6,1,0.073275,3.208088,[202  31] ; [57  3],[205.96245734  27.03754266] ; [53.03754266  6.96245734],0
p6,1,0.162328,1.952402,[108 124] ; [34 26],[112.82191781 119.17808219] ; [29.17808219 30.82191781],0
u4,1,0.172309,1.862736,[ 14 222] ; [ 1 60],[ 11.91919192 224.08080808] ; [ 3.08080808 57.91919192],0
r1,1,0.197413,1.661413,[200  34] ; [48 13],[196.71864407  37.28135593] ; [51.28135593  9.71864407],0
d3,1,0.200008,1.642315,[162  74] ; [47 14],[166.07407407  69.92592593] ; [42.92592593 18.07407407],0
n3,1,0.204218,1.611948,[36 18] ; [11  2],[37.88059701 16.11940299] ; [9.11940299 3.88059701],0
s3,1,0.2184,1.514853,[182  51] ; [52  9],[185.44897959  47.55102041] ; [48.55102041 12.44897959],0
u1,1,0.234505,1.413328,[ 56 180] ; [19 42],[ 59.5959596 176.4040404] ; [15.4040404 45.5959596],0
n1,1,0.24019,1.379479,[30 23] ; [5 8],[28.10606061 24.89393939] ; [6.89393939 6.10606061],0
a5,1,0.263268,1.25149,[193  43] ; [46 15],[189.91245791  46.08754209] ; [49.08754209 11.91245791],0
d4,1,0.274164,1.195793,[199  36] ; [55  6],[201.65540541  33.34459459] ; [52.34459459  8.65540541],0
a1,1,0.307005,1.043516,[ 16 220] ; [ 2 59],[ 14.3030303 221.6969697] ; [ 3.6969697 57.3030303],0
p1,1,0.320915,0.985215,[ 24 210] ; [ 9 52],[ 26.17627119 207.82372881] ; [ 6.82372881 54.17627119],0
n6,1,0.338828,0.91486,[212  21] ; [53  8],[210.0170068  22.9829932] ; [54.9829932  6.0170068],0
p5,1,0.359331,0.840231,[ 46 185] ; [ 9 52],[ 43.51027397 187.48972603] ; [11.48972603 49.51027397],0
s1,1,0.362089,0.830634,[  9 224] ; [ 4 57],[ 10.30272109 222.69727891] ; [ 2.69727891 58.30272109],0
p3,1,0.364356,0.822825,[139  97] ; [32 29],[135.87878788 100.12121212] ; [35.12121212 25.87878788],0
d2,1,0.368498,0.808725,[128 108] ; [37 24],[131.11111111 104.88888889] ; [33.88888889 27.11111111],0
r2,1,0.400888,0.705661,[223   9] ; [59  1],[224.05479452   7.94520548] ; [57.94520548  2.05479452],0
a3,1,0.462111,0.540776,[198  37] ; [49 12],[196.09797297  38.90202703] ; [50.90202703 10.09797297],0
p7,1,0.477389,0.504823,[163  66] ; [44 14],[165.16724739  63.83275261] ; [41.83275261 16.16724739],0
p8,1,0.543558,0.368985,[133  99] ; [37 23],[135.06849315  96.93150685] ; [34.93150685 25.06849315],0
b5,1,0.588273,0.29305,[138  98] ; [38 23],[139.85185185  96.14814815] ; [36.14814815 24.85185185],0
a7,1,0.693613,0.155202,[161  75] ; [40 21],[159.71717172  76.28282828] ; [41.28282828 19.71717172],0
r3,1,0.696153,0.152505,[227   9] ; [58  3],[226.46464646   9.53535354] ; [58.53535354  2.46464646],0
p4,1,0.708899,0.139379,[160  75] ; [40 21],[158.78378378  76.21621622] ; [41.21621622 19.78378378],0
p9,1,0.76996,0.085514,[217  18] ; [57  4],[217.53378378  17.46621622] ; [56.46621622  4.53378378],0
a2,1,0.786822,0.073138,[ 66 170] ; [16 45],[ 65.15824916 170.84175084] ; [16.84175084 44.15824916],0
u2,1,0.813926,0.055397,[26 11] ; [8 4],[25.67346939 11.32653061] ; [8.32653061 3.67346939],0
