Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u1,1,0.003608,8.471017,[ 1 27] ; [20 44],[ 6.39130435 21.60869565] ; [14.60869565 49.39130435],0
d3,1,0.006983,7.277344,[14 14] ; [50 14],[19.47826087  8.52173913] ; [44.52173913 19.47826087],0
v4,1,0.015106,5.904039,[24  4] ; [61  1],[26.44444444  1.55555556] ; [58.55555556  3.44444444],0
a2,1,0.034241,4.482619,[ 2 26] ; [17 47],[ 5.7826087 22.2173913] ; [13.2173913 50.7826087],0
u2,1,0.035266,4.432234,[3 5] ; [10  2],[5.2 2.8] ; [7.8 4.2],0
p10,1,0.039134,4.255049,[23  5] ; [61  3],[25.56521739  2.43478261] ; [58.43478261  5.56521739],0
r2,1,0.04174,4.145708,[23  5] ; [60  3],[25.53846154  2.46153846] ; [57.46153846  5.53846154],0
a6,1,0.042443,4.117436,[13 15] ; [44 20],[17.34782609 10.65217391] ; [39.65217391 24.34782609],0
v2,1,0.049343,3.863637,[13 15] ; [41 19],[17.18181818 10.81818182] ; [36.81818182 23.18181818],0
p3,1,0.084009,2.985577,[21  7] ; [57  7],[23.73913043  4.26086957] ; [54.26086957  9.73913043],0
p8,1,0.098975,2.721989,[20  8] ; [55  9],[22.82608696  5.17391304] ; [52.17391304 11.82608696],0
b1,1,0.108398,2.577424,[16 12] ; [25 39],[12.47826087 15.52173913] ; [28.52173913 35.47826087],0
n2,1,0.136641,2.215385,[3 3] ; [10  2],[4.33333333 1.66666667] ; [8.66666667 3.33333333],0
n4,1,0.136866,2.212848,[27  1] ; [55  9],[24.95652174  3.04347826] ; [57.04347826  6.95652174],0
p12,1,0.142679,2.14883,[ 5 23] ; [21 43],[ 7.91304348 20.08695652] ; [18.08695652 45.91304348],0
p6,1,0.143235,2.142857,[15 12] ; [45 18],[18.  9.] ; [42. 21.],0
u4,1,0.145182,2.122158,[ 3 25] ; [ 2 61],[ 1.53846154 26.46153846] ; [ 3.46153846 59.53846154],0
p1,1,0.168125,1.899582,[ 6 22] ; [23 41],[ 8.82608696 19.17391304] ; [20.17391304 43.82608696],0
a5,1,0.223232,1.483475,[18 10] ; [49 15],[20.39130435  7.60869565] ; [46.60869565 17.39130435],0
d4,1,0.272612,1.203558,[22  6] ; [56  8],[23.73913043  4.26086957] ; [54.26086957  9.73913043],0
n6,1,0.290955,1.115196,[25  3] ; [60  3],[26.15384615  1.84615385] ; [58.84615385  4.15384615],0
a3,1,0.29331,1.104365,[20  8] ; [52 12],[21.91304348  6.08695652] ; [50.08695652 13.91304348],0
r1,1,0.302543,1.062953,[21  7] ; [53 10],[22.76923077  5.23076923] ; [51.23076923 11.76923077],0
n1,1,0.317311,1.0,[4 2] ; [5 7],[3. 3.] ; [6. 6.],0
r4,1,0.336219,0.924794,[24  4] ; [59  5],[25.26086957  2.73913043] ; [57.73913043  6.26086957],0
s2,1,0.402822,0.699885,[15 13] ; [39 23],[16.8 11.2] ; [37.2 24.8],0
d2,1,0.417432,0.657534,[17 11] ; [33 31],[15.2173913 12.7826087] ; [34.7826087 29.2173913],0
s5,1,0.441489,0.592408,[16 11] ; [38 18],[17.56626506  9.43373494] ; [36.43373494 19.56626506],0
s7,1,0.44185,0.591474,[18 10] ; [42 16],[19.53488372  8.46511628] ; [40.46511628 17.53488372],0
s1,1,0.448405,0.574682,[ 1 27] ; [ 5 59],[ 1.82608696 26.17391304] ; [ 4.17391304 59.82608696],0
v1,1,0.454692,0.558929,[17 10] ; [44 18],[18.50561798  8.49438202] ; [42.49438202 19.50561798],0
p11,1,0.497295,0.460704,[23  5] ; [56  8],[24.04347826  3.95652174] ; [54.95652174  9.04347826],0
b5,1,0.500383,0.454123,[11 17] ; [30 34],[12.47826087 15.52173913] ; [28.52173913 35.47826087],0
d1,1,0.548616,0.359803,[17 11] ; [43 21],[18.26086957  9.73913043] ; [41.73913043 22.26086957],0
u3,1,0.550097,0.357143,[5 3] ; [9 3],[5.6 2.4] ; [8.4 3.6],0
b3,1,0.556709,0.345435,[11 10] ; [21 26],[ 9.88235294 11.11764706] ; [22.11764706 24.88235294],0
b2,1,0.556709,0.345435,[11 10] ; [21 26],[ 9.88235294 11.11764706] ; [22.11764706 24.88235294],0
s8,1,0.565566,0.330159,[16 12] ; [40 23],[17.23076923 10.76923077] ; [38.76923077 24.23076923],0
b4,1,0.591573,0.287895,[17 11] ; [35 29],[15.82608696 12.17391304] ; [36.17391304 27.82608696],0
p9,1,0.632646,0.228489,[26  2] ; [61  3],[26.47826087  1.52173913] ; [60.52173913  3.47826087],0
s6,1,0.648791,0.207428,[21  5] ; [50  9],[21.71764706  4.28235294] ; [49.28235294  9.71764706],0
s3,1,0.649452,0.206591,[19  9] ; [39 23],[18.04444444  9.95555556] ; [39.95555556 22.04444444],0
r3,1,0.658644,0.195175,[26  2] ; [59  3],[26.44444444  1.55555556] ; [58.55555556  3.44444444],0
d5,1,0.765704,0.088803,[22  6] ; [52 12],[22.52173913  5.47826087] ; [51.47826087 12.52173913],0
v3,1,0.799567,0.064469,[16 12] ; [36 24],[16.54545455 11.45454545] ; [35.45454545 24.54545455],0
a4,1,0.827412,0.047534,[12 16] ; [29 35],[12.47826087 15.52173913] ; [28.52173913 35.47826087],0
p7,1,0.846414,0.037518,[24  4] ; [53 10],[23.69230769  4.30769231] ; [53.30769231  9.69230769],0
a1,1,0.86929,0.02708,[ 4 24] ; [10 54],[ 4.26086957 23.73913043] ; [ 9.73913043 54.26086957],0
a8,1,0.924015,0.009097,[ 4 23] ; [ 8 49],[ 3.85714286 23.14285714] ; [ 8.14285714 48.85714286],0
p2,1,0.947182,0.004389,[25  2] ; [59  5],[24.92307692  2.07692308] ; [59.07692308  4.92307692],0
s4,1,0.95367,0.003375,[ 4 24] ; [ 9 52],[ 4.08988764 23.91011236] ; [ 8.91011236 52.08988764],0
n3,1,1.0,0.0,[3 3] ; [6 6],[3. 3.] ; [6. 6.],0
