Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.017836,5.61215,[2 3] ; [ 5 62],[0.48611111 4.51388889] ; [ 6.51388889 60.48611111],0
v3,1,0.022129,5.235616,[4 1] ; [22 51],[1.66666667 3.33333333] ; [24.33333333 48.66666667],0
p3,1,0.04333,4.082481,[4 1] ; [25 47],[1.88311688 3.11688312] ; [27.11688312 44.88311688],0
s5,1,0.058131,3.589917,[3 2] ; [16 56],[1.23376623 3.76623377] ; [17.76623377 54.23376623],0
a5,1,0.063067,3.45483,[1 4] ; [46 28],[2.97468354 2.02531646] ; [44.02531646 29.97468354],0
a1,1,0.115488,2.477468,[1 4] ; [ 3 71],[0.25316456 4.74683544] ; [ 3.74683544 70.25316456],0
s7,1,0.120561,2.410017,[4 1] ; [30 38],[2.32876712 2.67123288] ; [31.67123288 36.32876712],0
d4,1,0.121939,2.392242,[2 3] ; [53 20],[3.52564103 1.47435897] ; [51.47435897 21.52564103],0
p4,1,0.156897,2.003879,[4 1] ; [35 39],[2.46835443 2.53164557] ; [36.53164557 37.46835443],0
a4,1,0.166277,1.916191,[3 2] ; [22 51],[1.6025641 3.3974359] ; [23.3974359 49.6025641],0
s8,1,0.182893,1.77396,[3 2] ; [23 51],[1.64556962 3.35443038] ; [24.35443038 49.64556962],0
p6,1,0.260391,1.266679,[2 2] ; [18 55],[1.03896104 2.96103896] ; [18.96103896 54.03896104],0
p8,1,0.294403,1.099377,[3 2] ; [27 47],[1.89873418 3.10126582] ; [28.10126582 45.89873418],0
s2,1,0.307756,1.040281,[4 1] ; [42 32],[2.91139241 2.08860759] ; [43.08860759 30.91139241],0
a6,1,0.35891,0.841703,[2 3] ; [45 29],[2.97468354 2.02531646] ; [44.02531646 29.97468354],0
b4,1,0.36262,0.8288,[4 1] ; [44 30],[3.03797468 1.96202532] ; [44.96202532 29.03797468],0
a7,1,0.393158,0.729153,[2 3] ; [44 30],[2.91139241 2.08860759] ; [43.08860759 30.91139241],0
v1,1,0.393158,0.729153,[3 2] ; [30 44],[2.08860759 2.91139241] ; [30.91139241 43.08860759],0
p1,1,0.449564,0.57175,[1 4] ; [ 7 67],[0.50632911 4.49367089] ; [ 7.49367089 66.50632911],0
r2,1,0.449564,0.57175,[4 1] ; [67  7],[4.49367089 0.50632911] ; [66.50632911  7.49367089],0
p7,1,0.458574,0.549372,[3 1] ; [41 32],[2.28571429 1.71428571] ; [41.71428571 31.28571429],0
p11,1,0.465368,0.532952,[2 3] ; [42 32],[2.78481013 2.21518987] ; [41.21518987 32.78481013],0
s1,1,0.466414,0.53046,[1 4] ; [ 7 65],[0.51948052 4.48051948] ; [ 7.48051948 64.51948052],0
p10,1,0.513269,0.427397,[1 4] ; [25 48],[1.66666667 3.33333333] ; [24.33333333 48.66666667],0
d5,1,0.562926,0.334663,[4 1] ; [50 24],[3.41772152 1.58227848] ; [50.58227848 23.41772152],0
b2,1,0.654354,0.200455,[1 4] ; [13 31],[1.42857143 3.57142857] ; [12.57142857 31.42857143],0
b3,1,0.654354,0.200455,[1 4] ; [13 31],[1.42857143 3.57142857] ; [12.57142857 31.42857143],0
u1,1,0.685122,0.164417,[1 4] ; [10 64],[0.69620253 4.30379747] ; [10.30379747 63.69620253],0
u3,1,0.73467,0.114867,[1 1] ; [18 11],[1.22580645 0.77419355] ; [17.77419355 11.22580645],0
d2,1,0.751636,0.100162,[2 3] ; [35 39],[2.34177215 2.65822785] ; [34.65822785 39.34177215],0
p2,1,0.776692,0.080448,[3 2] ; [49 25],[3.29113924 1.70886076] ; [48.70886076 25.29113924],0
d1,1,0.796118,0.066757,[2 3] ; [34 40],[2.27848101 2.72151899] ; [33.72151899 40.27848101],0
b5,1,0.796118,0.066757,[3 2] ; [40 34],[2.72151899 2.27848101] ; [40.27848101 33.72151899],0
u2,1,0.811135,0.057103,[1 1] ; [17 12],[1.16129032 0.83870968] ; [16.83870968 12.16129032],0
b1,1,0.887271,0.020095,[3 2] ; [42 32],[2.84810127 2.15189873] ; [42.15189873 31.84810127],0
a3,1,0.971333,0.001291,[3 2] ; [45 29],[3.03797468 1.96202532] ; [44.96202532 29.03797468],0
v2,1,0.980126,0.000621,[2 3] ; [28 43],[1.97368421 3.02631579] ; [28.02631579 42.97368421],0
d3,1,0.980988,0.000568,[3 2] ; [44 30],[2.97468354 2.02531646] ; [44.02531646 29.97468354],0
