Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.002483,9.153002,[ 9 43] ; [8 6],[13.39393939 38.60606061] ; [ 3.60606061 10.39393939],0
s6,1,0.00888,6.846717,[17 35] ; [10  4],[21.27272727 30.72727273] ; [5.72727273 8.27272727],0
v2,1,0.035809,4.406162,[23 28] ; [ 2 12],[19.61538462 31.38461538] ; [5.38461538 8.61538462],0
p2,1,0.046225,3.973368,[22 31] ; [10  4],[25.31343284 27.68656716] ; [6.68656716 7.31343284],0
p4,1,0.055023,3.681401,[19 34] ; [9 5],[22.14925373 30.85074627] ; [5.85074627 8.14925373],0
s7,1,0.068452,3.319761,[ 8 43] ; [5 8],[10.359375 40.640625] ; [ 2.640625 10.359375],0
s3,1,0.084553,2.975141,[17 36] ; [8 6],[19.7761194 33.2238806] ; [5.2238806 8.7761194],0
a3,1,0.098833,2.72427,[32 21] ; [5 9],[29.26865672 23.73134328] ; [7.73134328 6.26865672],0
d2,1,0.106048,2.612149,[28 25] ; [ 4 10],[25.31343284 27.68656716] ; [6.68656716 7.31343284],0
b4,1,0.133567,2.250551,[30 23] ; [11  3],[32.43283582 20.56716418] ; [8.56716418 5.43283582],0
r1,1,0.148539,2.087187,[34 19] ; [6 8],[31.64179104 21.35820896] ; [8.35820896 5.64179104],0
a4,1,0.152445,2.047617,[18 35] ; [ 2 12],[15.82089552 37.17910448] ; [4.17910448 9.82089552],0
a5,1,0.170395,1.879469,[26 27] ; [ 4 10],[23.73134328 29.26865672] ; [6.26865672 7.73134328],0
p8,1,0.180114,1.796687,[16 36] ; [7 7],[18.12121212 33.87878788] ; [4.87878788 9.12121212],0
s5,1,0.200983,1.63522,[ 8 44] ; [4 9],[ 9.6 42.4] ; [ 2.4 10.6],0
u2,1,0.231998,1.428571,[12  9] ; [3 6],[10.5 10.5] ; [4.5 4.5],0
u3,1,0.282471,1.155161,[12  9] ; [7 2],[13.3  7.7] ; [5.7 3.3],0
a1,1,0.304022,1.056469,[ 1 52] ; [ 1 13],[ 1.58208955 51.41791045] ; [ 0.41791045 13.58208955],0
n5,1,0.317424,0.999529,[12 41] ; [5 9],[13.44776119 39.55223881] ; [ 3.55223881 10.44776119],0
p10,1,0.329381,0.951329,[ 9 44] ; [ 4 10],[10.28358209 42.71641791] ; [ 2.71641791 11.28358209],0
v1,1,0.343769,0.896326,[14 39] ; [ 2 12],[12.65671642 40.34328358] ; [ 3.34328358 10.65671642],0
p6,1,0.365377,0.819328,[ 9 42] ; [ 4 10],[10.2 40.8] ; [ 2.8 11.2],0
b5,1,0.373192,0.793007,[27 26] ; [9 5],[28.47761194 24.52238806] ; [7.52238806 6.47761194],0
r4,1,0.405364,0.692357,[33 20] ; [7 7],[31.64179104 21.35820896] ; [8.35820896 5.64179104],0
r2,1,0.41352,0.668657,[40 13] ; [12  2],[41.13432836 11.86567164] ; [10.86567164  3.13432836],0
a6,1,0.429441,0.624336,[29 24] ; [6 8],[27.68656716 25.31343284] ; [7.31343284 6.68656716],0
s8,1,0.460531,0.544604,[ 7 45] ; [ 3 11],[ 7.87878788 44.12121212] ; [ 2.12121212 11.87878788],0
v4,1,0.475103,0.510083,[40 12] ; [12  2],[40.96969697 11.03030303] ; [11.03030303  2.96969697],0
p7,1,0.506786,0.440698,[25 28] ; [8 6],[26.10447761 26.89552239] ; [6.89552239 7.10447761],0
d3,1,0.506786,0.440698,[25 28] ; [8 6],[26.10447761 26.89552239] ; [6.89552239 7.10447761],0
n2,1,0.517585,0.418703,[13 11] ; [6 3],[13.81818182 10.18181818] ; [5.18181818 3.81818182],0
s2,1,0.519023,0.415835,[14 38] ; [5 9],[14.96969697 37.03030303] ; [4.03030303 9.96969697],0
d1,1,0.520424,0.413053,[24 29] ; [5 9],[22.94029851 30.05970149] ; [6.05970149 7.94029851],0
p1,1,0.587711,0.293934,[ 2 51] ; [ 1 13],[ 2.37313433 50.62686567] ; [ 0.62686567 13.37313433],0
v3,1,0.59015,0.29011,[ 8 44] ; [ 3 11],[ 8.66666667 43.33333333] ; [ 2.33333333 11.66666667],0
n6,1,0.590399,0.289721,[26 27] ; [8 6],[26.89552239 26.10447761] ; [7.10447761 6.89552239],0
b1,1,0.590399,0.289721,[26 27] ; [8 6],[26.89552239 26.10447761] ; [7.10447761 6.89552239],0
n1,1,0.632142,0.229167,[ 6 18] ; [3 6],[ 6.54545455 17.45454545] ; [2.45454545 6.54545455],0
s1,1,0.64944,0.206607,[ 6 47] ; [ 1 13],[ 5.53731343 47.46268657] ; [ 1.46268657 12.53731343],0
p11,1,0.694186,0.154591,[22 31] ; [5 9],[21.35820896 31.64179104] ; [5.64179104 8.35820896],0
n3,1,0.71615,0.132212,[15  9] ; [5 4],[14.54545455  9.45454545] ; [5.45454545 3.54545455],0
r3,1,0.829388,0.046435,[43 10] ; [11  3],[42.71641791 10.28358209] ; [11.28358209  2.71641791],0
a7,1,0.871032,0.026357,[29 24] ; [8 6],[29.26865672 23.73134328] ; [7.73134328 6.26865672],0
d4,1,0.902169,0.01511,[38 14] ; [10  4],[37.81818182 14.18181818] ; [10.18181818  3.81818182],0
d5,1,0.902268,0.015079,[35 18] ; [9 5],[34.80597015 18.19402985] ; [9.19402985 4.80597015],0
