Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.6e-05,18.654445,[82  2] ; [75 25],[71.67391304 12.32608696] ; [85.32608696 14.67391304],1
p6,1,0.00059,11.807815,[45 39] ; [29 72],[33.6 50.4] ; [40.4 60.6],1
p9,1,0.001766,9.777886,[76  6] ; [76 25],[68.10928962 13.89071038] ; [83.89071038 17.10928962],0
v1,1,0.002579,9.083469,[45 38] ; [31 66],[35.04444444 47.95555556] ; [40.95555556 56.04444444],0
p5,1,0.004331,8.139626,[18 65] ; [ 7 92],[11.4010989 71.5989011] ; [13.5989011 85.4010989],0
n2,1,0.019208,5.482517,[20  2] ; [16 10],[16.5  5.5] ; [19.5  6.5],0
p10,1,0.025258,5.006135,[73  9] ; [77 24],[67.21311475 14.78688525] ; [82.78688525 18.21311475],0
s4,1,0.032921,4.549897,[31 51] ; [23 76],[24.4640884 57.5359116] ; [29.5359116 69.4640884],0
r4,1,0.034761,4.456889,[79  5] ; [85 16],[74.46486486  9.53513514] ; [89.53513514 11.46486486],0
d3,1,0.038737,4.272367,[63 21] ; [60 39],[56.45901639 27.54098361] ; [66.54098361 32.45901639],0
s7,1,0.039338,4.246205,[56 22] ; [55 42],[49.47428571 28.52571429] ; [61.52571429 35.47428571],0
a4,1,0.041906,4.138983,[45 39] ; [39 62],[38.14054054 45.85945946] ; [45.85945946 55.14054054],0
b4,1,0.054369,3.701323,[51 33] ; [47 54],[44.4972973 39.5027027] ; [53.5027027 47.4972973],0
s3,1,0.06441,3.420036,[76  7] ; [83 18],[71.72282609 11.27717391] ; [87.27717391 13.72282609],0
a5,1,0.116265,2.466933,[60 24] ; [61 40],[54.94054054 29.05945946] ; [66.05945946 34.94054054],0
d5,1,0.11877,2.433463,[67 16] ; [70 29],[62.47802198 20.52197802] ; [74.52197802 24.47802198],0
a2,1,0.119092,2.429218,[23 61] ; [18 83],[18.61621622 65.38378378] ; [22.38378378 78.61621622],0
p4,1,0.125699,2.344829,[59 25] ; [60 41],[54.03243243 29.96756757] ; [64.96756757 36.03243243],0
p12,1,0.126084,2.340064,[ 8 76] ; [ 4 97],[ 5.44864865 78.55135135] ; [ 6.55135135 94.44864865],0
n6,1,0.138696,2.192373,[74 10] ; [80 20],[70.30434783 13.69565217] ; [83.69565217 16.30434783],0
d4,1,0.162105,1.954477,[70 13] ; [76 24],[66.21857923 16.78142077] ; [79.78142077 20.21857923],0
b1,1,0.182806,1.774662,[35 49] ; [52 49],[39.5027027 44.4972973] ; [47.4972973 53.5027027],0
r2,1,0.206914,1.592889,[81  3] ; [92  8],[78.97826087  5.02173913] ; [94.02173913  5.97826087],0
b5,1,0.235302,1.408519,[46 38] ; [64 37],[49.94594595 34.05405405] ; [60.05405405 40.94594595],0
p3,1,0.236405,1.401905,[46 38] ; [46 54],[42. 42.] ; [50. 50.],0
p2,1,0.237597,1.394794,[72 11] ; [81 20],[69.01630435 13.98369565] ; [83.98369565 17.01630435],0
a8,1,0.272168,1.20579,[ 8 71] ; [15 80],[10.44252874 68.55747126] ; [12.55747126 82.44252874],0
d1,1,0.286823,1.134476,[49 35] ; [51 50],[45.40540541 38.59459459] ; [54.59459459 46.40540541],0
a3,1,0.336806,0.922551,[62 22] ; [68 33],[59.02702703 24.97297297] ; [70.97297297 30.02702703],0
s8,1,0.381971,0.764348,[47 37] ; [50 51],[44.04324324 39.95675676] ; [52.95675676 48.04324324],0
b3,1,0.383594,0.759152,[22 33] ; [20 42],[19.74358974 35.25641026] ; [22.25641026 39.74358974],0
b2,1,0.383594,0.759152,[22 33] ; [20 42],[19.74358974 35.25641026] ; [22.25641026 39.74358974],0
u4,1,0.407279,0.686731,[ 1 83] ; [ 3 98],[ 1.81621622 82.18378378] ; [ 2.18378378 98.81621622],0
n1,1,0.422018,0.644689,[11 11] ; [10 16],[ 9.625 12.375] ; [11.375 14.625],0
p1,1,0.468872,0.524634,[10 72] ; [ 9 92],[ 8.5136612 73.4863388] ; [10.4863388 90.5136612],0
r1,1,0.521005,0.411903,[65 18] ; [75 26],[63.15217391 19.84782609] ; [76.84782609 24.15217391],0
p7,1,0.521558,0.410811,[53 27] ; [61 38],[50.94972067 29.05027933] ; [63.05027933 35.94972067],0
a1,1,0.530129,0.394144,[ 6 78] ; [ 5 96],[ 4.99459459 79.00540541] ; [ 6.00540541 94.99459459],0
p8,1,0.600536,0.274188,[44 40] ; [49 52],[42.22702703 41.77297297] ; [50.77297297 50.22702703],0
u2,1,0.625156,0.238686,[13  9] ; [21 11],[13.85185185  8.14814815] ; [20.14814815 11.85185185],0
a7,1,0.627846,0.234994,[56 28] ; [70 30],[57.52173913 26.47826087] ; [68.47826087 31.52173913],0
p11,1,0.734358,0.115148,[65 19] ; [76 25],[64.02162162 19.97837838] ; [76.97837838 24.02162162],0
v3,1,0.7519,0.099941,[19 63] ; [21 78],[18.12154696 63.87845304] ; [21.87845304 77.12154696],0
n5,1,0.788943,0.071655,[63 21] ; [74 27],[62.20540541 21.79459459] ; [74.79459459 26.20540541],0
r3,1,0.80426,0.061424,[78  5] ; [94  7],[77.58695652  5.41304348] ; [94.41304348  6.58695652],0
d2,1,0.846347,0.037551,[39 45] ; [45 55],[38.34782609 45.65217391] ; [45.65217391 54.34782609],0
u1,1,0.854323,0.033711,[15 69] ; [17 84],[14.52972973 69.47027027] ; [17.47027027 83.52972973],0
n3,1,0.881087,0.022378,[14  8] ; [16 10],[13.75  8.25] ; [16.25  9.75],0
s1,1,0.928966,0.007947,[ 7 75] ; [ 9 92],[ 7.16939891 74.83060109] ; [ 8.83060109 92.16939891],0
n4,1,0.945537,0.004667,[62 21] ; [75 26],[61.79891304 21.20108696] ; [75.20108696 25.79891304],0
u3,1,0.964767,0.001951,[15  7] ; [22 10],[15.07407407  6.92592593] ; [21.92592593 10.07407407],0
a6,1,0.968448,0.001565,[51 33] ; [61 39],[51.13043478 32.86956522] ; [60.86956522 39.13043478],0
