Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000803,11.235243,[13  3] ; [35 61],[6.85714286 9.14285714] ; [41.14285714 54.85714286],1
b5,1,0.00776,7.087952,[ 2 14] ; [48 52],[6.89655172 9.10344828] ; [43.10344828 56.89655172],0
p5,1,0.008703,6.882776,[ 3 13] ; [ 3 96],[ 0.83478261 15.16521739] ; [ 5.16521739 93.83478261],0
p11,1,0.00874,6.875122,[15  1] ; [60 40],[10.34482759  5.65517241] ; [64.65517241 35.34482759],0
d2,1,0.012397,6.253143,[12  4] ; [41 58],[7.37391304 8.62608696] ; [45.62608696 53.37391304],0
p7,1,0.013408,6.114413,[13  3] ; [47 51],[8.42105263 7.57894737] ; [51.57894737 46.42105263],0
d1,1,0.018426,5.555161,[10  6] ; [32 68],[ 5.79310345 10.20689655] ; [36.20689655 63.79310345],0
p1,1,0.021421,5.292215,[ 3 13] ; [ 4 96],[ 0.96551724 15.03448276] ; [ 6.03448276 93.96551724],0
d5,1,0.023881,5.103233,[13  3] ; [51 49],[8.82758621 7.17241379] ; [55.17241379 44.82758621],0
r1,1,0.028623,4.790118,[13  3] ; [52 48],[8.96551724 7.03448276] ; [56.03448276 43.96551724],0
d4,1,0.031489,4.6261,[14  2] ; [59 40],[10.15652174  5.84347826] ; [62.84347826 36.15652174],0
p3,1,0.032914,4.550246,[8 8] ; [24 75],[ 4.45217391 11.54782609] ; [27.54782609 71.45217391],0
v1,1,0.042567,4.112497,[9 5] ; [36 64],[5.52631579 8.47368421] ; [39.47368421 60.52631579],0
p10,1,0.053272,3.735374,[12  4] ; [48 50],[8.42105263 7.57894737] ; [51.57894737 46.42105263],0
r3,1,0.05366,3.72324,[15  1] ; [71 29],[11.86206897  4.13793103] ; [74.13793103 25.86206897],0
r4,1,0.056109,3.648831,[13  3] ; [56 44],[9.51724138 6.48275862] ; [59.48275862 40.51724138],0
n6,1,0.069424,3.296579,[14  2] ; [64 35],[10.85217391  5.14782609] ; [67.14782609 31.85217391],0
a5,1,0.073561,3.201725,[12  4] ; [51 49],[8.68965517 7.31034483] ; [54.31034483 45.68965517],0
v3,1,0.114382,2.492615,[7 9] ; [24 73],[ 4.38938053 11.61061947] ; [26.61061947 70.38938053],0
p2,1,0.121721,2.395032,[13  3] ; [60 38],[10.24561404  5.75438596] ; [62.75438596 35.24561404],0
a3,1,0.135469,2.228682,[12  3] ; [60 40],[9.39130435 5.60869565] ; [62.60869565 37.39130435],0
b4,1,0.142141,2.154631,[11  5] ; [49 51],[8.27586207 7.72413793] ; [51.72413793 48.27586207],0
b3,1,0.143555,2.139432,[7 4] ; [26 39],[4.77631579 6.22368421] ; [28.22368421 36.77631579],0
b2,1,0.143555,2.139432,[7 4] ; [26 39],[4.77631579 6.22368421] ; [28.22368421 36.77631579],0
n4,1,0.153873,2.033434,[13  3] ; [63 37],[10.48275862  5.51724138] ; [65.51724138 34.48275862],0
s3,1,0.167227,1.907631,[7 9] ; [26 71],[ 4.67256637 11.32743363] ; [28.32743363 68.67256637],0
n1,1,0.243926,1.357759,[2 1] ; [14 28],[1.06666667 1.93333333] ; [14.93333333 27.06666667],0
s2,1,0.267379,1.230142,[ 4 12] ; [14 85],[ 2.50434783 13.49565217] ; [15.49565217 83.50434783],0
p6,1,0.302844,1.06163,[ 4 12] ; [14 81],[ 2.59459459 13.40540541] ; [15.40540541 79.59459459],0
s8,1,0.31561,1.007054,[ 4 12] ; [15 85],[ 2.62068966 13.37931034] ; [16.37931034 83.62068966],0
a6,1,0.362269,0.830012,[8 8] ; [38 62],[6.34482759 9.65517241] ; [39.65517241 60.34482759],0
v4,1,0.365434,0.819133,[14  2] ; [76 22],[12.63157895  3.36842105] ; [77.36842105 20.63157895],0
p4,1,0.370131,0.803224,[7 9] ; [31 65],[ 5.42857143 10.57142857] ; [32.57142857 63.42857143],0
p8,1,0.385672,0.752543,[7 9] ; [32 66],[ 5.47368421 10.52631579] ; [33.52631579 64.47368421],0
p9,1,0.405896,0.69079,[11  5] ; [56 41],[9.48672566 6.51327434] ; [57.51327434 39.48672566],0
n5,1,0.507933,0.438323,[12  4] ; [66 33],[10.85217391  5.14782609] ; [67.14782609 31.85217391],0
d3,1,0.523814,0.406377,[ 4 12] ; [33 67],[ 5.10344828 10.89655172] ; [31.89655172 68.10344828],0
a4,1,0.636915,0.222799,[ 5 11] ; [37 62],[ 5.84347826 10.15652174] ; [36.15652174 62.84347826],0
u1,1,0.680737,0.169297,[ 1 15] ; [ 4 96],[ 0.68965517 15.31034483] ; [ 4.31034483 95.68965517],0
a2,1,0.680737,0.169297,[ 1 15] ; [ 4 96],[ 0.68965517 15.31034483] ; [ 4.31034483 95.68965517],0
s7,1,0.701976,0.146425,[ 3 13] ; [21 70],[ 3.58878505 12.41121495] ; [20.41121495 70.58878505],0
s4,1,0.715941,0.132415,[ 1 15] ; [ 9 91],[ 1.37931034 14.62068966] ; [ 8.62068966 91.37931034],0
b1,1,0.751923,0.099923,[7 9] ; [48 52],[7.5862069 8.4137931] ; [47.4137931 52.5862069],0
r2,1,0.863444,0.029581,[13  3] ; [77 20],[12.74336283  3.25663717] ; [77.25663717 19.74336283],0
n2,1,0.956527,0.002972,[2 1] ; [28 15],[1.95652174 1.04347826] ; [28.04347826 14.95652174],0
