Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000126,14.698832,[37 53] ; [31  9],[47.07692308 42.92307692] ; [20.92307692 19.07692308],1
a3,1,0.558526,0.342263,[59 31] ; [29 12],[60.45801527 29.54198473] ; [27.54198473 13.45801527],0
b4,1,0.58627,0.296208,[60 31] ; [29 12],[61.35606061 29.64393939] ; [27.64393939 13.35606061],0
a8,1,0.590652,0.289327,[10 76] ; [ 3 33],[ 9.16393443 76.83606557] ; [ 3.83606557 32.16393443],0
s7,1,0.650181,0.205672,[32 55] ; [16 23],[33.14285714 53.85714286] ; [14.85714286 24.14285714],0
p2,1,0.655844,0.198611,[77 13] ; [33  7],[76.15384615 13.84615385] ; [33.84615385  6.15384615],0
p10,1,0.680922,0.16909,[71 19] ; [32  7],[71.86046512 18.13953488] ; [31.13953488  7.86046512],0
d5,1,0.748456,0.102833,[71 20] ; [33  8],[71.6969697 19.3030303] ; [32.3030303  8.6969697],0
s3,1,0.761418,0.092184,[50 40] ; [20 18],[49.21875 40.78125] ; [20.78125 17.21875],0
u2,1,0.845078,0.038182,[14 16] ; [6 6],[14.28571429 15.71428571] ; [5.71428571 6.28571429],0
a4,1,0.870823,0.026443,[43 48] ; [20 21],[43.43181818 47.56818182] ; [19.56818182 21.43181818],0
b1,1,0.886366,0.020421,[30 61] ; [13 28],[29.64393939 61.35606061] ; [13.35606061 27.64393939],0
p9,1,0.900851,0.015522,[73 16] ; [30  7],[72.75396825 16.24603175] ; [30.24603175  6.75396825],0
p6,1,0.99501,3.9e-05,[32 57] ; [14 25],[31.984375 57.015625] ; [14.015625 24.984375],0
