Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000126,14.698832,[37 53] ; [31  9],[47.07692308 42.92307692] ; [20.92307692 19.07692308],1
p12,1,0.001539,10.030864,[ 4 86] ; [ 9 31],[ 9. 81.] ; [ 4. 36.],0
p1,1,0.00407,8.252444,[ 6 84] ; [10 31],[10.99236641 79.00763359] ; [ 5.00763359 35.99236641],0
u1,1,0.004852,7.933832,[ 9 82] ; [12 29],[14.47727273 76.52272727] ; [ 6.52272727 34.47727273],0
r4,1,0.016238,5.776953,[75 16] ; [40  1],[79.28030303 11.71969697] ; [35.71969697  5.28030303],0
a7,1,0.021835,5.258897,[54 37] ; [32  8],[59.74045802 31.25954198] ; [26.25954198 13.74045802],0
p8,1,0.02577,4.971404,[38 51] ; [25 14],[43.8046875 45.1953125] ; [19.1953125 19.8046875],0
p5,1,0.037798,4.314074,[13 77] ; [12 28],[17.30769231 72.69230769] ; [ 7.69230769 32.30769231],0
r1,1,0.064318,3.422388,[66 24] ; [36  5],[70.07633588 19.92366412] ; [31.92366412  9.07633588],0
b3,1,0.074379,3.183628,[16 41] ; [10 10],[19.24675325 37.75324675] ; [ 6.75324675 13.24675325],0
b2,1,0.074379,3.183628,[16 41] ; [10 10],[19.24675325 37.75324675] ; [ 6.75324675 13.24675325],0
n4,1,0.077371,3.119271,[62 29] ; [34  7],[66.18181818 24.81818182] ; [29.81818182 11.18181818],0
n6,1,0.080098,3.062916,[75 14] ; [39  2],[78.04615385 10.95384615] ; [35.95384615  5.04615385],0
p4,1,0.105295,2.623461,[51 39] ; [28 11],[55.11627907 34.88372093] ; [23.88372093 15.11627907],0
v1,1,0.107181,2.595298,[38 52] ; [23 17],[42.23076923 47.76923077] ; [18.76923077 21.23076923],0
s4,1,0.107531,2.590143,[25 64] ; [ 6 34],[21.3875969 67.6124031] ; [ 9.6124031 30.3875969],0
d2,1,0.116383,2.465338,[40 51] ; [23 16],[44.1 46.9] ; [18.9 20.1],0
a2,1,0.12858,2.309566,[16 75] ; [12 29],[19.3030303 71.6969697] ; [ 8.6969697 32.3030303],0
b5,1,0.151667,2.055401,[41 50] ; [24 17],[44.81060606 46.18939394] ; [20.18939394 20.81060606],0
a6,1,0.159503,1.978929,[48 43] ; [27 14],[51.70454545 39.29545455] ; [23.29545455 17.70454545],0
d4,1,0.16768,1.90356,[81 10] ; [32  8],[78.49618321 12.50381679] ; [34.50381679  5.49618321],0
n5,1,0.174078,1.847473,[59 30] ; [32  9],[62.3 26.7] ; [28.7 12.3],0
r2,1,0.231596,1.431034,[82  7] ; [40  1],[83.52307692  5.47692308] ; [38.47692308  2.52307692],0
s2,1,0.253168,1.305735,[48 43] ; [26 15],[51.01515152 39.98484848] ; [22.98484848 18.01515152],0
n1,1,0.257757,1.280763,[ 8 11] ; [1 5],[ 6.84 12.16] ; [2.16 3.84],0
a5,1,0.266288,1.235771,[60 31] ; [31 10],[62.73484848 28.26515152] ; [28.26515152 12.73484848],0
p7,1,0.332357,0.939692,[53 35] ; [27 12],[55.43307087 32.56692913] ; [24.56692913 14.43307087],0
p3,1,0.348086,0.880423,[46 44] ; [24 16],[48.46153846 41.53846154] ; [21.53846154 18.46153846],0
r3,1,0.433285,0.614002,[81  8] ; [38  2],[82.10077519  6.89922481] ; [36.89922481  3.10077519],0
s1,1,0.450214,0.570114,[ 5 86] ; [ 1 39],[ 4.16793893 86.83206107] ; [ 1.83206107 38.16793893],0
u3,1,0.452612,0.564103,[20 12] ; [6 6],[18.90909091 13.09090909] ; [7.09090909 4.90909091],0
d3,1,0.506043,0.442241,[59 32] ; [29 12],[60.66666667 30.33333333] ; [27.33333333 13.66666667],0
d1,1,0.536484,0.382096,[48 43] ; [24 17],[49.63636364 41.36363636] ; [22.36363636 18.63636364],0
s6,1,0.542839,0.370304,[71 18] ; [30 10],[69.68217054 19.31782946] ; [31.31782946  8.68217054],0
p11,1,0.548823,0.35943,[73 18] ; [31 10],[71.6969697 19.3030303] ; [32.3030303  8.6969697],0
a1,1,0.552783,0.352354,[ 7 84] ; [ 2 39],[ 6.20454545 84.79545455] ; [ 2.79545455 38.20454545],0
