Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000662,11.592404,[33 66] ; [16  6],[40.09090909 58.90909091] ; [ 8.90909091 13.09090909],1
r2,1,0.774172,0.082324,[80 20] ; [17  5],[79.50819672 20.49180328] ; [17.49180328  4.50819672],0
n2,1,0.780045,0.077987,[25 10] ; [6 3],[24.65909091 10.34090909] ; [6.34090909 2.65909091],0
p8,1,0.804049,0.061559,[25 74] ; [ 5 17],[24.54545455 74.45454545] ; [ 5.45454545 16.54545455],0
n6,1,0.857509,0.032237,[57 43] ; [13  9],[57.37704918 42.62295082] ; [12.62295082  9.37704918],0
p6,1,0.857848,0.032082,[21 79] ; [ 5 17],[21.31147541 78.68852459] ; [ 4.68852459 17.31147541],0
n3,1,0.861623,0.030383,[23 10] ; [6 3],[22.78571429 10.21428571] ; [6.21428571 2.78571429],0
b4,1,0.886078,0.020526,[58 43] ; [13  9],[58.30081301 42.69918699] ; [12.69918699  9.30081301],0
r3,1,0.898968,0.01612,[76 24] ; [17  5],[76.2295082 23.7704918] ; [16.7704918  5.2295082],0
d2,1,0.922689,0.009418,[22 79] ; [ 5 17],[22.17073171 78.82926829] ; [ 4.82926829 17.17073171],0
p11,1,0.926648,0.008475,[47 54] ; [10 12],[46.80487805 54.19512195] ; [10.19512195 11.80487805],0
a3,1,0.962177,0.002249,[44 54] ; [10 12],[44.1 53.9] ; [ 9.9 12.1],0
a4,1,0.978028,0.000758,[23 77] ; [ 5 17],[22.95081967 77.04918033] ; [ 5.04918033 16.95081967],0
