Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.011726,6.351794,[8 5] ; [ 6 22],[4.43902439 8.56097561] ; [ 9.56097561 18.43902439],0
s6,1,0.014032,6.034144,[10  3] ; [10 18],[6.34146341 6.65853659] ; [13.65853659 14.34146341],0
d3,1,0.05481,3.687863,[11  2] ; [15 13],[8.24390244 4.75609756] ; [17.75609756 10.24390244],0
v1,1,0.067116,3.352186,[10  3] ; [13 15],[7.29268293 5.70731707] ; [15.70731707 12.29268293],0
a4,1,0.084308,2.979824,[ 2 11] ; [12 16],[4.43902439 8.56097561] ; [ 9.56097561 18.43902439],0
d4,1,0.089794,2.878066,[12  1] ; [19  9],[9.82926829 3.17073171] ; [21.17073171  6.82926829],0
p11,1,0.103459,2.651395,[10  3] ; [14 14],[7.6097561 5.3902439] ; [16.3902439 11.6097561],0
v2,1,0.161617,1.959029,[11  2] ; [17 10],[9.1 3.9] ; [18.9  8.1],0
r2,1,0.176494,1.826899,[11  2] ; [27  1],[12.04878049  0.95121951] ; [25.95121951  2.04878049],0
s2,1,0.184946,1.757424,[7 6] ; [ 9 19],[5.07317073 7.92682927] ; [10.92682927 17.07317073],0
p10,1,0.191063,1.709402,[10  3] ; [15 12],[8.125 4.875] ; [16.875 10.125],0
p3,1,0.304773,1.053192,[6 7] ; [ 8 19],[4.55 8.45] ; [ 9.45 17.55],0
s5,1,0.320864,0.98542,[ 3 10] ; [ 3 24],[ 1.95 11.05] ; [ 4.05 22.95],0
s3,1,0.369074,0.806779,[7 5] ; [12 16],[5.7 6.3] ; [13.3 14.7],0
d1,1,0.382003,0.764247,[7 6] ; [11 17],[5.70731707 7.29268293] ; [12.29268293 15.70731707],0
n3,1,0.477267,0.505102,[2 2] ; [5 2],[2.54545455 1.45454545] ; [4.45454545 2.54545455],0
r1,1,0.48883,0.4791,[11  2] ; [21  7],[10.14634146  2.85365854] ; [21.85365854  6.14634146],0
b1,1,0.511426,0.431148,[7 6] ; [12 16],[6.02439024 6.97560976] ; [12.97560976 15.02439024],0
b4,1,0.526553,0.401039,[8 5] ; [20  8],[8.87804878 4.12195122] ; [19.12195122  8.87804878],0
p1,1,0.548262,0.36044,[ 1 12] ; [ 4 24],[ 1.58536585 11.41463415] ; [ 3.41463415 24.58536585],0
v4,1,0.548262,0.36044,[12  1] ; [24  4],[11.41463415  1.58536585] ; [24.58536585  3.41463415],0
a7,1,0.552714,0.352477,[10  3] ; [19  9],[9.19512195 3.80487805] ; [19.80487805  8.19512195],0
d5,1,0.552714,0.352477,[10  3] ; [19  9],[9.19512195 3.80487805] ; [19.80487805  8.19512195],0
p8,1,0.56409,0.332671,[5 8] ; [13 14],[5.85 7.15] ; [12.15 14.85],0
u1,1,0.568668,0.324915,[ 1 12] ; [ 1 27],[ 0.63414634 12.36585366] ; [ 1.36585366 26.63414634],0
a3,1,0.598312,0.27755,[9 4] ; [17 11],[8.24390244 4.75609756] ; [17.75609756 10.24390244],0
p6,1,0.73568,0.11396,[ 3 10] ; [ 5 22],[ 2.6 10.4] ; [ 5.4 21.6],0
p4,1,0.745657,0.105216,[6 7] ; [11 16],[5.525 7.475] ; [11.475 15.525],0
n1,1,0.746886,0.104167,[1 3] ; [1 5],[0.8 3.2] ; [1.2 4.8],0
a6,1,0.756014,0.096546,[9 4] ; [18 10],[8.56097561 4.43902439] ; [18.43902439  9.56097561],0
s4,1,0.761538,0.092089,[ 1 12] ; [ 3 25],[ 1.26829268 11.73170732] ; [ 2.73170732 25.26829268],0
a2,1,0.761538,0.092089,[ 1 12] ; [ 3 25],[ 1.26829268 11.73170732] ; [ 2.73170732 25.26829268],0
n4,1,0.790357,0.070674,[8 5] ; [16 12],[7.6097561 5.3902439] ; [16.3902439 11.6097561],0
b3,1,0.823261,0.049887,[2 5] ; [ 5 10],[2.22727273 4.77272727] ; [ 4.77272727 10.22727273],0
b2,1,0.823261,0.049887,[2 5] ; [ 5 10],[2.22727273 4.77272727] ; [ 4.77272727 10.22727273],0
n5,1,0.843096,0.039178,[6 7] ; [12 16],[5.70731707 7.29268293] ; [12.29268293 15.70731707],0
b5,1,0.843096,0.039178,[7 6] ; [16 12],[7.29268293 5.70731707] ; [15.70731707 12.29268293],0
p7,1,0.843096,0.039178,[6 7] ; [12 16],[5.70731707 7.29268293] ; [12.29268293 15.70731707],0
p2,1,0.871173,0.026298,[9 4] ; [18  9],[8.775 4.225] ; [18.225  8.775],0
p9,1,0.885558,0.020715,[9 4] ; [20  8],[9.19512195 3.80487805] ; [19.80487805  8.19512195],0
n2,1,0.898195,0.016369,[3 1] ; [5 2],[2.90909091 1.09090909] ; [5.09090909 1.90909091],0
a5,1,0.905546,0.01408,[10  3] ; [22  6],[10.14634146  2.85365854] ; [21.85365854  6.14634146],0
r4,1,0.905546,0.01408,[10  3] ; [22  6],[10.14634146  2.85365854] ; [21.85365854  6.14634146],0
r3,1,0.926191,0.008582,[11  2] ; [24  4],[11.09756098  1.90243902] ; [23.90243902  4.09756098],0
d2,1,0.929912,0.007736,[4 9] ; [ 9 19],[4.12195122 8.87804878] ; [ 8.87804878 19.12195122],0
p5,1,0.949873,0.003952,[ 1 12] ; [ 2 26],[ 0.95121951 12.04878049] ; [ 2.04878049 25.95121951],0
