Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.105235,[2 8] ; [90  8],[8.51851852 1.48148148] ; [83.48148148 14.51851852],1
p2,1,1e-06,23.564159,[2 8] ; [82 14],[7.9245283 2.0754717] ; [76.0754717 19.9245283],1
p11,1,4e-06,21.285131,[2 8] ; [82 16],[7.77777778 2.22222222] ; [76.22222222 21.77777778],1
v4,1,6e-06,20.426568,[6 4] ; [95  3],[9.35185185 0.64814815] ; [91.64814815  6.35185185],1
p10,1,0.000111,14.945373,[3 7] ; [79 16],[7.80952381 2.19047619] ; [74.19047619 20.80952381],1
d4,1,0.001089,10.669992,[4 6] ; [82 16],[7.96296296 2.03703704] ; [78.03703704 19.96296296],0
v2,1,0.001302,10.339971,[4 6] ; [80 16],[7.9245283 2.0754717] ; [76.0754717 19.9245283],0
p9,1,0.002017,9.534123,[4 6] ; [79 17],[7.83018868 2.16981132] ; [75.16981132 20.83018868],0
p7,1,0.004793,7.955865,[2 7] ; [67 30],[5.85849057 3.14150943] ; [63.14150943 33.85849057],0
n6,1,0.02655,4.919825,[5 5] ; [79 19],[7.77777778 2.22222222] ; [76.22222222 21.77777778],0
d1,1,0.048061,3.907862,[3 7] ; [61 37],[5.92592593 4.07407407] ; [58.07407407 39.92592593],0
p4,1,0.053839,3.717682,[2 7] ; [53 42],[4.75961538 4.24038462] ; [50.24038462 44.75961538],0
a1,1,0.068332,3.322645,[2 8] ; [ 5 93],[0.64814815 9.35185185] ; [ 6.35185185 91.64814815],0
r1,1,0.084675,2.972796,[6 4] ; [81 17],[8.05555556 1.94444444] ; [78.94444444 19.05555556],0
n1,1,0.111219,2.536813,[3 2] ; [ 3 11],[1.57894737 3.42105263] ; [4.42105263 9.57894737],0
a7,1,0.118102,2.442311,[5 5] ; [72 26],[7.12962963 2.87037037] ; [69.87037037 28.12962963],0
p3,1,0.163891,1.937954,[3 7] ; [51 45],[5.09433962 4.90566038] ; [48.90566038 47.09433962],0
b5,1,0.164652,1.930972,[3 7] ; [52 46],[5.09259259 4.90740741] ; [49.90740741 48.09259259],0
b1,1,0.171038,1.873824,[6 4] ; [37 61],[3.98148148 6.01851852] ; [39.01851852 58.98148148],0
n3,1,0.17166,1.868382,[2 2] ; [14  3],[3.04761905 0.95238095] ; [12.95238095  4.04761905],0
d5,1,0.184721,1.759229,[6 4] ; [77 21],[7.68518519 2.31481481] ; [75.31481481 22.68518519],0
n4,1,0.234955,1.410612,[7 3] ; [83 15],[8.33333333 1.66666667] ; [81.66666667 16.33333333],0
a6,1,0.270863,1.212371,[5 5] ; [66 32],[6.57407407 3.42592593] ; [64.42592593 33.57407407],0
a3,1,0.29419,1.100349,[9 1] ; [73 24],[7.6635514 2.3364486] ; [74.3364486 22.6635514],0
a5,1,0.324693,0.96995,[6 4] ; [73 25],[7.31481481 2.68518519] ; [71.68518519 26.31481481],0
p8,1,0.340398,0.908934,[4 6] ; [53 42],[5.42857143 4.57142857] ; [51.57142857 43.42857143],0
r2,1,0.344217,0.894664,[8 1] ; [93  4],[8.5754717 0.4245283] ; [92.4245283  4.5754717],0
s8,1,0.347755,0.881633,[2 8] ; [34 64],[3.33333333 6.66666667] ; [32.66666667 65.33333333],0
d3,1,0.372858,0.794118,[5 5] ; [63 35],[6.2962963 3.7037037] ; [61.7037037 36.2962963],0
p6,1,0.401833,0.702834,[2 8] ; [31 63],[3.17307692 6.82692308] ; [29.82692308 64.17307692],0
p1,1,0.486755,0.483692,[2 8] ; [12 86],[1.2962963 8.7037037] ; [12.7037037 85.2962963],0
v1,1,0.506198,0.441919,[5 5] ; [59 38],[5.98130841 4.01869159] ; [58.01869159 38.98130841],0
s4,1,0.5195,0.414886,[1 9] ; [ 5 93],[0.55555556 9.44444444] ; [ 5.44444444 92.55555556],0
b2,1,0.583473,0.300654,[4 3] ; [31 36],[3.31081081 3.68918919] ; [31.68918919 35.31081081],0
b3,1,0.583473,0.300654,[4 3] ; [31 36],[3.31081081 3.68918919] ; [31.68918919 35.31081081],0
p12,1,0.64953,0.206494,[1 9] ; [ 6 90],[0.66037736 9.33962264] ; [ 6.33962264 89.66037736],0
u1,1,0.652758,0.20244,[1 9] ; [15 83],[1.48148148 8.51851852] ; [14.51851852 83.48148148],0
s7,1,0.658169,0.195755,[2 7] ; [26 63],[2.57142857 6.42857143] ; [25.42857143 63.57142857],0
s3,1,0.676458,0.17414,[2 8] ; [25 71],[2.54716981 7.45283019] ; [24.45283019 71.54716981],0
n5,1,0.701478,0.146939,[8 2] ; [73 25],[7.5 2.5] ; [73.5 24.5],0
a4,1,0.766525,0.088163,[4 6] ; [44 54],[4.44444444 5.55555556] ; [43.55555556 54.44444444],0
n2,1,0.818769,0.0525,[4 1] ; [12  4],[3.80952381 1.19047619] ; [12.19047619  3.80952381],0
s2,1,0.846584,0.037434,[2 8] ; [22 75],[2.24299065 7.75700935] ; [21.75700935 75.24299065],0
d2,1,0.853454,0.034119,[5 5] ; [52 46],[5.27777778 4.72222222] ; [51.72222222 46.27777778],0
b4,1,0.910644,0.012595,[6 4] ; [57 41],[5.83333333 4.16666667] ; [57.16666667 40.83333333],0
p5,1,0.940495,0.005572,[1 9] ; [ 9 88],[0.93457944 9.06542056] ; [ 9.06542056 87.93457944],0
a2,1,0.962832,0.002172,[2 8] ; [19 79],[1.94444444 8.05555556] ; [19.05555556 78.94444444],0
